t (s);roll (deg);cons (deg);TL (%);TR (%)
0;0,1499939;0;32,49;47,5
0,009616;0,1499939;0;40,06;39,93
0,019612;0,1499939;0;40,06;39,93
0,029596;0,1499939;0;40,06;39,93
0,0396;0,1499939;0;40,06;39,93
0,049572;0,1499939;0;40,08;39,91
0,059588;0,1499939;0;40,07;39,92
0,06956;0,1499939;0;40,06;39,93
0,079556;0,1499939;0;40,06;39,93
0,089536;0,13999939;0;40,02;39,97
0,099524;0,13999939;0;40,04;39,95
0,10952;0,13000488;0;40,04;39,95
0,11952;0,11999512;0;40,02;39,97
0,129504;0,11999512;0;40,03;39,96
0,1395;0,11000061;0;40,03;39,96
0,149484;0,1000061;0;40;39,99
0,159492;0,1000061;0;40,02;39,97
0,169472;0,08999634;0;40;39,99
0,17948;0,070007324;0;39,96;40,03
0,189484;0,05000305;0;39,97;40,02
0,19948;0,02999878;0;39,94;40,05
0,209464;0,020004272;0;39,95;40,04
0,21948;-0,009994507;0;39,91;40,08
0,229448;-0,02999878;0;39,92;40,07
0,23946;-0,05000305;0;39,91;40,08
0,24942;-0,08000183;0;39,87;40,12
0,259404;-0,11000061;0;39,85;40,14
0,2694;-0,13000488;0;39,86;40,13
0,279384;-0,16000366;0;39,83;40,16
0,289376;-0,21000671;0;39,76;40,23
0,29936;-0,2400055;0;39,8;40,19
0,309348;-0,27999878;0;39,73;40,26
0,319344;-0,32000732;0;39,73;40,26
0,32934;-0,36999512;0;39,69;40,3
0,339328;-0,41000366;0;39,66;40,33
0,349336;-0,44999695;0;39,67;40,32
0,359328;-0,5099945;0;39,58;40,41
0,369324;-0,55999756;0;39,61;40,38
0,379296;-0,6100006;0;39,55;40,44
0,389304;-0,66999817;0;39,53;40,46
0,399312;-0,7200012;0;39,51;40,48
0,409292;-0,7700043;0;39,5;40,49
0,419264;-0,8200073;0;39,48;40,51
0,429268;-0,8800049;0;39,42;40,57
0,439272;-0,9299927;0;39,43;40,56
0,449256;-0,9799957;0;39,41;40,58
0,459232;-1,0299988;0;39,39;40,6
0,469244;-1,0800018;0;39,39;40,6
0,479216;-1,1199951;0;39,37;40,62
0,48922;-1,1699982;0;39,33;40,66
0,499228;-1,2200012;0;39,33;40,66
0,509212;-1,2599945;0;39,33;40,66
0,51922;-1,300003;0;39,29;40,7
0,52922;-1,3399963;0;39,31;40,68
0,539208;-1,3699951;0;39,3;40,69
0,54918;-1,4100037;0;39,28;40,71
0,55918;-1,4299927;0;39,3;40,69
0,569192;-1,4600067;0;39,29;40,7
0,579148;-1,4799957;0;39,31;40,68
0,58916;-1,4900055;0;39,31;40,68
0,599148;-1,5099945;0;39,31;40,68
0,60914;-1,5200043;0;39,31;40,68
0,619124;-1,5200043;0;39,34;40,65
0,629104;-1,5200043;0;39,35;40,64
0,639144;-1,5099945;0;39,37;40,62
0,64912;-1,5099945;0;39,35;40,64
0,659096;-1,5;0;39,39;40,6
0,66908;-1,4900055;0;39,39;40,6
0,679068;-1,4700012;0;39,45;40,54
0,689064;-1,449997;0;39,44;40,55
0,699064;-1,4299927;0;39,45;40,54
0,709076;-1,3999939;0;39,49;40,5
0,719064;-1,3699951;0;39,53;40,46
0,72906;-1,3399963;0;39,54;40,45
0,739036;-1,300003;0;39,55;40,44
0,749024;-1,2599945;0;39,59;40,4
0,759016;-1,2200012;0;39,63;40,36
0,769024;-1,1699982;0;39,65;40,34
0,779024;-1,1300049;0;39,68;40,31
0,789004;-1,0700073;0;39,74;40,25
0,798984;-1,0099945;0;39,74;40,25
0,80898;-0,94999695;0;39,82;40,17
0,818972;-0,8800049;0;39,83;40,16
0,828972;-0,80999756;0;39,88;40,11
0,838948;-0,7400055;0;39,92;40,07
0,848952;-0,66999817;0;39,94;40,05
0,858956;-0,6000061;0;40;39,99
0,868932;-0,5200043;0;40,02;39,97
0,878924;-0,44999695;0;40,05;39,94
0,888912;-0,36999512;0;40,1;39,89
0,898896;-0,30000305;0;40,12;39,87
0,908896;-0,22999573;0;40,13;39,86
0,918872;-0,1499939;0;40,18;39,81
0,928876;-0,08999634;0;40,17;39,82
0,938868;-0,020004272;0;40,22;39,77
0,948872;0,039993286;0;40,21;39,78
0,95888;0,1000061;0;40,24;39,75
0,96886;0,16000366;0;40,26;39,73
0,978836;0,21000671;0;40,25;39,74
0,98882;0,2599945;0;40,27;39,72
0,998832;0,30999756;0;40,31;39,68
1,008832;0,3500061;0;40,29;39,7
1,018816;0,3999939;0;40,31;39,68
1,028828;0,44000244;0;40,33;39,66
1,0388;0,4900055;0;40,37;39,62
1,048788;0,5299988;0;40,36;39,63
1,058788;0,58000183;0;40,41;39,58
1,068792;0,6300049;0;40,43;39,56
1,078776;0,66999817;0;40,41;39,58
1,08876;0,7100067;0;40,43;39,56
1,09876;0,7599945;0;40,49;39,5
1,108752;0,80000305;0;40,47;39,52
1,118756;0,83999634;0;40,5;39,49
1,12874;0,8800049;0;40,51;39,48
1,138756;0,9299927;0;40,56;39,43
1,148736;0,9799957;0;40,58;39,41
1,158712;1,0299988;0;40,6;39,39
1,1687;1,0800018;0;40,62;39,37
1,178704;1,1199951;0;40,63;39,36
1,188692;1,1799927;0;40,7;39,29
1,198684;1,2400055;0;40,72;39,27
1,208672;1,300003;0;40,75;39,24
1,218668;1,3600006;0;40,76;39,23
1,228656;1,4199982;0;40,8;39,19
1,238648;1,4700012;0;40,81;39,18
1,248644;1,5200043;0;40,83;39,16
1,258636;1,5700073;0;40,84;39,15
1,269024;1,6199951;0;40,85;39,14
1,278624;1,6799927;0;40,9;39,09
1,288624;1,7200012;0;40,88;39,11
1,298596;1,7700043;0;40,9;39,09
1,308596;1,8200073;0;40,94;39,05
1,318588;1,8600006;0;40,92;39,07
1,328588;1,8999939;0;40,94;39,05
1,338608;1,9199982;0;40,92;39,07
1,348572;1,9600067;0;40,95;39,04
1,358568;1,9799957;0;40,92;39,07
1,368536;2,0099945;0;40,93;39,06
1,37854;2,0299988;0;40,94;39,05
1,38854;2,050003;0;40,92;39,07
1,398536;2,0599976;0;40,92;39,07
1,408528;2,0599976;0;40,89;39,1
1,418504;2,0700073;0;40,9;39,09
1,428504;2,0599976;0;40,86;39,13
1,4385;2,0599976;0;40,84;39,15
1,448476;2,0399933;0;40,81;39,18
1,458464;2,0200043;0;40,79;39,2
1,468468;1,9900055;0;40,76;39,23
1,478492;1,9600067;0;40,74;39,25
1,488488;1,9400024;0;40,74;39,25
1,49844;1,8999939;0;40,67;39,32
1,508436;1,8699951;0;40,71;39,28
1,518428;1,8300018;0;40,65;39,34
1,52844;1,800003;0;40,65;39,34
1,538416;1,7599945;0;40,62;39,37
1,548412;1,7200012;0;40,58;39,41
1,55838;1,6799927;0;40,6;39,39
1,56838;1,6300049;0;40,53;39,46
1,578392;1,6000061;0;40,58;39,41
1,58838;1,5599976;0;40,52;39,47
1,598376;1,5299988;0;40,55;39,44
1,608372;1,4900055;0;40,5;39,49
1,618356;1,449997;0;40,48;39,51
1,628356;1,4100037;0;40,48;39,51
1,638732;1,3800049;0;40,48;39,51
1,648336;1,3500061;0;40,45;39,54
1,658312;1,3200073;0;40,46;39,53
1,66832;1,2899933;0;40,44;39,55
1,6783;1,2599945;0;40,45;39,54
1,688296;1,2400055;0;40,45;39,54
1,698292;1,2200012;0;40,45;39,54
1,708288;1,199997;0;40,46;39,53
1,718272;1,1900024;0;40,46;39,53
1,728288;1,1799927;0;40,47;39,52
1,738268;1,1799927;0;40,48;39,51
1,74826;1,1799927;0;40,5;39,49
1,758252;1,1900024;0;40,54;39,45
1,768252;1,199997;0;40,54;39,45
1,778256;1,2200012;0;40,58;39,41
1,788244;1,2299957;0;40,57;39,42
1,798224;1,25;0;40,58;39,41
1,80822;1,2700043;0;40,62;39,37
1,81822;1,300003;0;40,63;39,36
1,828192;1,3200073;0;40,64;39,35
1,838192;1,3500061;0;40,67;39,32
1,848188;1,3800049;0;40,7;39,29
1,858184;1,4199982;0;40,72;39,27
1,868168;1,4600067;0;40,74;39,25
1,87816;1,5;0;40,77;39,22
1,888144;1,5299988;0;40,76;39,23
1,89814;1,5800018;0;40,82;39,17
1,908124;1,6100006;0;40,8;39,19
1,918124;1,6499939;0;40,84;39,15
1,928104;1,699997;0;40,87;39,12
1,938136;1,7400055;0;40,89;39,1
1,948088;1,7799988;0;40,88;39,11
1,958092;1,8200073;0;40,91;39,08
1,968096;1,8600006;0;40,93;39,06
1,978112;1,8999939;0;40,93;39,06
1,988084;1,9400024;0;40,98;39,01
1,998088;1,9799957;0;40,96;39,03
2,008064;2,0099945;0;40,98;39,01
2,018044;2,0599976;0;41,01;38,98
2,02842;2,0800018;0;40,97;39,02
2,038016;2,1100006;0;41,01;38,98
2,048028;2,1399994;0;41,01;38,98
2,058016;2,1799927;0;41,04;38,95
2,068;2,1900024;0;40,98;39,01
2,077996;2,2100067;0;41;38,99
2,087996;2,2200012;0;40,98;39,01
2,097992;2,2299957;0;40,99;39
2,107976;2,2400055;0;41;38,99
2,117956;2,2400055;0;40,94;39,05
2,127956;2,25;0;40,98;39,01
2,13796;2,2400055;0;40,92;39,07
2,147952;2,2400055;0;40,97;39,02
2,157936;2,2400055;0;40,95;39,04
2,16794;2,2400055;0;40,95;39,04
2,177916;2,2299957;0;40,93;39,06
2,187924;2,2299957;0;40,92;39,07
2,197916;2,2200012;0;40,91;39,08
2,2079;2,199997;0;40,9;39,09
2,217888;2,1900024;0;40,89;39,1
2,2279;2,1799927;0;40,88;39,11
2,237868;2,1600037;0;40,88;39,11
2,247868;2,1399994;0;40,82;39,17
2,257852;2,119995;0;40,84;39,15
2,267844;2,100006;0;40,82;39,17
2,27784;2,0800018;0;40,82;39,17
2,28784;2,0599976;0;40,8;39,19
2,298232;2,0399933;0;40,82;39,17
2,307836;2,0200043;0;40,78;39,21
2,317808;2,0099945;0;40,81;39,18
2,327808;1,9900055;0;40,78;39,21
2,337816;1,9700012;0;40,77;39,22
2,347792;1,9600067;0;40,81;39,18
2,357784;1,9400024;0;40,77;39,22
2,367772;1,9400024;0;40,81;39,18
2,377768;1,9299927;0;40,79;39,2
2,387764;1,9199982;0;40,79;39,2
2,397756;1,9199982;0;40,82;39,17
2,407752;1,9199982;0;40,8;39,19
2,417736;1,9199982;0;40,83;39,16
2,427732;1,9199982;0;40,8;39,19
2,437732;1,9299927;0;40,84;39,15
2,447716;1,9299927;0;40,83;39,16
2,457716;1,9299927;0;40,84;39,15
2,467692;1,9400024;0;40,86;39,13
2,47768;1,949997;0;40,86;39,13
2,48768;1,9700012;0;40,89;39,1
2,497676;1,9799957;0;40,89;39,1
2,50766;2;0;40,9;39,09
2,517664;2;0;40,87;39,12
2,527644;2,0200043;0;40,93;39,06
2,537656;2,0399933;0;40,93;39,06
2,54766;2,0599976;0;40,94;39,05
2,557652;2,0800018;0;40,95;39,04
2,56762;2,0899963;0;40,94;39,05
2,577616;2,119995;0;40,98;39,01
2,587608;2,130005;0;40,95;39,04
2,597604;2,149994;0;40,96;39,03
2,607584;2,1600037;0;40,97;39,02
2,617572;2,1799927;0;40,97;39,02
2,627564;2,1799927;0;40,95;39,04
2,63756;2,1900024;0;40,97;39,02
2,647568;2,199997;0;40,97;39,02
2,657552;2,2100067;0;40,97;39,02
2,667528;2,2299957;0;41;38,99
2,677548;2,2200012;0;40,93;39,06
2,687524;2,2200012;0;40,92;39,07
2,697512;2,2100067;0;40,91;39,08
2,707504;2,1900024;0;40,89;39,1
2,717496;2,1699982;0;40,86;39,13
2,727496;2,1600037;0;40,86;39,13
2,737496;2,130005;0;40,81;39,18
2,747496;2,0899963;0;40,78;39,21
2,757488;2,0599976;0;40,77;39,22
