t (s);roll (deg);cons (deg);TL (%);TR (%)
1.039156;-0.05000305;0.0;40.38;39.61
1.049556;-0.05000305;0.0;39.98;40.01
1.059164;-0.05000305;0.0;39.98;40.01
1.069136;-0.05000305;0.0;39.98;40.01
1.07914;-0.05000305;0.0;39.99;40.0
1.089108;-0.05000305;0.0;39.98;40.01
1.099112;-0.05000305;0.0;39.99;40.0
1.109128;-0.05000305;0.0;39.98;40.01
1.119088;-0.05000305;0.0;39.98;40.01
1.129072;-0.039993286;0.0;39.99;40.0
1.139056;-0.039993286;0.0;39.98;40.01
1.149076;-0.05000305;0.0;39.97;40.02
1.159052;-0.05000305;0.0;39.98;40.01
1.16904;-0.05999756;0.0;39.98;40.01
1.179016;-0.05999756;0.0;39.98;40.01
1.189028;-0.070007324;0.0;39.96;40.03
1.199028;-0.08999634;0.0;39.93;40.06
1.209008;-0.08999634;0.0;39.97;40.02
1.218988;-0.1000061;0.0;39.95;40.04
1.228972;-0.11000061;0.0;39.96;40.03
1.238984;-0.11999512;0.0;39.94;40.05
1.248956;-0.13000488;0.0;39.95;40.04
1.258964;-0.13999939;0.0;39.93;40.06
1.26896;-0.1499939;0.0;39.95;40.04
1.278948;-0.16999817;0.0;39.91;40.08
1.28894;-0.19000244;0.0;39.93;40.06
1.298944;-0.21000671;0.0;39.9;40.09
1.30892;-0.22000122;0.0;39.91;40.08
1.318924;-0.25;0.0;39.89;40.1
1.3289;-0.27000427;0.0;39.88;40.11
1.338896;-0.30000305;0.0;39.87;40.12
1.348884;-0.30999756;0.0;39.88;40.11
1.358904;-0.3500061;0.0;39.84;40.15
1.368868;-0.38000488;0.0;39.84;40.15
1.37886;-0.41999817;0.0;39.81;40.18
1.388844;-0.44999695;0.0;39.82;40.17
1.399256;-0.4900055;0.0;39.8;40.19
1.40886;-0.5399933;0.0;39.77;40.22
1.418848;-0.58000183;0.0;39.77;40.22
1.428844;-0.6300049;0.0;39.75;40.24
1.438836;-0.66999817;0.0;39.74;40.25
1.448832;-0.7200012;0.0;39.71;40.28
1.458808;-0.7700043;0.0;39.7;40.29
1.468808;-0.83000183;0.0;39.68;40.31
1.478796;-0.8800049;0.0;39.67;40.32
1.4888;-0.9299927;0.0;39.66;40.33
1.498784;-0.9799957;0.0;39.64;40.35
1.508784;-1.0399933;0.0;39.61;40.38
1.518776;-1.0899963;0.0;39.61;40.38
1.528776;-1.1399994;0.0;39.59;40.4
1.538756;-1.199997;0.0;39.57;40.42
1.548756;-1.25;0.0;39.56;40.43
1.558756;-1.3099976;0.0;39.55;40.44
1.56874;-1.3600006;0.0;39.53;40.46
