t (s);roll (deg);cons (deg);TL (%);TR (%)
1.35894;-0.7100067;0.0;35.58;44.41
1.363916;-0.7100067;0.0;40.51;39.48
1.368924;-0.7100067;0.0;40.55;39.44
1.373904;-0.7100067;0.0;40.51;39.48
1.378928;-0.7100067;0.0;40.55;39.44
1.383916;-0.69999695;0.0;40.63;39.36
1.388904;-0.69999695;0.0;40.55;39.44
1.3939;-0.69999695;0.0;40.54;39.45
1.398888;-0.7100067;0.0;40.5;39.49
1.403884;-0.7100067;0.0;40.53;39.46
1.408888;-0.69999695;0.0;40.61;39.38
1.413896;-0.7100067;0.0;40.45;39.54
1.418912;-0.7100067;0.0;40.58;39.41
1.423904;-0.7100067;0.0;40.54;39.45
1.428884;-0.7100067;0.0;40.46;39.53
1.433892;-0.7100067;0.0;40.58;39.41
1.438868;-0.7200012;0.0;40.35;39.64
1.443852;-0.7200012;0.0;40.54;39.45
1.448852;-0.7299957;0.0;40.38;39.61
1.453852;-0.7299957;0.0;40.53;39.46
1.458848;-0.7299957;0.0;40.37;39.62
1.463868;-0.7400055;0.0;40.44;39.55
1.468848;-0.75;0.0;40.36;39.63
1.47384;-0.75;0.0;40.48;39.51
1.478832;-0.75;0.0;40.48;39.51
1.48382;-0.7599945;0.0;40.4;39.59
1.488816;-0.7700043;0.0;40.35;39.64
1.493808;-0.7700043;0.0;40.47;39.52
1.498796;-0.7799988;0.0;40.34;39.65
1.5038;-0.80000305;0.0;40.22;39.77
1.508784;-0.80000305;0.0;40.34;39.65
1.513784;-0.8200073;0.0;40.3;39.69
1.51878;-0.8200073;0.0;40.33;39.66
1.523776;-0.83999634;0.0;40.28;39.71
1.52878;-0.8500061;0.0;40.2;39.79
1.53378;-0.8699951;0.0;40.2;39.79
1.538776;-0.8800049;0.0;40.31;39.68
1.54378;-0.8999939;0.0;40.11;39.88
1.548784;-0.91000366;0.0;40.3;39.69
1.553776;-0.91999817;0.0;40.22;39.77
1.558756;-0.94000244;0.0;40.18;39.81
1.563756;-0.94999695;0.0;40.25;39.74
1.568752;-0.9600067;0.0;40.24;39.75
1.573752;-0.9799957;0.0;40.13;39.86
1.578748;-0.9900055;0.0;40.16;39.83
1.583768;-1.0099945;0.0;40.16;39.83
1.588756;-1.0200043;0.0;40.11;39.88
1.593748;-1.0399933;0.0;40.14;39.85
1.598728;-1.050003;0.0;40.19;39.8
