t (s);roll (deg);cons (deg);TL (%);TR (%)
1.049228;-0.6100006;0.0;33.66;46.33
1.054212;-0.6100006;0.0;40.9;39.09
1.059208;-0.6100006;0.0;40.9;39.09
1.064188;-0.6100006;0.0;40.89;39.1
1.0692;-0.6199951;0.0;40.83;39.16
1.074192;-0.6199951;0.0;40.89;39.1
1.0792;-0.6100006;0.0;41.06;38.93
1.084184;-0.6100006;0.0;40.83;39.16
1.089208;-0.6100006;0.0;40.88;39.11
1.0942;-0.6100006;0.0;40.88;39.11
1.099168;-0.6100006;0.0;40.82;39.17
1.104156;-0.6100006;0.0;40.88;39.11
1.109172;-0.6199951;0.0;40.82;39.17
1.114164;-0.6100006;0.0;40.99;39.0
1.119148;-0.6100006;0.0;40.93;39.06
1.124156;-0.6100006;0.0;40.76;39.23
1.129148;-0.6100006;0.0;40.92;39.07
1.134144;-0.6100006;0.0;40.8;39.19
1.13952;-0.6199951;0.0;40.69;39.3
1.144116;-0.6199951;0.0;40.79;39.2
1.149128;-0.6399994;0.0;40.49;39.5
1.154132;-0.6399994;0.0;40.66;39.33
1.159132;-0.66000366;0.0;40.48;39.51
1.16412;-0.66999817;0.0;40.53;39.46
1.16912;-0.69000244;0.0;40.24;39.75
1.174112;-0.7100067;0.0;40.4;39.59
1.179108;-0.7299957;0.0;40.34;39.65
1.184084;-0.75;0.0;40.2;39.79
1.1891;-0.7700043;0.0;40.2;39.79
1.194084;-0.7899933;0.0;40.18;39.81
1.19908;-0.8200073;0.0;40.06;39.93
1.20408;-0.8500061;0.0;40.05;39.94
1.209076;-0.8800049;0.0;39.92;40.07
1.214064;-0.91000366;0.0;39.96;40.03
1.21946;-0.94000244;0.0;39.94;40.05
1.224068;-0.9700012;0.0;39.87;40.12
1.229052;-1.0;0.0;39.75;40.24
1.234052;-1.0399933;0.0;39.73;40.26
1.239056;-1.0700073;0.0;39.83;40.16
1.244072;-1.1100006;0.0;39.52;40.47
1.249044;-1.1499939;0.0;39.62;40.37
1.25404;-1.1900024;0.0;39.54;40.45
1.259048;-1.2299957;0.0;39.52;40.47
1.264028;-1.2599945;0.0;39.56;40.43
1.269028;-1.3099976;0.0;39.37;40.62
1.274012;-1.3500061;0.0;39.29;40.7
1.279024;-1.3999939;0.0;39.33;40.66
1.28402;-1.4400024;0.0;39.36;40.63
1.289;-1.4900055;0.0;39.04;40.95
1.29402;-1.5399933;0.0;39.15;40.84
1.299;-1.5899963;0.0;39.23;40.76
1.303972;-1.6300049;0.0;39.21;40.78
1.308968;-1.6799927;0.0;39.07;40.92
1.313972;-1.7400055;0.0;38.82;41.17
1.318976;-1.7799988;0.0;39.14;40.85
1.323972;-1.8300018;0.0;38.88;41.11
1.328964;-1.8800049;0.0;39.03;40.96
1.33396;-1.9299927;0.0;38.83;41.16
1.338964;-1.9799957;0.0;38.81;41.18
1.343944;-2.0299988;0.0;38.95;41.04
1.348944;-2.0899963;0.0;38.7;41.29
1.353928;-2.1399994;0.0;38.72;41.27
1.358928;-2.199997;0.0;38.58;41.41
1.363928;-2.25;0.0;38.67;41.32
1.368936;-2.300003;0.0;38.69;41.3
1.374308;-2.350006;0.0;38.71;41.28
1.378916;-2.399994;0.0;38.52;41.47
1.383916;-2.4600067;0.0;38.55;41.44
1.388916;-2.5099945;0.0;38.52;41.47
1.393928;-2.550003;0.0;38.67;41.32
1.398908;-2.6100006;0.0;38.4;41.59
1.40392;-2.6699982;0.0;38.32;41.67
1.408904;-2.7100067;0.0;38.75;41.24
1.4139;-2.7599945;0.0;38.49;41.5
1.418904;-2.800003;0.0;38.52;41.47
1.423884;-2.850006;0.0;38.43;41.56
1.42886;-2.8899994;0.0;38.57;41.42
1.43386;-2.9299927;0.0;38.61;41.38
1.438864;-2.9799957;0.0;38.53;41.46
1.443868;-3.0200043;0.0;38.5;41.49
1.448868;-3.0599976;0.0;38.41;41.58
1.453852;-3.100006;0.0;38.67;41.32
1.458856;-3.149994;0.0;38.25;41.74
1.463844;-3.1799927;0.0;38.56;41.43
1.468864;-3.2200012;0.0;38.49;41.5
1.473848;-3.2599945;0.0;38.28;41.71
1.478856;-3.300003;0.0;38.49;41.5
1.483828;-3.3399963;0.0;38.4;41.59
1.488844;-3.369995;0.0;38.49;41.5
1.494216;-3.4100037;0.0;38.48;41.51
1.498816;-3.4299927;0.0;38.56;41.43
1.503828;-3.4700012;0.0;38.43;41.56
1.508824;-3.4900055;0.0;38.75;41.24
1.51382;-3.5200043;0.0;38.44;41.55
1.518808;-3.5399933;0.0;38.53;41.46
1.523812;-3.5700073;0.0;38.58;41.41
1.52882;-3.5899963;0.0;38.55;41.44
1.533824;-3.619995;0.0;38.53;41.46
1.538808;-3.630005;0.0;38.74;41.25
1.543812;-3.6600037;0.0;38.49;41.5
1.548836;-3.6699982;0.0;38.82;41.17
1.55382;-3.6900024;0.0;38.57;41.42
1.558804;-3.699997;0.0;38.84;41.15
1.563804;-3.7200012;0.0;38.54;41.45
1.5688;-3.7299957;0.0;38.75;41.24
1.573804;-3.7400055;0.0;38.67;41.32
1.578792;-3.7599945;0.0;38.66;41.33
1.583804;-3.7599945;0.0;38.81;41.18
1.588804;-3.7700043;0.0;38.86;41.13
1.593796;-3.7799988;0.0;38.66;41.33
1.598784;-3.7799988;0.0;38.89;41.1
1.603776;-3.7799988;0.0;38.93;41.06
1.608756;-3.7799988;0.0;38.8;41.19
1.613784;-3.7799988;0.0;39.02;40.97
1.618804;-3.7799988;0.0;38.89;41.1
1.623776;-3.7700043;0.0;39.06;40.93
1.62876;-3.7700043;0.0;38.92;41.07
1.63374;-3.7599945;0.0;39.1;40.89
1.638732;-3.75;0.0;39.08;40.91
1.64374;-3.75;0.0;38.95;41.04
1.648728;-3.7400055;0.0;39.18;40.81
1.653732;-3.7200012;0.0;39.23;40.76
1.658752;-3.7100067;0.0;38.99;41.0
1.66374;-3.699997;0.0;39.28;40.71
