t (s);roll (deg);cons (deg);TL (%);TR (%)
1.598788;0.3899994;0.0;25.83;54.16
1.60378;0.3899994;0.0;40.72;39.27
1.608772;0.3899994;0.0;40.72;39.27
1.613764;0.3899994;0.0;40.72;39.27
1.618764;0.3899994;0.0;40.72;39.27
1.62376;0.3899994;0.0;40.73;39.26
1.629148;0.38000488;0.0;40.63;39.36
1.633748;0.3899994;0.0;40.83;39.16
1.63876;0.38000488;0.0;40.63;39.36
1.643756;0.3899994;0.0;40.83;39.16
1.64878;0.38000488;0.0;40.63;39.36
1.653756;0.3899994;0.0;40.83;39.16
1.658756;0.3899994;0.0;40.78;39.21
1.66376;0.3899994;0.0;40.69;39.3
1.668752;0.3899994;0.0;40.78;39.21
1.67372;0.3899994;0.0;40.69;39.3
1.678724;0.38000488;0.0;40.64;39.35
1.683704;0.3899994;0.0;40.83;39.16
1.688696;0.3899994;0.0;40.74;39.25
1.693704;0.3899994;0.0;40.74;39.25
1.699112;0.38000488;0.0;40.61;39.38
1.703712;0.38000488;0.0;40.74;39.25
1.708696;0.38000488;0.0;40.74;39.25
1.713696;0.38000488;0.0;40.69;39.3
1.71868;0.38000488;0.0;40.79;39.2
1.72368;0.38000488;0.0;40.7;39.29
1.728652;0.36999512;0.0;40.69;39.3
1.733648;0.36999512;0.0;40.74;39.25
1.738648;0.36999512;0.0;40.6;39.39
1.74364;0.36999512;0.0;40.84;39.15
1.74864;0.36999512;0.0;40.74;39.25
1.753648;0.36999512;0.0;40.6;39.39
1.758632;0.36999512;0.0;40.84;39.15
1.763628;0.3600006;0.0;40.55;39.44
1.768628;0.3600006;0.0;40.7;39.29
1.773624;0.3600006;0.0;40.83;39.16
1.77862;0.3600006;0.0;40.6;39.39
1.78362;0.3500061;0.0;40.69;39.3
1.788624;0.33999634;0.0;40.55;39.44
1.793624;0.33999634;0.0;40.64;39.35
1.798608;0.33999634;0.0;40.64;39.35
1.80362;0.33000183;0.0;40.64;39.35
1.8086;0.33000183;0.0;40.64;39.35
1.813592;0.33000183;0.0;40.74;39.25
1.8186;0.32000732;0.0;40.59;39.4
1.823588;0.30999756;0.0;40.5;39.49
1.828608;0.30000305;0.0;40.64;39.35
1.833604;0.2899933;0.0;40.54;39.45
1.838596;0.2899933;0.0;40.54;39.45
1.843592;0.27999878;0.0;40.63;39.36
1.848584;0.27000427;0.0;40.49;39.5
1.853584;0.2599945;0.0;40.54;39.45
1.85856;0.25;0.0;40.49;39.5
1.863584;0.2400055;0.0;40.53;39.46
1.868568;0.22999573;0.0;40.49;39.5
1.87354;0.22000122;0.0;40.43;39.56
1.878568;0.19999695;0.0;40.28;39.71
1.88354;0.19000244;0.0;40.47;39.52
1.888552;0.16999817;0.0;40.32;39.67
1.893548;0.1499939;0.0;40.23;39.76
1.898532;0.13000488;0.0;40.36;39.63
1.903532;0.11000061;0.0;40.3;39.69
1.908532;0.08999634;0.0;40.06;39.93
1.91356;0.05999756;0.0;40.19;39.8
1.918552;0.039993286;0.0;40.14;39.85
1.923544;0.020004272;0.0;40.13;39.86
1.928528;-0.009994507;0.0;40.03;39.96
1.933536;-0.039993286;0.0;40.11;39.88
1.93852;-0.070007324;0.0;40.02;39.97
1.943532;-0.08999634;0.0;40.03;39.96
1.948508;-0.13000488;0.0;39.8;40.19
1.953496;-0.16000366;0.0;40.02;39.97
1.958492;-0.19000244;0.0;39.9;40.09
1.96348;-0.22000122;0.0;39.84;40.15
1.968464;-0.25;0.0;39.98;40.01
1.973468;-0.27999878;0.0;39.86;40.13
1.978472;-0.32000732;0.0;39.72;40.27
1.98348;-0.3500061;0.0;39.8;40.19
1.988484;-0.3999939;0.0;39.64;40.35
1.99348;-0.42999268;0.0;39.68;40.31
1.99848;-0.47000122;0.0;39.62;40.37
2.003468;-0.5099945;0.0;39.62;40.37
2.008476;-0.55999756;0.0;39.51;40.48
2.013464;-0.6000061;0.0;39.54;40.45
2.018464;-0.6499939;0.0;39.38;40.61
2.023452;-0.69000244;0.0;39.46;40.53
2.028448;-0.7400055;0.0;39.36;40.63
2.03344;-0.7899933;0.0;39.43;40.56
2.038428;-0.83999634;0.0;39.25;40.74
2.043432;-0.8800049;0.0;39.34;40.65
2.048436;-0.94000244;0.0;39.19;40.8
2.053404;-0.9900055;0.0;39.25;40.74
2.0584;-1.0399933;0.0;39.17;40.82
2.063396;-1.0899963;0.0;39.22;40.77
2.068392;-1.1399994;0.0;39.18;40.81
2.0734;-1.1900024;0.0;39.05;40.94
2.078404;-1.2400055;0.0;39.15;40.84
2.083388;-1.300003;0.0;38.96;41.03
2.088392;-1.3500061;0.0;39.13;40.86
2.093396;-1.3999939;0.0;38.98;41.01
2.098384;-1.4600067;0.0;38.95;41.04
2.103396;-1.5099945;0.0;38.91;41.08
2.108384;-1.5599976;0.0;38.99;41.0
2.113364;-1.6199951;0.0;38.86;41.13
2.118368;-1.6600037;0.0;39.1;40.89
2.123372;-1.7299957;0.0;38.72;41.27
2.128356;-1.7700043;0.0;39.12;40.87
2.133376;-1.8200073;0.0;38.81;41.18
