t (s);roll (deg);cons (deg);TL (%);TR (%)
1.843524;0.94000244;0.0;70.0;10.0
1.848516;0.94000244;0.0;41.07;38.92
1.853508;0.94000244;0.0;41.07;38.92
1.858528;0.94000244;0.0;41.08;38.91
1.863516;0.94000244;0.0;41.08;38.91
1.868496;0.94000244;0.0;41.09;38.9
1.873548;0.94999695;0.0;41.31;38.68
1.878552;0.94999695;0.0;41.03;38.96
1.883552;0.94999695;0.0;41.11;38.88
1.888532;0.94999695;0.0;41.19;38.8
1.893524;0.94999695;0.0;41.05;38.94
1.898932;0.94999695;0.0;41.26;38.73
1.903544;0.94999695;0.0;40.96;39.03
1.908544;0.94999695;0.0;41.2;38.79
1.913524;0.94999695;0.0;41.21;38.78
1.9185;0.94999695;0.0;41.2;38.79
1.923496;0.94999695;0.0;41.14;38.85
1.928512;0.94999695;0.0;40.91;39.08
1.933452;0.94000244;0.0;40.91;39.08
1.938456;0.94000244;0.0;41.07;38.92
1.943488;0.9299927;0.0;40.85;39.14
1.948492;0.91999817;0.0;40.84;39.15
1.95348;0.8999939;0.0;40.62;39.37
1.958448;0.8800049;0.0;40.46;39.53
1.963444;0.8699951;0.0;40.69;39.3
1.968464;0.83999634;0.0;40.38;39.61
1.973448;0.8200073;0.0;40.38;39.61
1.978452;0.80000305;0.0;40.37;39.62
1.983456;0.7700043;0.0;40.07;39.92
1.988456;0.7400055;0.0;40.13;39.86
1.993428;0.7200012;0.0;40.33;39.66
1.99844;0.69000244;0.0;40.12;39.87
2.003428;0.6499939;0.0;39.86;40.13
2.00842;0.6199951;0.0;40.01;39.98
2.013428;0.58000183;0.0;39.85;40.14
2.018416;0.55000305;0.0;39.75;40.24
2.023404;0.5099945;0.0;39.9;40.09
2.028412;0.47000122;0.0;39.58;40.41
2.033424;0.42999268;0.0;39.49;40.5
2.0384;0.3899994;0.0;39.61;40.38
2.043396;0.3500061;0.0;39.52;40.47
2.048392;0.30999756;0.0;39.58;40.41
2.053388;0.2599945;0.0;39.33;40.66
2.058364;0.21000671;0.0;39.15;40.84
2.063372;0.16000366;0.0;39.22;40.77
2.068388;0.11000061;0.0;39.12;40.87
2.073388;0.05999756;0.0;39.23;40.76
2.078376;0.009994507;0.0;39.06;40.93
2.083356;-0.02999878;0.0;39.26;40.73
2.088352;-0.08999634;0.0;38.7;41.29
2.093368;-0.1499939;0.0;38.83;41.16
2.098344;-0.19999695;0.0;38.94;41.05
2.103352;-0.25;0.0;38.85;41.14
2.108332;-0.30000305;0.0;38.88;41.11
2.113336;-0.3600006;0.0;38.57;41.42
2.118324;-0.41000366;0.0;38.89;41.1
2.123324;-0.4600067;0.0;38.57;41.42
2.12832;-0.5099945;0.0;38.84;41.15
2.133312;-0.5700073;0.0;38.51;41.48
2.138308;-0.6300049;0.0;38.47;41.52
2.143304;-0.6799927;0.0;38.52;41.47
2.148304;-0.7400055;0.0;38.56;41.43
2.153284;-0.7799988;0.0;38.67;41.32
2.158284;-0.83999634;0.0;38.42;41.57
2.163272;-0.8899994;0.0;38.53;41.46
2.168292;-0.94000244;0.0;38.37;41.62
2.173288;-0.9900055;0.0;38.63;41.36
2.178292;-1.0399933;0.0;38.51;41.48
2.183284;-1.0899963;0.0;38.34;41.65
2.188276;-1.1300049;0.0;38.67;41.32
2.193264;-1.1799927;0.0;38.49;41.5
2.198264;-1.2200012;0.0;38.46;41.53
2.203284;-1.2799988;0.0;38.28;41.71
2.208264;-1.3099976;0.0;38.76;41.23
2.213252;-1.3500061;0.0;38.43;41.56
2.218248;-1.3999939;0.0;38.47;41.52
2.22324;-1.4400024;0.0;38.44;41.55
2.228232;-1.4799957;0.0;38.48;41.51
2.233232;-1.5200043;0.0;38.45;41.54
2.23822;-1.550003;0.0;38.72;41.27
2.24322;-1.5899963;0.0;38.47;41.52
2.248224;-1.6199951;0.0;38.66;41.33
2.253208;-1.6499939;0.0;38.71;41.28
2.258208;-1.6799927;0.0;38.53;41.46
2.263192;-1.7100067;0.0;38.81;41.18
2.268208;-1.7400055;0.0;38.49;41.5
2.2732;-1.7599945;0.0;38.75;41.24
2.278204;-1.7899933;0.0;38.73;41.26
2.283196;-1.8099976;0.0;38.93;41.06
2.2882;-1.8300018;0.0;38.62;41.37
2.293192;-1.8500061;0.0;39.04;40.95
2.2982;-1.8699951;0.0;38.72;41.27
2.303192;-1.8899994;0.0;38.85;41.14
2.308184;-1.9100037;0.0;38.76;41.23
2.313192;-1.9199982;0.0;38.96;41.03
2.318172;-1.9299927;0.0;39.09;40.9
2.323164;-1.949997;0.0;38.85;41.14
2.328164;-1.9600067;0.0;39.06;40.93
2.333152;-1.9700012;0.0;38.89;41.1
2.338152;-1.9799957;0.0;39.1;40.89
2.34316;-1.9900055;0.0;38.93;41.06
2.348152;-1.9900055;0.0;39.29;40.7
2.353156;-2.0;0.0;38.99;41.0
2.358156;-1.9900055;0.0;39.56;40.43
