t (s);roll (deg);cons (deg);TL (%);TR (%)
2.947764;0.8800049;0.0;46.21;33.78
2.957756;0.8800049;0.0;41.01;38.98
2.967712;0.8800049;0.0;41.01;38.98
2.977732;0.8800049;0.0;41.01;38.98
2.987716;0.8800049;0.0;41.0;38.99
2.997744;0.8800049;0.0;41.02;38.97
3.007704;0.8800049;0.0;41.04;38.95
3.017696;0.8800049;0.0;41.02;38.97
3.027676;0.8800049;0.0;41.03;38.96
3.037692;0.8699951;0.0;40.97;39.02
3.047648;0.8699951;0.0;41.08;38.91
3.057656;0.8600006;0.0;40.94;39.05
3.067644;0.8600006;0.0;41.04;38.95
3.07764;0.8600006;0.0;41.03;38.96
3.087636;0.8600006;0.0;41.05;38.94
3.09802;0.8500061;0.0;40.98;39.01
3.107616;0.83999634;0.0;40.88;39.11
3.117612;0.83000183;0.0;40.98;39.01
3.127624;0.8200073;0.0;40.99;39.0
3.137612;0.8200073;0.0;40.95;39.04
3.147584;0.80000305;0.0;40.89;39.1
3.157612;0.7899933;0.0;40.91;39.08
3.167596;0.7700043;0.0;40.85;39.14
3.177584;0.75;0.0;40.92;39.07
3.187572;0.7299957;0.0;40.78;39.21
3.197564;0.7100067;0.0;40.83;39.16
3.207568;0.6799927;0.0;40.75;39.24
3.217548;0.6499939;0.0;40.72;39.27
3.227544;0.6100006;0.0;40.61;39.38
3.23754;0.58000183;0.0;40.64;39.35
3.247544;0.5299988;0.0;40.54;39.45
3.257504;0.4900055;0.0;40.48;39.51
3.2675;0.41999817;0.0;40.3;39.69
3.277492;0.36999512;0.0;40.38;39.61
3.287484;0.30999756;0.0;40.26;39.73
3.297468;0.2400055;0.0;40.16;39.83
3.30746;0.16000366;0.0;40.12;39.87
3.317476;0.08999634;0.0;40.08;39.91
3.32746;0.009994507;0.0;39.97;40.02
3.33744;-0.08000183;0.0;39.88;40.11
3.347444;-0.16999817;0.0;39.82;40.17
3.357416;-0.2599945;0.0;39.76;40.23
3.36744;-0.3600006;0.0;39.67;40.32
3.377416;-0.4600067;0.0;39.6;40.39
3.387388;-0.5700073;0.0;39.57;40.42
3.39738;-0.66999817;0.0;39.5;40.49
3.40738;-0.7700043;0.0;39.54;40.45
3.417364;-0.8699951;0.0;39.47;40.52
