t (s);roll (deg);TL (%);TR (%)
165338996;1.4700012;42.29;37.7
165349012;1.9700012;42.51;37.48
165358976;2.4700012;42.71;37.28
165368964;2.9700012;42.93;37.06
165378964;3.4600067;43.11;36.88
165388956;3.9299927;43.26;36.73
165398944;4.399994;43.44;36.55
165408928;4.8600006;43.62;36.37
165418928;5.3099976;43.76;36.23
165428932;5.75;43.91;36.08
165438928;6.169998;44.04;35.95
165448912;6.580002;44.17;35.82
165458908;6.9799957;44.3;35.69
165468912;7.3399963;44.35;35.64
165478892;7.699997;44.48;35.51
165488876;8.039993;44.54;35.45
165498876;8.360001;44.64;35.35
165508864;8.669998;44.75;35.24
165518856;8.970001;44.79;35.2
165528840;9.2400055;44.84;35.15
165538836;9.479996;44.87;35.12
165548828;9.710007;44.9;35.09
165558836;9.919998;44.91;35.08
165568804;10.100006;44.92;35.07
165578796;10.25;44.88;35.11
165588788;10.389999;44.89;35.1
165598808;10.5099945;44.88;35.11
165608780;10.600006;44.83;35.16
165618780;10.679993;44.81;35.18
165628800;10.729996;44.74;35.25
165638784;10.7599945;44.71;35.28
165648788;10.779999;44.65;35.34
165658756;10.770004;44.56;35.43
165668752;10.7400055;44.46;35.53
165678728;10.679993;44.39;35.6
165688724;10.610001;44.27;35.72
165698692;10.5099945;44.16;35.83
165708684;10.410004;44.08;35.91
165718680;10.2599945;43.89;36.1
165728672;10.110001;43.81;36.18
165738676;9.949997;43.69;36.3
165748676;9.7599945;43.55;36.44
165758652;9.570007;43.46;36.53
165768656;9.369995;43.3;36.69
165778636;9.149994;43.19;36.8
165788624;8.910004;42.99;37.0
165798608;8.669998;42.88;37.11
165808616;8.399994;42.69;37.3
165818588;8.130005;42.56;37.43
165828616;7.8399963;42.37;37.62
165838592;7.550003;42.24;37.75
165848604;7.2400055;42.08;37.91
165858576;6.9299927;41.91;38.08
165868564;6.600006;41.72;38.27
165878548;6.2700043;41.56;38.43
165888552;5.9400024;41.44;38.55
165898528;5.600006;41.24;38.75
165908528;5.2400055;41.06;38.93
165918524;4.869995;40.84;39.15
165928516;4.5099945;40.72;39.27
165938496;4.1399994;40.52;39.47
165948492;3.7700043;40.37;39.62
165958480;3.3899994;40.19;39.8
165968480;3.0200043;40.03;39.96
165978476;2.6399994;39.87;40.12
165988456;2.2700043;39.71;40.28
165998460;1.8800049;39.53;40.46
166008452;1.5099945;39.37;40.62
166018480;1.1199951;39.2;40.79
166028452;0.75;39.09;40.9
166038440;0.3899994;38.95;41.04
166048432;0.039993286;38.84;41.15
166058424;-0.30000305;38.74;41.25
166068432;-0.6399994;38.58;41.41
166078412;-0.9600067;38.51;41.48
166088400;-1.2899933;38.37;41.62
166098380;-1.5899963;38.29;41.7
166108400;-1.8899994;38.19;41.8
166118372;-2.1799927;38.12;41.87
166128360;-2.4600067;38.02;41.97
166138364;-2.7299957;37.93;42.06
166148340;-2.9900055;37.86;42.13
166158332;-3.2299957;37.82;42.17
166168328;-3.4700012;37.7;42.29
166178328;-3.6900024;37.69;42.3
166188300;-3.899994;37.63;42.36
166198296;-4.0899963;37.62;42.37
166208284;-4.2700043;37.57;42.42
166218292;-4.4400024;37.54;42.45
166228272;-4.5899963;37.54;42.45
166238260;-4.7299957;37.52;42.47
166248264;-4.850006;37.51;42.48
166258256;-4.9600067;37.52;42.47
166268624;-5.0599976;37.53;42.46
166278224;-5.130005;37.54;42.45
166288228;-5.1900024;37.59;42.4
166298240;-5.2400055;37.59;42.4
166308232;-5.2700043;37.66;42.33
166318240;-5.279999;37.69;42.3
166328204;-5.2899933;37.72;42.27
166338212;-5.2700043;37.8;42.19
166348196;-5.2400055;37.88;42.11
166358184;-5.1900024;37.93;42.06
166368588;-5.119995;38.03;41.96
166378168;-5.050003;38.08;41.91
166388164;-4.9600067;38.2;41.79
166398144;-4.850006;38.31;41.68
166408132;-4.720001;38.4;41.59
166418124;-4.5899963;38.5;41.49
166428124;-4.4299927;38.61;41.38
166438100;-4.2700043;38.71;41.28
166448104;-4.100006;38.83;41.16
166458100;-3.899994;38.99;41.0
166468100;-3.7100067;39.06;40.93
166478072;-3.4900055;39.22;40.77
166488084;-3.2700043;39.34;40.65
166498056;-3.0299988;39.51;40.48
166508076;-2.7799988;39.63;40.36
166518080;-2.5200043;39.78;40.21
166528444;-2.25;39.9;40.09
166538064;-1.9900055;40.08;39.91
166548048;-1.699997;40.22;39.77
166558056;-1.4199982;40.34;39.65
166568032;-1.1399994;40.45;39.54
166578048;-0.8500061;40.61;39.38
166588020;-0.5399933;40.78;39.21
166598012;-0.2400055;40.88;39.11
166608016;0.05000305;41.0;38.99
166617988;0.3600006;41.17;38.82
166627988;0.66000366;41.3;38.69
166637988;0.9799957;41.45;38.54
166647972;1.2799988;41.58;38.41
166657972;1.5899963;41.69;38.3
166667960;1.8899994;41.82;38.17
166677960;2.1900024;41.92;38.07
166687924;2.4799957;42.04;37.95
166697924;2.7799988;42.16;37.83
166707916;3.0700073;42.29;37.7
166717920;3.3600006;42.37;37.62
166727932;3.630005;42.45;37.54
166737904;3.899994;42.58;37.41
166747884;4.169998;42.66;37.33
166757892;4.419998;42.72;37.27
166767876;4.6600037;42.81;37.18
166777852;4.899994;42.86;37.13
166787852;5.119995;42.93;37.06
166797848;5.3399963;43.0;36.99
166807836;5.5399933;43.02;36.97
166817824;5.7299957;43.09;36.9
166827828;5.9100037;43.11;36.88
166837840;6.080002;43.15;36.84
166847800;6.2400055;43.22;36.77
166857804;6.3899994;43.22;36.77
166867792;6.529999;43.25;36.74
166877792;6.6600037;43.25;36.74
166887760;6.7700043;43.25;36.74
166897768;6.8600006;43.22;36.77
166907760;6.9400024;43.22;36.77
166917772;7.0;43.18;36.81
166927768;7.050003;43.2;36.79
166938156;7.0899963;43.15;36.84
166947764;7.130005;43.14;36.85
166957724;7.130005;43.07;36.92
166967732;7.1399994;43.06;36.93
166977716;7.119995;42.99;37.0
166987688;7.100006;42.94;37.05
166997684;7.050003;42.86;37.13
167007664;7.0;42.8;37.19
167017660;6.9299927;42.74;37.25
167027664;6.8600006;42.68;37.31
167037636;6.7700043;42.6;37.39
167047652;6.6799927;42.53;37.46
167057640;6.580002;42.49;37.5
167067608;6.4600067;42.35;37.64
167077600;6.3399963;42.28;37.71
167087616;6.199997;42.19;37.8
167097596;6.0700073;42.13;37.86
167107588;5.9100037;42.0;37.99
167117576;5.7599945;41.97;38.02
167127584;5.600006;41.86;38.13
167137584;5.4400024;41.77;38.22
167147592;5.2700043;41.66;38.33
167157588;5.100006;41.6;38.39
167167564;4.9100037;41.47;38.52
167177548;4.720001;41.39;38.6
167187536;4.5399933;41.31;38.68
167197540;4.350006;41.25;38.74
167207532;4.169998;41.15;38.84
167217516;3.9700012;41.03;38.96
167227512;3.7700043;40.94;39.05
167237508;3.5800018;40.88;39.11
167247504;3.3899994;40.82;39.17
167257508;3.2100067;40.76;39.23
167267472;3.0200043;40.65;39.34
167277460;2.8300018;40.59;39.4
167287460;2.649994;40.51;39.48
167297468;2.449997;40.38;39.61
167307456;2.2599945;40.34;39.65
167317436;2.0800018;40.27;39.72
167327420;1.8899994;40.19;39.8
167337428;1.7100067;40.1;39.89
167347412;1.5200043;40.04;39.95
167357416;1.3500061;39.98;40.01
167367396;1.1799927;39.94;40.05
167377416;1.0099945;39.85;40.14
167387388;0.83999634;39.81;40.18
167397396;0.66999817;39.72;40.27
167407380;0.5099945;39.67;40.32
167417384;0.3500061;39.61;40.38
167427344;0.19999695;39.58;40.41
167437368;0.05999756;39.54;40.45
167447348;-0.08999634;39.46;40.53
167457320;-0.22999573;39.45;40.54
167467320;-0.36999512;39.37;40.62
167477336;-0.4900055;39.38;40.61
167487336;-0.6100006;39.33;40.66
167497312;-0.7200012;39.31;40.68
167507304;-0.83000183;39.3;40.69
167517292;-0.94000244;39.24;40.75
167527300;-1.0299988;39.25;40.74
167537292;-1.1199951;39.21;40.78
167547268;-1.199997;39.24;40.75
167557264;-1.2700043;39.22;40.77
167567268;-1.3200073;39.25;40.74
167577264;-1.3699951;39.25;40.74
167587264;-1.4100037;39.25;40.74
167597632;-1.449997;39.26;40.73
167607236;-1.4700012;39.3;40.69
167617236;-1.4900055;39.31;40.68
167627616;-1.4900055;39.34;40.65
167637208;-1.4799957;39.4;40.59
167647220;-1.4700012;39.41;40.58
167657204;-1.449997;39.45;40.54
167667184;-1.4299927;39.47;40.52
167677176;-1.3899994;39.53;40.46
167687180;-1.3500061;39.57;40.42
167697548;-1.2899933;39.62;40.37
167707156;-1.2299957;39.69;40.3
167717152;-1.1699982;39.7;40.29
167727144;-1.1100006;39.74;40.25
167737136;-1.0299988;39.81;40.18
167747136;-0.94999695;39.85;40.14
167757112;-0.8699951;39.89;40.1
167767096;-0.7799988;39.96;40.03
167777112;-0.69000244;40.0;39.99
167787104;-0.6000061;40.05;39.94
167797100;-0.5;40.11;39.88
167807060;-0.3999939;40.19;39.8
167817060;-0.27999878;40.25;39.74
167827064;-0.16999817;40.3;39.69
167837060;-0.05000305;40.37;39.62
167847048;0.070007324;40.42;39.57
167857012;0.17999268;40.47;39.52
167867008;0.30999756;40.54;39.45
167877020;0.42999268;40.58;39.41
167887012;0.55999756;40.66;39.33
167896996;0.66999817;40.67;39.32
167907000;0.80000305;40.75;39.24
167917004;0.91999817;40.78;39.21
167927000;1.0299988;40.8;39.19
167936988;1.1499939;40.89;39.1
167946964;1.2599945;40.91;39.08
167956960;1.3699951;40.96;39.03
167966956;1.4700012;40.96;39.03
167977328;1.5800018;41.03;38.96
167986952;1.6900024;41.08;38.91
167996932;1.7899933;41.11;38.88
168006932;1.8899994;41.15;38.84
168016924;2.0;41.2;38.79
168026916;2.100006;41.23;38.76
168036916;2.1900024;41.22;38.77
168046908;2.2799988;41.28;38.71
168056876;2.369995;41.3;38.69
168066864;2.449997;41.32;38.67
168076864;2.5200043;41.3;38.69
168086864;2.5899963;41.32;38.67
168096844;2.649994;41.34;38.65
168106836;2.7100067;41.35;38.64
168116844;2.7599945;41.35;38.64
168126836;2.800003;41.31;38.68
168136828;2.8399963;41.34;38.65
168146812;2.869995;41.32;38.67
168156812;2.8899994;41.31;38.68
168166792;2.9100037;41.29;38.7
168176788;2.9299927;41.31;38.68
168186776;2.9299927;41.27;38.72
168196768;2.9400024;41.26;38.73
168206764;2.9400024;41.26;38.73
168216740;2.9199982;41.19;38.8
168226740;2.9199982;41.24;38.75
168236728;2.899994;41.16;38.83
168246732;2.869995;41.13;38.86
168256724;2.8399963;41.11;38.88
168266716;2.800003;41.06;38.93
168276696;2.7599945;41.02;38.97
168286700;2.7100067;40.99;39.0
168296696;2.6600037;40.96;39.03
168306680;2.5899963;40.89;39.1
168316680;2.5299988;40.88;39.11
168326672;2.4600067;40.81;39.18
168336636;2.3899994;40.77;39.22
168346644;2.3200073;40.75;39.24
168356644;2.2400055;40.7;39.29
168366652;2.1600037;40.66;39.33
168376644;2.0700073;40.59;39.4
168386620;2.0;40.61;39.38
168396612;1.9100037;40.5;39.49
168406608;1.8300018;40.51;39.48
168416584;1.7400055;40.44;39.55
168426584;1.6499939;40.4;39.59
168436576;1.5599976;40.37;39.62
168446584;1.4700012;40.33;39.66
168456548;1.3800049;40.29;39.7
168466544;1.300003;40.27;39.72
168476536;1.2200012;40.24;39.75
168486556;1.1300049;40.2;39.79
168496548;1.0399933;40.15;39.84
168506532;0.9600067;40.12;39.87
168516536;0.8699951;40.09;39.9
168526508;0.80000305;40.09;39.9
168536508;0.7100067;40.01;39.98
168546488;0.6300049;40.0;39.99
168556484;0.55000305;39.95;40.04
168566492;0.47999573;39.97;40.02
168576472;0.41000366;39.94;40.05
168586472;0.33000183;39.89;40.1
168596464;0.27000427;39.91;40.08
168606464;0.22000122;39.91;40.08
168616452;0.16999817;39.9;40.09
168626444;0.13000488;39.92;40.07
168636428;0.08999634;39.92;40.07
168646432;0.05999756;39.92;40.07
168656444;0.02999878;39.91;40.08
168666420;0.020004272;39.97;40.02
168676412;0.009994507;39.98;40.01
168686420;0.009994507;40.0;39.99
168696424;0.020004272;40.03;39.96
168706408;0.039993286;40.06;39.93
168716396;0.05999756;40.1;39.89
168726380;0.1000061;40.15;39.84
168736352;0.13000488;40.18;39.81
168746360;0.17999268;40.22;39.77
168756340;0.22000122;40.24;39.75
168766324;0.27000427;40.27;39.72
168776332;0.33000183;40.32;39.67
168786304;0.38000488;40.34;39.65
168796308;0.44000244;40.38;39.61
168806300;0.5;40.41;39.58
168816292;0.55999756;40.44;39.55
168826292;0.6300049;40.49;39.5
168836284;0.69999695;40.52;39.47
168846280;0.7700043;40.55;39.44
168856276;0.83000183;40.59;39.4
168866268;0.91000366;40.63;39.36
168876272;0.9799957;40.64;39.35
168886256;1.0399933;40.66;39.33
168896216;1.1199951;40.74;39.25
168906220;1.1900024;40.73;39.26
168916232;1.2700043;40.82;39.17
168926216;1.3399963;40.8;39.19
168936208;1.4100037;40.84;39.15
168946204;1.4900055;40.9;39.09
168956192;1.5599976;40.89;39.1
168966184;1.6300049;40.92;39.07
168976144;1.699997;40.94;39.05
168986156;1.7599945;40.98;39.01
168996140;1.8200073;40.98;39.01
169006540;1.8899994;41.0;38.99
169016144;1.9400024;41.03;38.96
169026136;2.0;41.05;38.94
169036120;2.0599976;41.06;38.93
169046120;2.1100006;41.07;38.92
169056120;2.1600037;41.08;38.91
169066108;2.199997;41.09;38.9
169076080;2.25;41.12;38.87
169086072;2.300003;41.12;38.87
169096064;2.350006;41.17;38.82
169106064;2.3899994;41.17;38.82
169116068;2.4400024;41.19;38.8
169126048;2.4799957;41.19;38.8
169136044;2.5200043;41.2;38.79
169146032;2.5599976;41.22;38.77
169156020;2.600006;41.24;38.75
169166020;2.630005;41.24;38.75
169176012;2.6799927;41.31;38.68
169186004;2.7200012;41.27;38.72
169196376;2.7599945;41.32;38.67
169205968;2.800003;41.32;38.67
169215956;2.8399963;41.34;38.65
169225972;2.869995;41.32;38.67
169235968;2.899994;41.35;38.64
169245940;2.9299927;41.33;38.66
169255948;2.949997;41.32;38.67
169265928;2.9799957;41.37;38.62
169275940;3.0;41.34;38.65
169285952;3.0200043;41.37;38.62
169295928;3.0299988;41.32;38.67
169305932;3.0399933;41.31;38.68
169315912;3.0399933;41.29;38.7
169325888;3.0399933;41.3;38.69
169335868;3.0299988;41.25;38.74
169345900;3.0099945;41.23;38.76
169355896;3.0;41.22;38.77
169365868;2.9700012;41.18;38.81
169375860;2.9400024;41.15;38.84
169385832;2.9100037;41.14;38.85
169395824;2.880005;41.11;38.88
169405820;2.8399963;41.08;38.91
169415796;2.800003;41.06;38.93
169425816;2.75;41.03;38.96
169435812;2.7200012;41.02;38.97
169445800;2.6699982;40.97;39.02
169455788;2.619995;40.97;39.02
169465788;2.5599976;40.91;39.08
169475788;2.5200043;40.92;39.07
169485780;2.4700012;40.87;39.12
169495764;2.4100037;40.86;39.13
169505764;2.369995;40.86;39.13
169515756;2.3200073;40.83;39.16
169525732;2.2799988;40.82;39.17
169535736;2.2299957;40.78;39.21
169545724;2.1900024;40.8;39.19
169555720;2.1399994;40.75;39.24
169565712;2.0899963;40.72;39.27
169575700;2.0399933;40.71;39.28
169585684;1.9900055;40.69;39.3
169595684;1.9400024;40.64;39.35
169605680;1.8800049;40.61;39.38
169615676;1.8200073;40.57;39.42
169625660;1.7599945;40.56;39.43
169635664;1.6699982;40.42;39.57
169645628;1.4900055;40.02;39.97
169655632;1.1799927;39.48;40.51
169665632;0.7200012;38.77;41.22
169675612;0.11000061;38.01;41.98
169685624;-0.6100006;37.35;42.64
169695588;-1.4400024;36.59;43.4
169705564;-2.3600006;35.9;44.09
169715560;-3.350006;35.29;44.7
169725564;-4.369995;34.72;45.27
169735536;-5.4299927;34.15;45.84
169745540;-6.5399933;33.52;46.47
169755540;-7.6399994;33.06;46.93
169765540;-8.75;32.55;47.44
169775524;-9.850006;32.14;47.85
169785520;-10.899994;31.85;48.14
169795524;-11.919998;31.5;48.49
169805512;-12.910004;31.17;48.82
169815500;-13.860001;30.93;49.06
169825488;-14.75;30.71;49.28
169835484;-15.619995;30.46;49.53
169845464;-16.449997;30.18;49.81
169855488;-17.240005;30.03;49.96
169865444;-17.990005;29.79;50.2
169875444;-18.699997;29.67;50.32
169885444;-19.350006;29.58;50.41
169895460;-19.960007;29.45;50.54
169905420;-20.509995;29.38;50.61
169915420;-21.009995;29.36;50.63
169925412;-21.460007;29.37;50.62
169935412;-21.850006;29.35;50.64
169945784;-22.210007;29.38;50.61
169955388;-22.509995;29.33;50.66
169965380;-22.770004;29.44;50.55
169975376;-22.960007;29.56;50.43
169985760;-23.080002;29.78;50.21
169995348;-23.149994;29.88;50.11
170005336;-23.14;30.13;49.86
170015344;-23.089996;30.31;49.68
170025320;-22.979996;30.58;49.41
170035316;-22.809998;30.83;49.16
170045308;-22.580002;31.12;48.87
170055296;-22.300003;31.42;48.57
170065300;-21.960007;31.75;48.24
170075308;-21.570007;32.12;47.87
170085284;-21.11;32.5;47.49
170095264;-20.619995;32.86;47.13
170105272;-20.059998;33.31;46.68
170115256;-19.460007;33.67;46.32
170125264;-18.800003;34.18;45.81
170135244;-18.11;34.58;45.41
170145248;-17.36;35.07;44.92
170155248;-16.580002;35.55;44.44
170165220;-15.7599945;36.02;43.97
170175236;-14.880005;36.57;43.42
170185224;-13.970001;37.07;42.92
170195212;-13.020004;37.61;42.38
170205220;-12.050003;38.1;41.89
170215200;-11.029999;38.67;41.32
170225196;-10.0;39.2;40.79
170235204;-8.929993;39.74;40.25
170245568;-7.8399963;40.14;39.85
170255148;-6.7299957;40.99;39.0
170265144;-5.6100006;41.36;38.63
170275132;-4.449997;41.96;38.03
170285120;-3.2899933;42.46;37.53
170295160;-2.119995;42.97;37.02
170305148;-0.94000244;43.55;36.44
170315104;0.2599945;44.1;35.89
170325100;1.449997;44.6;35.39
170335108;2.649994;45.13;34.86
170345104;3.8399963;45.61;34.38
170355072;5.029999;46.1;33.89
170365072;6.199997;46.55;33.44
170375464;7.3600006;46.85;33.14
170385068;8.5099945;47.62;32.37
170395076;9.630005;47.84;32.15
170405072;10.770004;48.38;31.61
170415056;11.850006;48.66;31.33
170425044;12.940002;49.16;30.83
170435048;13.9900055;49.48;30.51
170445032;15.029999;49.87;30.12
170455420;16.020004;50.03;29.96
170465032;16.979996;50.54;29.45
170475012;17.899994;50.71;29.28
170485004;18.779999;50.96;29.03
170494996;19.619995;51.15;28.84
170504988;20.39;51.29;28.7
170514984;21.149994;51.53;28.46
170524960;21.839996;51.62;28.37
170534952;22.479996;51.72;28.27
170544952;23.080002;51.87;28.12
170554928;23.630005;51.89;28.1
170564932;24.100006;51.85;28.14
170574900;24.479996;51.73;28.26
170584900;24.64;51.02;28.97
170594884;24.470001;49.87;30.12
170604868;24.130005;49.15;30.84
170614856;23.720001;48.77;31.22
170624856;23.270004;48.42;31.57
170634856;22.740005;47.95;32.04
170644840;22.14;47.41;32.58
170654852;21.460007;46.91;33.08
170664824;20.75;46.47;33.52
170674836;19.990005;45.99;34.0
170684816;19.199997;45.56;34.43
170694812;18.410004;45.19;34.8
170704804;17.570007;44.72;35.27
170714800;16.710007;44.24;35.75
170724792;15.800003;43.7;36.29
170734776;14.830002;43.1;36.89
170744764;13.830002;42.56;37.43
170754764;12.779999;41.96;38.03
170764776;11.710007;41.42;38.57
170775164;10.619995;41.04;38.95
170784772;9.520004;40.22;39.77
170794760;8.389999;39.83;40.16
170804732;7.2599945;39.31;40.68
170814728;6.119995;38.79;41.2
170824696;4.9600067;38.23;41.76
170834704;3.7599945;37.6;42.39
170844712;2.5700073;37.13;42.86
170854696;1.3500061;36.53;43.46
170864676;0.13000488;35.98;44.01
170874680;-1.0899963;35.46;44.53
170884660;-2.2799988;35.06;44.93
170894648;-3.4600067;34.55;45.44
170904636;-4.630005;34.13;45.86
170914656;-5.7899933;33.68;46.31
170924628;-6.9600067;33.11;46.88
170934620;-8.110001;32.69;47.3
170944612;-9.25;32.24;47.75
170954612;-10.380005;31.82;48.17
170964620;-11.460007;31.5;48.49
170974612;-12.5;31.21;48.78
170984628;-13.5;30.89;49.1
170994596;-14.479996;30.54;49.45
171004580;-15.440002;30.22;49.77
171014584;-16.36;29.94;50.05
171024548;-17.229996;29.73;50.26
171034548;-18.070007;29.49;50.5
171044536;-18.86;29.33;50.66
171054536;-19.589996;29.19;50.8
171064516;-20.279999;29.05;50.94
171074500;-20.899994;29.0;50.99
171084496;-21.470001;28.95;51.04
171094516;-22.0;28.85;51.14
171104508;-22.460007;28.89;51.1
171114504;-22.869995;28.86;51.13
171124476;-23.220001;28.92;51.07
171134476;-23.509995;29.0;50.99
171144448;-23.75;29.06;50.93
171154448;-23.919998;29.24;50.75
171164472;-24.020004;29.4;50.59
171174444;-24.059998;29.58;50.41
171184428;-24.059998;29.75;50.24
171194440;-23.990005;29.99;50.0
171204424;-23.86;30.24;49.75
171214412;-23.679993;30.5;49.49
171224396;-23.440002;30.81;49.18
171234368;-23.130005;31.15;48.84
171244376;-22.779999;31.45;48.54
171254384;-22.369995;31.82;48.17
171264360;-21.910004;32.21;47.78
171274352;-21.39;32.59;47.4
171284344;-20.820007;33.01;46.98
171294352;-20.210007;33.42;46.57
171304340;-19.539993;33.9;46.09
171314332;-18.830002;34.33;45.66
171324328;-18.070007;34.83;45.16
171334308;-17.259995;35.33;44.66
171344328;-16.419998;35.78;44.21
171354324;-15.529999;36.35;43.64
171364304;-14.610001;36.84;43.15
171374280;-13.649994;37.38;42.61
171384288;-12.660004;37.9;42.09
171394288;-11.639999;38.41;41.58
171404268;-10.600006;38.97;41.02
171414268;-9.520004;39.52;40.47
171424268;-8.429993;40.04;39.95
171434256;-7.3200073;40.58;39.41
171444240;-6.1799927;41.15;38.84
171454240;-5.029999;41.7;38.29
171464232;-3.880005;42.19;37.8
171474208;-2.7100067;42.73;37.26
171484200;-1.5299988;43.29;36.7
171494196;-0.33000183;43.84;36.15
171504204;0.8500061;44.31;35.68
171514172;2.050003;44.87;35.12
171524160;3.2599945;45.43;34.56
171534152;4.4600067;45.92;34.07
171544160;5.6399994;46.34;33.65
171554140;6.8099976;46.79;33.2
171564136;7.9600067;47.22;32.77
171574144;9.089996;47.66;32.33
171584132;10.220001;48.12;31.87
171594124;11.330002;48.55;31.44
171604112;12.419998;48.92;31.07
171614116;13.470001;49.25;30.74
171624100;14.4900055;49.58;30.41
171634108;15.479996;49.89;30.1
171644088;16.440002;50.21;29.78
171654472;17.36;50.36;29.63
171664084;18.240005;50.83;29.16
171674064;19.080002;50.96;29.03
171684060;19.899994;51.21;28.78
171694068;20.649994;51.31;28.68
171704052;21.369995;51.5;28.49
171714048;22.029999;51.61;28.38
171724020;22.64;51.7;28.29
171734024;23.199997;51.76;28.23
171744000;23.710007;51.81;28.18
171753996;24.14;51.72;28.27
171763980;24.440002;51.44;28.55
171774368;24.509995;50.66;29.33
171783948;24.309998;49.7;30.29
171793956;23.990005;49.14;30.85
171803928;23.600006;48.78;31.21
171813924;23.149994;48.35;31.64
171823920;22.619995;47.88;32.11
171833916;22.009995;47.37;32.62
171843908;21.339996;46.88;33.11
171853904;20.64;46.45;33.54
171863904;19.89;46.0;33.99
171873908;19.130005;45.6;34.39
171883888;18.339996;45.17;34.82
171893876;17.5;44.68;35.31
171903864;16.64;44.23;35.76
171913872;15.720001;43.64;36.35
171923864;14.7400055;43.02;36.97
171934236;13.7400055;42.62;37.37
171943844;12.690002;41.77;38.22
171953824;11.619995;41.39;38.6
171963832;10.520004;40.83;39.16
171973824;9.429993;40.38;39.61
171983804;8.320007;39.85;40.14
171993800;7.1900024;39.27;40.72
172003804;6.0200043;38.69;41.3
172013772;4.8399963;38.12;41.87
172023776;3.6399994;37.54;42.45
172033764;2.4199982;36.94;43.05
172043768;1.1900024;36.43;43.56
172053764;-0.020004272;35.93;44.06
172063740;-1.2200012;35.46;44.53
172073732;-2.4100037;35.0;44.99
172083740;-3.6100006;34.47;45.52
172093716;-4.800003;34.0;45.99
172103704;-5.970001;33.53;46.46
172113704;-7.130005;33.07;46.92
172123716;-8.289993;32.63;47.36
172133716;-9.399994;32.26;47.73
172143692;-10.479996;31.91;48.08
172153692;-11.539993;31.56;48.43
172163708;-12.580002;31.17;48.82
172173660;-13.580002;30.83;49.16
172183660;-14.550003;30.59;49.4
172193656;-15.479996;30.28;49.71
172203636;-16.39;29.95;50.04
172213636;-17.259995;29.76;50.23
172223604;-18.070007;29.57;50.42
172233608;-18.839996;29.39;50.6
172243608;-19.559998;29.24;50.75
172253596;-20.220001;29.19;50.8
172263572;-20.830002;29.07;50.92
172273592;-21.380005;29.05;50.94
172283596;-21.869995;29.03;50.96
172293576;-22.309998;29.0;50.99
172303552;-22.690002;29.04;50.95
172313556;-23.029999;29.05;50.94
172323936;-23.309998;29.16;50.83
172333548;-23.520004;29.22;50.77
172343548;-23.669998;29.4;50.59
172353524;-23.759995;29.58;50.41
172363536;-23.789993;29.75;50.24
172373908;-23.75;29.97;50.02
172383508;-23.660004;30.24;49.75
172393488;-23.509995;30.47;49.52
172403484;-23.300003;30.74;49.25
172413476;-23.039993;31.05;48.94
172423456;-22.710007;31.4;48.59
172433448;-22.330002;31.75;48.24
172443456;-21.89;32.1;47.89
172453436;-21.39;32.55;47.44
172463428;-20.850006;32.91;47.08
172473424;-20.259995;33.33;46.66
172483420;-19.61;33.8;46.19
172493400;-18.919998;34.21;45.78
172503420;-18.190002;34.68;45.31
172513400;-17.419998;35.13;44.86
172523408;-16.619995;35.58;44.41
172533396;-15.7599945;36.14;43.85
172543400;-14.880005;36.58;43.41
172553376;-13.949997;37.14;42.85
172563372;-12.9900055;37.64;42.35
172573764;-12.0;38.05;41.94
172583360;-10.979996;38.85;41.14
172593340;-9.929993;39.3;40.69
172603344;-8.839996;39.85;40.14
172613328;-7.7400055;40.37;39.62
172623332;-6.600006;40.96;39.03
172633312;-5.4600067;41.49;38.5
172643292;-4.3099976;41.99;38.0
172653280;-3.1399994;42.57;37.42
172663288;-1.9600067;43.09;36.9
172673288;-0.7799988;43.6;36.39
172683280;0.3999939;44.09;35.9
172693252;1.5800018;44.65;35.34
172703276;2.7700043;45.13;34.86
172713248;3.9400024;45.59;34.4
172723236;5.1100006;46.07;33.92
172733236;6.2599945;46.52;33.47
172743244;7.4299927;47.04;32.95
172753232;8.570007;47.46;32.53
172763208;9.690002;47.87;32.12
172773604;10.779999;48.11;31.88
172783216;11.850006;48.74;31.25
172793192;12.899994;49.04;30.95
172803156;13.929993;49.37;30.62
172813176;14.919998;49.67;30.32
172823176;15.880005;49.97;30.02
172833172;16.809998;50.27;29.72
172843148;17.720001;50.57;29.42
172853140;18.559998;50.73;29.26
172863144;19.369995;50.98;29.01
172873120;20.149994;51.2;28.79
172883124;20.880005;51.31;28.68
172893504;21.550003;51.35;28.64
172903096;22.179993;51.67;28.32
172913100;22.759995;51.63;28.36
172923080;23.270004;51.64;28.35
172933092;23.740005;51.7;28.29
172943056;24.14;51.64;28.35
172953044;24.470001;51.52;28.47
172963028;24.619995;51.0;28.99
172973024;24.520004;50.12;29.87
172983020;24.240005;49.41;30.58
172993020;23.899994;49.05;30.94
173003000;23.490005;48.67;31.32
173013008;23.020004;48.24;31.75
173022992;22.479996;47.79;32.2
173033000;21.89;47.37;32.62
173042980;21.25;46.92;33.07
173052976;20.570007;46.49;33.5
173062964;19.850006;46.08;33.91
173072952;19.100006;45.65;34.34
173082960;18.309998;45.17;34.82
173092940;17.490005;44.72;35.27
173102940;16.619995;44.2;35.79
173112952;15.690002;43.6;36.39
173122940;14.720001;43.04;36.95
173132920;13.710007;42.44;37.55
173142924;12.660004;41.9;38.09
173152916;11.600006;41.43;38.56
173162912;10.520004;40.88;39.11
173172896;9.419998;40.35;39.64
