t (s);roll (deg);TL (%);TR (%)
205327904;-1.5099945;39.16;40.83
205337888;-1.550003;39.2;40.79
205347888;-1.5800018;39.19;40.8
205357868;-1.6000061;39.25;40.74
205367860;-1.6199951;39.24;40.75
205377852;-1.6399994;39.24;40.75
205387836;-1.6399994;39.29;40.7
205397856;-1.6399994;39.28;40.71
205407836;-1.6300049;39.34;40.65
205417828;-1.6100006;39.36;40.63
205427824;-1.5899963;39.39;40.6
205437808;-1.5599976;39.43;40.56
205447824;-1.5200043;39.47;40.52
205457784;-1.4799957;39.49;40.5
205467776;-1.4199982;39.57;40.42
205477760;-1.3699951;39.59;40.4
205487768;-1.3099976;39.63;40.36
205497760;-1.2400055;39.71;40.28
205507760;-1.1699982;39.71;40.28
205517736;-1.1000061;39.79;40.2
205527736;-1.0200043;39.8;40.19
205537740;-0.94000244;39.86;40.13
205547712;-0.8600006;39.91;40.08
205557716;-0.7799988;39.92;40.07
205567712;-0.69999695;39.97;40.02
205577696;-0.6100006;40.03;39.96
205587680;-0.5299988;40.05;39.94
205597672;-0.44000244;40.11;39.88
205607652;-0.3600006;40.11;39.88
205617644;-0.27999878;40.16;39.83
205627648;-0.19000244;40.21;39.78
205637652;-0.11000061;40.2;39.79
205647644;-0.02999878;40.27;39.72
205657668;0.05000305;40.29;39.7
205667624;0.13999939;40.35;39.64
205677600;0.22000122;40.37;39.62
205687624;0.30999756;40.43;39.56
205697604;0.3899994;40.44;39.55
205707616;0.47000122;40.47;39.52
205717580;0.55999756;40.51;39.48
205727600;0.6300049;40.52;39.47
205737592;0.7100067;40.57;39.42
205747572;0.7899933;40.6;39.39
205757580;0.8699951;40.62;39.37
205767568;0.94999695;40.69;39.3
205777552;1.0299988;40.7;39.29
205787536;1.1100006;40.74;39.25
205797524;1.1900024;40.77;39.22
205807524;1.2599945;40.77;39.22
205817516;1.3300018;40.8;39.19
205827516;1.3899994;40.83;39.16
205837492;1.4600067;40.86;39.13
205847496;1.5299988;40.89;39.1
205857476;1.6000061;40.9;39.09
205867480;1.6600037;40.91;39.08
205877460;1.699997;40.88;39.11
205887460;1.75;40.9;39.09
205897448;1.7899933;40.91;39.08
205907456;1.8200073;40.86;39.13
205917472;1.8500061;40.89;39.1
205927460;1.8600006;40.85;39.14
205937420;1.8800049;40.86;39.13
205947444;1.8899994;40.83;39.16
205957408;1.8899994;40.83;39.16
205967396;1.8899994;40.79;39.2
205977388;1.8699951;40.75;39.24
205987384;1.8600006;40.76;39.23
205997368;1.8399963;40.71;39.28
206007336;1.8099976;40.68;39.31
206017336;1.7799988;40.66;39.33
206027360;1.7400055;40.61;39.38
206037352;1.699997;40.6;39.39
206047340;1.6499939;40.54;39.45
206057340;1.6100006;40.54;39.45
206067336;1.550003;40.47;39.52
206077300;1.5;40.48;39.51
206087296;1.4400024;40.42;39.57
206097284;1.3800049;40.38;39.61
206107284;1.3099976;40.35;39.64
206117280;1.2400055;40.28;39.71
206127280;1.1699982;40.29;39.7
206137252;1.1100006;40.26;39.73
206147252;1.0399933;40.2;39.79
206157260;0.9600067;40.16;39.83
206167228;0.8899994;40.13;39.86
206177236;0.80999756;40.1;39.89
206187228;0.7299957;40.03;39.96
206197232;0.6499939;40.0;39.99
206207212;0.5700073;39.98;40.01
206217200;0.4900055;39.94;40.05
206227168;0.41000366;39.93;40.06
206237156;0.32000732;39.83;40.16
206247148;0.2400055;39.82;40.17
206257144;0.1499939;39.75;40.24
206267156;0.05999756;39.74;40.25
206277148;-0.02999878;39.69;40.3
206287140;-0.11999512;39.63;40.36
206297120;-0.19999695;39.66;40.33
206307108;-0.27999878;39.61;40.38
206317128;-0.3500061;39.59;40.4
206327112;-0.42999268;39.56;40.43
206337112;-0.5099945;39.51;40.48
206347112;-0.58999634;39.49;40.5
206357084;-0.66000366;39.46;40.53
206367096;-0.7400055;39.43;40.56
206377076;-0.80000305;39.43;40.56
206387084;-0.8699951;39.39;40.6
206397076;-0.94000244;39.38;40.61
206407076;-1.0;39.37;40.62
206417060;-1.050003;39.36;40.63
206427040;-1.1100006;39.34;40.65
206437032;-1.1600037;39.31;40.68
206447028;-1.2200012;39.29;40.7
206457004;-1.2700043;39.28;40.71
206466996;-1.3099976;39.28;40.71
206477016;-1.3600006;39.26;40.73
206487000;-1.3999939;39.26;40.73
206496992;-1.4299927;39.28;40.71
206506992;-1.449997;39.28;40.71
206516976;-1.4799957;39.27;40.72
206526976;-1.5;39.29;40.7
206536956;-1.5200043;39.29;40.7
206546956;-1.5299988;39.31;40.68
206556944;-1.5299988;39.31;40.68
206566956;-1.5299988;39.34;40.65
206576936;-1.5399933;39.3;40.69
206586916;-1.5800018;39.2;40.79
206596888;-1.6699982;38.98;41.01
206606896;-1.8200073;38.7;41.29
206616860;-2.050003;38.33;41.66
206626860;-2.380005;37.9;42.09
206636844;-2.7899933;37.42;42.57
206646836;-3.2700043;36.99;43.0
206656844;-3.8099976;36.55;43.44
206666832;-4.4100037;36.11;43.88
206676816;-5.050003;35.68;44.31
206686808;-5.720001;35.31;44.68
206696804;-6.4100037;34.93;45.06
206706796;-7.1100006;34.62;45.37
206716796;-7.800003;34.32;45.67
206726804;-8.5099945;33.99;46.0
206736820;-9.199997;33.76;46.23
206746768;-9.860001;33.53;46.46
206756756;-10.5;33.37;46.62
206766768;-11.100006;33.19;46.8
206776764;-11.679993;33.04;46.95
206786752;-12.2400055;32.89;47.1
206796756;-12.75;32.79;47.2
206806728;-13.25;32.64;47.35
206816724;-13.699997;32.58;47.41
206826720;-14.119995;32.53;47.46
206836720;-14.5;32.49;47.5
206846716;-14.839996;32.5;47.49
206856708;-15.149994;32.44;47.55
206866696;-15.410004;32.5;47.49
206876672;-15.660004;32.44;47.55
206886668;-15.850006;32.53;47.46
206896676;-16.0;32.63;47.36
206906656;-16.11;32.68;47.31
206916636;-16.210007;32.72;47.27
206926648;-16.25;32.85;47.14
206936632;-16.259995;32.98;47.01
206946620;-16.220001;33.16;46.83
206956600;-16.149994;33.31;46.68
206966596;-16.029999;33.48;46.51
206976600;-15.880005;33.68;46.31
206986604;-15.690002;33.88;46.11
206996576;-15.460007;34.12;45.87
207006560;-15.199997;34.33;45.66
207016560;-14.899994;34.59;45.4
207026548;-14.570007;34.85;45.14
207036536;-14.199997;35.11;44.88
207046572;-13.800003;35.39;44.6
207056540;-13.360001;35.73;44.26
207066532;-12.899994;35.99;44.0
207076516;-12.399994;36.34;43.65
207086524;-11.889999;36.59;43.4
207096504;-11.339996;36.95;43.04
207106488;-10.7599945;37.32;42.67
207116504;-10.149994;37.66;42.33
207126476;-9.5099945;38.05;41.94
207136472;-8.839996;38.41;41.58
207146472;-8.160004;38.75;41.24
207156472;-7.4600067;39.14;40.85
207166440;-6.7400055;39.52;40.47
207176452;-5.9900055;39.9;40.09
207186452;-5.220001;40.32;39.67
207196428;-4.4400024;40.69;39.3
207206420;-3.649994;41.08;38.91
207216416;-2.8399963;41.48;38.51
207226412;-2.0299988;41.82;38.17
207236420;-1.2100067;42.19;37.8
207246404;-0.3999939;42.55;37.44
207256388;0.41999817;42.92;37.07
207266376;1.25;43.3;36.69
207276368;2.0899963;43.68;36.31
207286356;2.9199982;44.02;35.97
207296360;3.7400055;44.36;35.63
207306340;4.5599976;44.69;35.3
207316320;5.380005;45.03;34.96
207326320;6.169998;45.3;34.69
207336312;6.949997;45.6;34.39
207346336;7.7299957;45.89;34.1
207356324;8.479996;46.15;33.84
207366300;9.220001;46.44;33.55
207376320;9.940002;46.66;33.33
207386300;10.619995;46.85;33.14
207396672;11.300003;47.04;32.95
207406260;11.940002;47.35;32.64
207416248;12.550003;47.44;32.55
207426260;13.139999;47.6;32.39
207436244;13.690002;47.72;32.27
207446244;14.220001;47.88;32.11
207456240;14.710007;47.94;32.05
207466248;15.169998;48.06;31.93
207476228;15.589996;48.12;31.87
207486212;15.979996;48.17;31.82
207496208;16.320007;48.15;31.84
207506196;16.630005;48.17;31.82
207516196;16.910004;48.19;31.8
207526180;17.130005;48.12;31.87
207536164;17.320007;48.07;31.92
207546156;17.460007;47.96;32.03
207556144;17.550003;47.84;32.15
207566152;17.61;47.76;32.23
207576132;17.619995;47.6;32.39
207586136;17.580002;47.44;32.55
207596112;17.509995;47.3;32.69
207606100;17.399994;47.1;32.89
207616104;17.229996;46.87;33.12
207626092;17.029999;46.62;33.37
207636068;16.770004;46.36;33.63
207646072;16.479996;46.1;33.89
207656060;16.149994;45.84;34.15
207666064;15.770004;45.54;34.45
207676036;15.360001;45.22;34.77
207686036;14.910004;44.91;35.08
207696040;14.410004;44.53;35.46
207706032;13.889999;44.21;35.78
207716012;13.339996;43.9;36.09
207726000;12.75;43.52;36.47
207736004;12.130005;43.16;36.83
207745980;11.479996;42.77;37.22
207756000;10.800003;42.38;37.61
207766004;10.089996;41.98;38.01
207775980;9.350006;41.55;38.44
207785992;8.600006;41.17;38.82
207795964;7.8200073;40.75;39.24
207805948;7.0200043;40.34;39.65
207815944;6.199997;39.95;40.04
207825936;5.369995;39.52;40.47
207835916;4.5200043;39.1;40.89
207845924;3.6699982;38.75;41.24
207855904;2.800003;38.28;41.71
207865904;1.9199982;37.89;42.1
207875912;1.0299988;37.49;42.5
207885900;0.13000488;37.06;42.93
207895900;-0.7599945;36.69;43.3
207905880;-1.6600037;36.29;43.7
207915868;-2.5399933;35.98;44.01
207925856;-3.4400024;35.51;44.48
207935844;-4.3200073;35.19;44.8
207945828;-5.220001;34.75;45.24
207955820;-6.100006;34.46;45.53
207965824;-6.9600067;34.13;45.86
207975820;-7.7899933;33.86;46.13
207985816;-8.600006;33.59;46.4
207995796;-9.380005;33.37;46.62
208005784;-10.149994;33.05;46.94
208015784;-10.889999;32.87;47.12
208025788;-11.589996;32.67;47.32
208035780;-12.270004;32.44;47.55
208045764;-12.940002;32.21;47.78
208055756;-13.570007;32.08;47.91
208065760;-14.149994;31.96;48.03
208075740;-14.720001;31.76;48.23
208085724;-15.2400055;31.71;48.28
208095732;-15.729996;31.63;48.36
208105712;-16.160004;31.58;48.41
208115696;-16.570007;31.52;48.47
208125696;-16.940002;31.5;48.49
208135696;-17.259995;31.49;48.5
208145668;-17.539993;31.53;48.46
208155668;-17.770004;31.56;48.43
208165656;-17.960007;31.65;48.34
208175668;-18.100006;31.74;48.25
208185664;-18.190002;31.87;48.12
208195672;-18.240005;31.98;48.01
208205648;-18.25;32.14;47.85
208215632;-18.210007;32.3;47.69
208225628;-18.130005;32.45;47.54
208235604;-18.020004;32.64;47.35
208245596;-17.86;32.84;47.15
208255596;-17.660004;33.08;46.91
208265572;-17.410004;33.33;46.66
208275568;-17.14;33.55;46.44
208285560;-16.809998;33.85;46.14
208295564;-16.449997;34.12;45.87
208305552;-16.059998;34.41;45.58
208315548;-15.630005;34.71;45.28
208325564;-15.169998;35.0;44.99
208335532;-14.679993;35.32;44.67
208345520;-14.139999;35.71;44.28
208355524;-13.589996;36.01;43.98
208365512;-13.0;36.38;43.61
208375516;-12.380005;36.74;43.25
208385512;-11.75;37.05;42.94
208395476;-11.070007;37.5;42.49
208405480;-10.360001;37.9;42.09
208415460;-9.639999;38.26;41.73
208425504;-8.899994;38.64;41.35
208435460;-8.130005;39.05;40.94
208445460;-7.350006;39.47;40.52
208455448;-6.550003;39.83;40.16
208465452;-5.7400055;40.22;39.77
208475428;-4.9100037;40.68;39.31
208485424;-4.0599976;41.08;38.91
208495412;-3.199997;41.49;38.5
208505428;-2.3300018;41.91;38.08
208515436;-1.4400024;42.32;37.67
208525412;-0.55999756;42.72;37.27
208535420;0.32000732;43.07;36.92
208545408;1.199997;43.44;36.55
208555368;2.0800018;43.82;36.17
208565360;2.949997;44.17;35.82
208575352;3.8099976;44.51;35.48
208585344;4.649994;44.8;35.19
208595332;5.4900055;45.17;34.82
208605316;6.330002;45.53;34.46
208615312;7.149994;45.79;34.2
208625320;7.9400024;46.05;33.94
208635324;8.720001;46.33;33.66
208645304;9.470001;46.6;33.39
208655296;10.210007;46.85;33.14
208665296;10.919998;47.07;32.92
208675276;11.619995;47.31;32.68
208685264;12.270004;47.46;32.53
208695252;12.899994;47.65;32.34
208705256;13.5099945;47.81;32.18
208715260;14.070007;47.95;32.04
208725248;14.610001;48.08;31.91
208735248;15.110001;48.16;31.83
208745248;15.589996;48.27;31.72
208755244;16.020004;48.32;31.67
208765224;16.410004;48.35;31.64
208775204;16.759995;48.38;31.61
208785196;17.070007;48.38;31.61
208795204;17.339996;48.36;31.63
208805572;17.570007;48.29;31.7
208815160;17.759995;48.29;31.7
208825156;17.899994;48.14;31.85
208835156;18.0;48.07;31.92
208845168;18.050003;47.94;32.05
208855148;18.059998;47.79;32.2
208865136;18.029999;47.64;32.35
208875128;17.949997;47.47;32.52
208885096;17.830002;47.25;32.74
208895092;17.660004;47.03;32.96
208905088;17.449997;46.8;33.19
208915080;17.199997;46.55;33.44
208925076;16.910004;46.3;33.69
208935060;16.580002;46.02;33.97
208945056;16.210007;45.77;34.22
208955044;15.800003;45.41;34.58
208965052;15.350006;45.11;34.88
208975020;14.880005;44.82;35.17
208985016;14.369995;44.46;35.53
208995016;13.820007;44.13;35.86
209005012;13.2599945;43.8;36.19
209014996;12.649994;43.4;36.59
209024992;12.0099945;43.04;36.95
209035000;11.360001;42.69;37.3
209044984;10.660004;42.26;37.73
209054968;9.970001;41.96;38.03
209064980;9.229996;41.53;38.46
209074960;8.479996;41.11;38.88
209084976;7.699997;40.73;39.26
209094936;6.899994;40.28;39.71
209104948;6.0899963;39.92;40.07
209114936;5.2700043;39.53;40.46
209124932;4.4400024;39.11;40.88
209134920;3.5800018;38.7;41.29
209144908;2.7400055;38.35;41.64
209154908;1.8699951;37.89;42.1
209164904;1.0099945;37.56;42.43
209174888;0.11999512;37.1;42.89
209184888;-0.7599945;36.72;43.27
209194864;-1.6399994;36.36;43.63
209204860;-2.5099945;36.02;43.97
209214848;-3.380005;35.65;44.34
209224832;-4.2400055;35.28;44.71
209234828;-5.100006;34.96;45.03
209244816;-5.949997;34.61;45.38
209254816;-6.779999;34.3;45.69
209264808;-7.600006;33.99;46.0
209274812;-8.389999;33.74;46.25
209284788;-9.160004;33.52;46.47
209294784;-9.910004;33.23;46.76
209304772;-10.630005;33.0;46.99
209314776;-11.330002;32.79;47.2
209324784;-12.0;32.62;47.37
209334772;-12.639999;32.42;47.57
209344752;-13.279999;32.17;47.82
209354748;-13.869995;32.05;47.94
209364748;-14.419998;31.96;48.03
209374736;-14.940002;31.85;48.14
209384720;-15.429993;31.72;48.27
209394720;-15.860001;31.73;48.26
209404708;-16.270004;31.65;48.34
209414700;-16.64;31.6;48.39
209424680;-16.960007;31.66;48.33
209434680;-17.229996;31.66;48.33
209444672;-17.460007;31.73;48.26
209454672;-17.64;31.82;48.17
209464652;-17.779999;31.9;48.09
209474648;-17.869995;32.01;47.98
209484652;-17.919998;32.13;47.86
209494640;-17.919998;32.29;47.7
209504652;-17.86;32.48;47.51
209514620;-17.779999;32.63;47.36
209524612;-17.649994;32.84;47.15
209534592;-17.470001;33.07;46.92
209544592;-17.259995;33.29;46.7
209554580;-16.990005;33.58;46.41
209564576;-16.679993;33.86;46.13
209574552;-16.330002;34.16;45.83
209584556;-15.940002;34.44;45.55
209594548;-15.5099945;34.76;45.23
209604540;-15.039993;35.08;44.91
209614544;-14.539993;35.43;44.56
209624544;-13.9900055;35.8;44.19
209634524;-13.419998;36.14;43.85
209644548;-12.809998;36.52;43.47
209654524;-12.160004;36.94;43.05
209664516;-11.4900055;37.3;42.69
209674480;-10.770004;37.75;42.24
209684496;-10.039993;38.14;41.85
209694500;-9.279999;38.53;41.46
209704492;-8.5;38.95;41.04
209714472;-7.6900024;39.38;40.61
209724464;-6.8600006;39.83;40.16
209734452;-5.9900055;40.31;39.68
209744460;-5.119995;40.71;39.28
209754432;-4.220001;41.19;38.8
209764432;-3.300003;41.63;38.36
209774440;-2.380005;42.05;37.94
209784432;-1.449997;42.48;37.51
209794420;-0.5099945;42.91;37.08
209804424;0.44000244;43.34;36.65
209814408;1.3800049;43.73;36.26
209824384;2.3099976;44.1;35.89
209834372;3.25;44.53;35.46
209844360;4.1900024;44.95;35.04
209854344;5.1399994;45.35;34.64
209864344;6.050003;45.66;34.33
209874352;6.949997;45.99;34.0
209884352;7.850006;46.36;33.63
209894344;8.729996;46.68;33.31
209904340;9.610001;47.08;32.91
209914340;10.449997;47.3;32.69
209924296;11.289993;47.65;32.34
209934316;12.080002;47.84;32.15
209944288;12.869995;48.14;31.85
209954280;13.619995;48.38;31.61
209964292;14.350006;48.58;31.41
209974284;15.039993;48.76;31.23
209984260;15.699997;48.95;31.04
209994244;16.320007;49.1;30.89
210004252;16.910004;49.22;30.77
210014236;17.460007;49.34;30.65
210024220;17.970001;49.44;30.55
210034232;18.449997;49.51;30.48
210044216;18.86;49.51;30.48
210054204;19.25;49.54;30.45
210064208;19.580002;49.54;30.45
210074188;19.869995;49.51;30.48
210084180;20.119995;49.47;30.52
210094168;20.309998;49.38;30.61
210104156;20.460007;49.28;30.71
210114160;20.550003;49.16;30.83
210124160;20.61;49.04;30.95
210134152;20.61;48.85;31.14
210144120;20.559998;48.68;31.31
210154116;20.460007;48.46;31.53
210164104;20.309998;48.21;31.78
210174100;20.100006;47.97;32.02
210184084;19.86;47.72;32.27
210194080;19.570007;47.45;32.54
210204068;19.229996;47.14;32.85
210214064;18.850006;46.82;33.17
210224060;18.419998;46.49;33.5
210234044;17.960007;46.17;33.82
210244048;17.449997;45.8;34.19
210254056;16.899994;45.45;34.54
210264032;16.320007;45.08;34.91
210274020;15.699997;44.67;35.32
210284040;15.029999;44.22;35.77
210294020;14.320007;43.79;36.2
210303996;13.580002;43.37;36.62
210313992;12.809998;42.92;37.07
210324000;12.0;42.45;37.54
210334012;11.160004;42.02;37.97
210343976;10.309998;41.57;38.42
210353972;9.429993;41.12;38.87
210363992;8.529999;40.69;39.3
210373976;7.619995;40.22;39.77
210383944;6.699997;39.78;40.21
210393948;5.75;39.32;40.67
210403932;4.779999;38.83;41.16
210413936;3.8099976;38.4;41.59
210423932;2.8300018;37.92;42.07
210433924;1.8399963;37.5;42.49
210443916;0.8500061;37.05;42.94
210454296;-0.11999512;36.83;43.16
210463888;-1.1000061;36.11;43.88
210473884;-2.0700073;35.88;44.11
210483852;-3.0399933;35.45;44.54
210493860;-4.0099945;35.06;44.93
210503852;-4.970001;34.65;45.34
210513844;-5.9100037;34.31;45.68
210523832;-6.8399963;33.97;46.02
210533856;-7.7299957;33.69;46.3
210543820;-8.600006;33.41;46.58
210553808;-9.440002;33.13;46.86
210563816;-10.270004;32.82;47.17
210574192;-11.080002;32.63;47.36
210583812;-11.830002;32.29;47.7
210593808;-12.589996;32.08;47.91
210603784;-13.309998;31.84;48.15
210613772;-14.0;31.68;48.31
210623756;-14.649994;31.55;48.44
210633756;-15.2599945;31.39;48.6
210643744;-15.850006;31.23;48.76
210653760;-16.369995;31.2;48.79
210663736;-16.869995;31.08;48.91
210673720;-17.330002;31.02;48.97
210683712;-17.729996;31.02;48.97
210693708;-18.100006;30.98;49.01
210703704;-18.429993;31.01;48.98
210713696;-18.690002;31.06;48.93
210723700;-18.929993;31.08;48.91
210733672;-19.100006;31.19;48.8
210743688;-19.229996;31.31;48.68
210753648;-19.320007;31.4;48.59
210763656;-19.330002;31.63;48.36
210773652;-19.309998;31.79;48.2
210783640;-19.229996;32.0;47.99
210793616;-19.100006;32.19;47.8
210803608;-18.929993;32.42;47.57
210813600;-18.720001;32.67;47.32
210823600;-18.449997;32.94;47.05
210833572;-18.149994;33.21;46.78
210843572;-17.789993;33.53;46.46
210853560;-17.399994;33.84;46.15
210863556;-16.960007;34.16;45.83
210873552;-16.479996;34.51;45.48
210883540;-15.960007;34.87;45.12
210893540;-15.410004;35.22;44.77
210903532;-14.809998;35.62;44.37
210913536;-14.179993;35.99;44.0
210923532;-13.520004;36.4;43.59
210933512;-12.809998;36.86;43.13
210943528;-12.080002;37.22;42.77
210953488;-11.320007;37.67;42.32
210963508;-10.539993;38.07;41.92
210973500;-9.720001;38.54;41.45
210983496;-8.880005;39.0;40.99
210993484;-8.029999;39.36;40.63
211003468;-7.149994;39.87;40.12
211013852;-6.25;40.21;39.78
211023460;-5.3200073;40.91;39.08
211033436;-4.3899994;41.24;38.75
211043428;-3.4299927;41.72;38.27
211053424;-2.4700012;42.14;37.85
211063428;-1.5;42.59;37.4
211073424;-0.5099945;43.08;36.91
211083432;0.4900055;43.54;36.45
211093392;1.4700012;43.91;36.08
211103396;2.4400024;44.28;35.71
211113384;3.4199982;44.73;35.26
211123356;4.399994;45.16;34.83
211133356;5.369995;45.54;34.45
211143360;6.3200073;45.91;34.08
211153364;7.2700043;46.27;33.72
211163344;8.199997;46.63;33.36
211173336;9.110001;46.97;33.02
211183324;10.020004;47.32;32.67
211193320;10.899994;47.63;32.36
211203304;11.770004;47.94;32.05
211213300;12.600006;48.2;31.79
211223304;13.419998;48.5;31.49
211233288;14.199997;48.71;31.28
211243292;14.949997;48.94;31.05
211253268;15.669998;49.14;30.85
211263272;16.380005;49.38;30.61
211273276;17.029999;49.5;30.49
211283260;17.669998;49.71;30.28
211293248;18.270004;49.85;30.14
211303252;18.820007;49.94;30.05
211313232;19.339996;50.06;29.93
211323220;19.820007;50.11;29.88
211333208;20.25;50.16;29.83
211343216;20.649994;50.19;29.8
211353208;21.0;50.19;29.8
211363200;21.309998;50.19;29.8
211373172;21.559998;50.12;29.87
211383172;21.770004;50.05;29.94
