t (s);roll (deg);TL (%);TR (%)
281896732;0.6399994;40.62;39.37
281906760;0.75;40.66;39.33
281916728;0.8600006;40.71;39.28
281926716;0.9700012;40.75;39.24
281936716;1.0800018;40.83;39.16
281946704;1.2100067;40.89;39.1
281957076;1.3200073;40.9;39.09
281966668;1.4400024;41.0;38.99
281976672;1.5700073;41.05;38.94
281986652;1.6900024;41.07;38.92
281996640;1.8200073;41.14;38.85
282006628;1.9400024;41.19;38.8
282016628;2.0700073;41.26;38.73
282026632;2.199997;41.32;38.67
282036616;2.3200073;41.31;38.68
282046592;2.4299927;41.36;38.63
282056604;2.550003;41.41;38.58
282066576;2.6699982;41.45;38.54
282076592;2.7799988;41.47;38.52
282086548;2.869995;41.47;38.52
282096548;2.9700012;41.51;38.48
282106536;3.0700073;41.55;38.44
282116536;3.1600037;41.57;38.42
282126524;3.2599945;41.62;38.37
282136520;3.3399963;41.6;38.39
282146508;3.4100037;41.59;38.4
282156508;3.4700012;41.62;38.37
282166496;3.5299988;41.61;38.38
282176504;3.5800018;41.6;38.39
282186500;3.630005;41.62;38.37
282196492;3.6799927;41.61;38.38
282206476;3.699997;41.55;38.44
282216492;3.7200012;41.56;38.43
282226476;3.7299957;41.52;38.47
282236452;3.7400055;41.52;38.47
282246448;3.7299957;41.46;38.53
282256452;3.7299957;41.48;38.51
282266428;3.7100067;41.42;38.57
282276420;3.6900024;41.4;38.59
282286404;3.649994;41.34;38.65
282296392;3.600006;41.27;38.72
282306384;3.5599976;41.26;38.73
282316380;3.4900055;41.19;38.8
282326360;3.4299927;41.15;38.84
282336372;3.3600006;41.1;38.89
282346356;3.2799988;41.05;38.94
282356356;3.1900024;40.98;39.01
282366348;3.100006;40.95;39.04
282376352;3.0;40.86;39.13
282386344;2.899994;40.8;39.19
282396316;2.7899933;40.76;39.23
282406324;2.6699982;40.66;39.33
282416308;2.550003;40.64;39.35
282426296;2.4400024;40.59;39.4
282436292;2.3200073;40.53;39.46
282446300;2.2100067;40.5;39.49
282456276;2.100006;40.46;39.53
282466288;1.9799957;40.4;39.59
282476276;1.8600006;40.36;39.63
282486272;1.7400055;40.29;39.7
282496248;1.6300049;40.29;39.7
282506248;1.5299988;40.26;39.73
282516256;1.4299927;40.25;39.74
282526236;1.3399963;40.21;39.78
282536216;1.25;40.22;39.77
282546228;1.1600037;40.17;39.82
282556228;1.0800018;40.15;39.84
282566228;1.0;40.13;39.86
282576224;0.9299927;40.14;39.85
282586204;0.8699951;40.15;39.84
282596192;0.80999756;40.14;39.85
282606204;0.7599945;40.1;39.89
282616188;0.69999695;40.1;39.89
282626176;0.6499939;40.09;39.9
282636172;0.6100006;40.1;39.89
282646180;0.5700073;40.11;39.88
282656152;0.55000305;40.14;39.85
282666136;0.5200043;40.1;39.89
282676144;0.5;40.14;39.85
282686140;0.47999573;40.11;39.88
282696136;0.4600067;40.13;39.86
282706128;0.4600067;40.17;39.82
282716116;0.4600067;40.17;39.82
282726108;0.44999695;40.15;39.84
282736108;0.44999695;40.18;39.81
282746088;0.44000244;40.17;39.82
282756104;0.44000244;40.18;39.81
282766076;0.44000244;40.16;39.83
282776080;0.44999695;40.22;39.77
282786056;0.4600067;40.2;39.79
282796064;0.47000122;40.21;39.78
282806052;0.47999573;40.24;39.75
282816052;0.5;40.25;39.74
282826028;0.5099945;40.24;39.75
282836012;0.5200043;40.24;39.75
282846008;0.5399933;40.28;39.71
282855992;0.55999756;40.3;39.69
282865988;0.58999634;40.33;39.66
282875976;0.6199951;40.35;39.64
282885980;0.6399994;40.33;39.66
282895960;0.66999817;40.37;39.62
282905948;0.7100067;40.39;39.6
282915940;0.7400055;40.39;39.6
282925944;0.7799988;40.46;39.53
282935936;0.80999756;40.41;39.58
282945912;0.8600006;40.5;39.49
282955908;0.8999939;40.5;39.49
282965900;0.9600067;40.58;39.41
282975900;1.0099945;40.58;39.41
282985912;1.0700073;40.6;39.39
282995884;1.1300049;40.67;39.32
283005884;1.1900024;40.66;39.33
283015864;1.25;40.71;39.28
283025856;1.3200073;40.74;39.25
283035832;1.3699951;40.75;39.24
283045844;1.4400024;40.8;39.19
283055824;1.5;40.8;39.19
283065808;1.5700073;40.87;39.12
283075800;1.6300049;40.85;39.14
283085784;1.699997;40.88;39.11
283095780;1.7599945;40.92;39.07
283105788;1.8099976;40.9;39.09
283115768;1.8800049;40.96;39.03
283125768;1.9400024;40.97;39.02
283135760;2.0;40.99;39.0
283145760;2.050003;41.01;38.98
283155756;2.1100006;41.02;38.97
283165740;2.1600037;41.04;38.95
283175740;2.2100067;41.04;38.95
283185728;2.2599945;41.09;38.9
283195708;2.3099976;41.08;38.91
283205708;2.3600006;41.13;38.86
283215700;2.4199982;41.14;38.85
283225700;2.4600067;41.14;38.85
283235664;2.5200043;41.19;38.8
283245672;2.5599976;41.17;38.82
283255644;2.6100006;41.21;38.78
283265660;2.649994;41.19;38.8
283275652;2.6900024;41.2;38.79
283285632;2.7200012;41.18;38.81
283295644;2.75;41.19;38.8
283305636;2.7700043;41.19;38.8
283315624;2.800003;41.2;38.79
283325612;2.8200073;41.2;38.79
283335604;2.8399963;41.2;38.79
283345600;2.850006;41.18;38.81
283355620;2.880005;41.23;38.76
283365596;2.8899994;41.19;38.8
283375568;2.9100037;41.24;38.75
283385576;2.9199982;41.21;38.78
283395564;2.9400024;41.21;38.78
283405576;2.949997;41.22;38.77
283415560;2.9600067;41.22;38.77
283425548;2.9700012;41.22;38.77
283435540;2.9700012;41.19;38.8
283445516;2.9799957;41.21;38.78
283455512;2.9600067;41.14;38.85
283465500;2.9600067;41.17;38.82
283475508;2.9400024;41.09;38.9
283485480;2.9199982;41.11;38.88
283495456;2.899994;41.08;38.91
283505464;2.869995;41.06;38.93
283515468;2.8399963;41.02;38.97
283525444;2.8099976;41.0;38.99
283535436;2.7599945;40.97;39.02
283545440;2.7200012;40.95;39.04
283555416;2.6900024;40.95;39.04
283565404;2.6399994;40.88;39.11
283575404;2.5899963;40.89;39.1
283585400;2.550003;40.86;39.13
283595400;2.5;40.84;39.15
283605388;2.449997;40.82;39.17
283615368;2.3899994;40.74;39.25
283625368;2.3300018;40.74;39.25
283635368;2.2700043;40.69;39.3
283645368;2.2100067;40.68;39.31
283655360;2.1399994;40.64;39.35
283665344;2.0700073;40.59;39.4
283675340;2.0;40.55;39.44
283685344;1.9199982;40.53;39.46
283695324;1.8500061;40.49;39.5
283705324;1.7799988;40.47;39.52
283715320;1.699997;40.43;39.56
283725296;1.6300049;40.4;39.59
283735292;1.5599976;40.38;39.61
283745292;1.4799957;40.34;39.65
283755276;1.3999939;40.3;39.69
283765288;1.3300018;40.28;39.71
283775260;1.25;40.25;39.74
283785276;1.1799927;40.23;39.76
283795252;1.1100006;40.21;39.78
283805248;1.0299988;40.15;39.84
283815248;0.9600067;40.14;39.85
283825216;0.8800049;40.08;39.91
283835236;0.80999756;40.09;39.9
283845212;0.7400055;40.04;39.95
283855204;0.6799927;40.07;39.92
283865208;0.6100006;40.01;39.98
283875196;0.5399933;39.98;40.01
283885196;0.47999573;39.98;40.01
283895180;0.41000366;39.95;40.04
283905172;0.3600006;39.95;40.04
283915164;0.30000305;39.94;40.05
283925556;0.2400055;39.9;40.09
283935136;0.19999695;39.91;40.08
283945124;0.1499939;39.9;40.09
283955112;0.1000061;39.87;40.12
283965128;0.05999756;39.9;40.09
283975128;0.020004272;39.88;40.11
283985108;-0.009994507;39.89;40.1
283995104;-0.039993286;39.85;40.14
284005096;-0.070007324;39.87;40.12
284015104;-0.1000061;39.86;40.13
284025088;-0.11999512;39.87;40.12
284035080;-0.13999939;39.87;40.12
284045052;-0.16000366;39.88;40.11
284055048;-0.17999268;39.85;40.14
284065044;-0.19000244;39.89;40.1
284075044;-0.19999695;39.87;40.12
284085024;-0.21000671;39.9;40.09
284095016;-0.21000671;39.89;40.1
284105012;-0.21000671;39.94;40.05
284115004;-0.21000671;39.91;40.08
284125008;-0.19999695;39.94;40.05
284135012;-0.19000244;39.97;40.02
284144976;-0.19000244;39.92;40.07
284154976;-0.16999817;39.99;40.0
284164976;-0.1499939;39.99;40.0
284174972;-0.13000488;40.01;39.98
284184960;-0.11000061;40.04;39.95
284194944;-0.08000183;40.04;39.95
284204948;-0.05000305;40.08;39.91
284214920;-0.020004272;40.08;39.91
284224916;0.009994507;40.12;39.87
284234928;0.05000305;40.16;39.83
284244920;0.08999634;40.17;39.82
284254896;0.13999939;40.21;39.78
284264884;0.19000244;40.24;39.75
284275256;0.2400055;40.25;39.74
284284852;0.30000305;40.31;39.68
284294864;0.3500061;40.33;39.66
284304868;0.41000366;40.34;39.65
284314868;0.47000122;40.39;39.6
284324856;0.5299988;40.41;39.58
284334824;0.6000061;40.48;39.51
284344812;0.66999817;40.49;39.5
284354796;0.7400055;40.51;39.48
284365208;0.80999756;40.57;39.42
284374800;0.8800049;40.59;39.4
284384820;0.9600067;40.64;39.35
284394788;1.0399933;40.66;39.33
284404788;1.1100006;40.68;39.31
284414748;1.1900024;40.76;39.23
284424764;1.2599945;40.72;39.27
284434748;1.3399963;40.82;39.17
284444756;1.4100037;40.8;39.19
284454732;1.5;40.87;39.12
284464732;1.5700073;40.86;39.13
284474716;1.6399994;40.88;39.11
284484732;1.7100067;40.91;39.08
284494712;1.7700043;40.92;39.07
284504692;1.8399963;40.96;39.03
284514692;1.8999939;40.97;39.02
284525100;1.9700012;41.01;38.98
284534684;2.0200043;40.99;39.0
284544656;2.0700073;40.98;39.01
284554664;2.119995;41.0;38.99
284564648;2.149994;40.96;39.03
284574652;2.1799927;40.99;39.0
284584632;2.199997;40.94;39.05
284594640;2.2200012;40.93;39.06
284604628;2.2200012;40.91;39.08
284614596;2.2100067;40.85;39.14
284624584;2.2100067;40.86;39.13
284634580;2.1799927;40.8;39.19
284644572;2.1600037;40.77;39.22
284654572;2.119995;40.73;39.26
284664576;2.0700073;40.67;39.32
284674576;2.0200043;40.62;39.37
284684540;1.949997;40.56;39.43
284694532;1.8899994;40.56;39.43
284704536;1.8200073;40.47;39.52
284714912;1.75;40.46;39.53
284724504;1.6699982;40.39;39.6
284734484;1.5800018;40.34;39.65
284744488;1.4600067;40.2;39.79
284754496;1.2799988;39.91;40.08
284764892;1.0099945;39.52;40.47
284774480;0.6199951;38.89;41.1
284784460;0.1000061;38.33;41.66
284794464;-0.47999573;37.84;42.15
284804444;-1.1699982;37.24;42.75
284814436;-1.9199982;36.73;43.26
284824436;-2.7400055;36.16;43.83
284834448;-3.6100006;35.65;44.34
284844424;-4.529999;35.11;44.88
284854392;-5.4799957;34.61;45.38
284864400;-6.449997;34.19;45.8
284874392;-7.3899994;33.91;46.08
284884388;-8.320007;33.57;46.42
284894376;-9.220001;33.32;46.67
284904372;-10.089996;33.04;46.95
284914348;-10.949997;32.75;47.24
284924356;-11.789993;32.49;47.5
284934340;-12.600006;32.26;47.73
284944332;-13.380005;32.04;47.95
284954340;-14.130005;31.86;48.13
284964348;-14.839996;31.67;48.32
284974320;-15.520004;31.54;48.45
284984328;-16.149994;31.45;48.54
284994308;-16.75;31.29;48.7
285004308;-17.309998;31.2;48.79
285014280;-17.839996;31.08;48.91
285024264;-18.330002;31.05;48.94
285034272;-18.779999;30.97;49.02
285044260;-19.199997;30.92;49.07
285054264;-19.580002;30.91;49.08
285064248;-19.899994;30.95;49.04
285074228;-20.190002;30.97;49.02
285084252;-20.419998;31.05;48.94
285094216;-20.619995;31.08;48.91
285104212;-20.779999;31.16;48.83
285114188;-20.880005;31.3;48.69
285124200;-20.949997;31.41;48.58
285134180;-20.970001;31.55;48.44
285144180;-20.929993;31.75;48.24
285154180;-20.839996;31.94;48.05
285164172;-20.699997;32.17;47.82
285174152;-20.520004;32.41;47.58
285184160;-20.289993;32.63;47.36
285194160;-20.020004;32.91;47.08
285204132;-19.699997;33.19;46.8
285214120;-19.320007;33.53;46.46
285224108;-18.899994;33.82;46.17
285234108;-18.449997;34.12;45.87
285244100;-17.949997;34.49;45.5
285254096;-17.410004;34.83;45.16
285264092;-16.839996;35.18;44.81
285274080;-16.220001;35.58;44.41
285284100;-15.580002;35.89;44.1
285294084;-14.889999;36.33;43.66
285304060;-14.179993;36.69;43.3
285314068;-13.440002;37.1;42.89
285324036;-12.669998;37.49;42.5
285334052;-11.880005;37.87;42.12
285344024;-11.070007;38.28;41.71
285354024;-10.229996;38.71;41.28
285364044;-9.369995;39.1;40.89
285374036;-8.5;39.52;40.47
285384000;-7.600006;39.95;40.04
285394004;-6.6900024;40.34;39.65
285404008;-5.7700043;40.76;39.23
285414000;-4.8399963;41.18;38.81
285423996;-3.899994;41.57;38.42
285433968;-2.949997;41.99;38.0
285443968;-1.9700012;42.47;37.52
285453968;-0.9900055;42.88;37.11
285463968;-0.020004272;43.23;36.76
285473940;0.9600067;43.65;36.34
285483924;1.9299927;44.01;35.98
285493908;2.899994;44.4;35.59
285503920;3.869995;44.76;35.23
285513900;4.8200073;45.11;34.88
285523920;5.7599945;45.44;34.55
285534284;6.7100067;45.72;34.27
285543908;7.649994;46.3;33.69
285553884;8.559998;46.48;33.51
285563872;9.460007;46.77;33.22
285573868;10.330002;47.05;32.94
285583864;11.179993;47.31;32.68
285593852;12.020004;47.58;32.41
285603836;12.820007;47.79;32.2
285613820;13.600006;48.05;31.94
285623836;14.339996;48.2;31.79
285633824;15.050003;48.41;31.58
285643816;15.75;48.6;31.39
285653796;16.399994;48.74;31.25
285663784;17.009995;48.84;31.15
285673800;17.589996;48.97;31.02
285684188;18.130005;48.98;31.01
285693784;18.619995;49.14;30.85
285703756;19.080002;49.17;30.83
285714148;19.479996;49.09;30.9
285723756;19.839996;49.18;30.81
285733748;20.160004;49.13;30.86
285743752;20.429993;49.07;30.92
285753736;20.660004;49.0;30.99
285763720;20.830002;48.92;31.07
285773696;20.949997;48.78;31.21
285783684;21.020004;48.64;31.35
285793692;21.050003;48.5;31.49
285803660;21.020004;48.31;31.68
285813664;20.940002;48.12;31.87
285823628;20.820007;47.92;32.07
285833632;20.64;47.65;32.34
285843612;20.419998;47.43;32.56
285853620;20.149994;47.15;32.84
285863600;19.830002;46.85;33.14
285873596;19.460007;46.56;33.43
285883592;19.059998;46.27;33.72
285893584;18.61;45.95;34.04
285903592;18.119995;45.61;34.38
285913596;17.570007;45.2;34.79
285923572;16.990005;44.86;35.13
285933552;16.380005;44.49;35.5
285943560;15.720001;44.1;35.89
285953544;15.039993;43.73;36.26
285963544;14.320007;43.33;36.66
285973536;13.550003;42.85;37.14
285983516;12.770004;42.48;37.51
285993528;11.940002;42.04;37.95
286003512;11.110001;41.65;38.34
286013496;10.25;41.22;38.77
286023500;9.360001;40.8;39.19
286033508;8.460007;40.36;39.63
286043492;7.529999;39.91;40.08
286053468;6.580002;39.45;40.54
286063468;5.6100006;39.01;40.98
286073444;4.630005;38.58;41.41
286083460;3.630005;38.1;41.89
286093420;2.6100006;37.66;42.33
286103424;1.6100006;37.28;42.71
286113436;0.6100006;36.93;43.06
286123420;-0.3999939;36.47;43.52
286133400;-1.4100037;36.05;43.94
286143408;-2.4299927;35.64;44.35
286153388;-3.4400024;35.25;44.74
286163384;-4.4400024;34.88;45.11
286173368;-5.4299927;34.51;45.48
286183352;-6.399994;34.21;45.78
286193356;-7.3399963;33.93;46.06
286203360;-8.270004;33.57;46.42
286213336;-9.199997;33.21;46.78
286223344;-10.119995;32.88;47.11
286233332;-11.0;32.66;47.33
286243316;-11.869995;32.36;47.63
286253304;-12.710007;32.11;47.88
286263292;-13.539993;31.83;48.16
286273300;-14.320007;31.66;48.33
286283308;-15.080002;31.45;48.54
286293296;-15.800003;31.27;48.72
286303276;-16.479996;31.11;48.88
286313272;-17.119995;31.01;48.98
286323256;-17.729996;30.89;49.1
286333252;-18.300003;30.77;49.22
286343232;-18.809998;30.77;49.22
286353228;-19.289993;30.67;49.32
286363240;-19.720001;30.67;49.32
286373216;-20.11;30.66;49.33
286383208;-20.449997;30.69;49.3
286393192;-20.740005;30.73;49.26
286403580;-20.970001;30.87;49.12
286413200;-21.14;30.93;49.06
286423176;-21.270004;31.04;48.95
286433200;-21.350006;31.2;48.79
286443180;-21.380005;31.34;48.65
286453152;-21.36;31.54;48.45
286463168;-21.289993;31.72;48.27
286473132;-21.169998;31.93;48.06
286483132;-20.990005;32.2;47.79
286493120;-20.759995;32.45;47.54
286503104;-20.479996;32.74;47.25
286513096;-20.169998;32.98;47.01
286523100;-19.800003;33.3;46.69
286533084;-19.399994;33.56;46.43
286543088;-18.949997;33.91;46.08
286553068;-18.470001;34.21;45.78
286563064;-17.949997;34.56;45.43
286573060;-17.399994;34.87;45.12
286583056;-16.800003;35.27;44.72
286593036;-16.190002;35.58;44.41
286603056;-15.5099945;36.03;43.96
286613056;-14.820007;36.38;43.61
286623036;-14.100006;36.77;43.22
286633008;-13.339996;37.19;42.8
286643028;-12.559998;37.58;42.41
286653024;-11.7400055;38.02;41.97
286662992;-10.910004;38.43;41.56
286672996;-10.039993;38.86;41.13
286682984;-9.169998;39.25;40.74
286692988;-8.270004;39.67;40.32
286702972;-7.3600006;40.1;39.89
286712956;-6.419998;40.57;39.42
286722948;-5.4799957;40.94;39.05
286732948;-4.5399933;41.33;38.66
286742940;-3.5800018;41.74;38.25
286752920;-2.630005;42.14;37.85
286762912;-1.6799927;42.49;37.5
286772912;-0.7200012;42.88;37.11
286782908;0.22999573;43.26;36.73
286792900;1.1900024;43.67;36.32
286802876;2.1399994;44.05;35.94
286812864;3.0899963;44.39;35.6
286822876;4.029999;44.75;35.24
286832852;4.9799957;45.14;34.85
286842848;5.8899994;45.4;34.59
286852860;6.7899933;45.71;34.28
286862884;7.669998;46.0;33.99
286872856;8.539993;46.31;33.68
286882848;9.380005;46.57;33.42
286892824;10.210007;46.87;33.12
286902824;11.020004;47.1;32.89
286912812;11.789993;47.29;32.7
286922800;12.550003;47.54;32.45
286933208;13.270004;47.61;32.38
286942772;13.960007;48.0;31.99
286952784;14.610001;48.0;31.99
286962776;15.229996;48.18;31.81
286972764;15.830002;48.32;31.67
286982764;16.380005;48.38;31.61
286992736;16.899994;48.5;31.49
287002736;17.380005;48.53;31.46
287012728;17.830002;48.64;31.35
287022736;18.229996;48.62;31.37
287032720;18.580002;48.6;31.39
287042700;18.89;48.59;31.4
287052716;19.169998;48.57;31.42
287062696;19.380005;48.48;31.51
287072688;19.570007;48.46;31.53
287082688;19.699997;48.31;31.68
287092668;19.789993;48.2;31.79
287102656;19.830002;48.07;31.92
287112648;19.820007;47.89;32.1
287122632;19.770004;47.74;32.25
287132612;19.669998;47.54;32.45
287142608;19.529999;47.32;32.67
287152592;19.339996;47.11;32.88
287162584;19.11;46.88;33.11
287172576;18.839996;46.62;33.37
287182584;18.520004;46.35;33.64
287192572;18.160004;46.07;33.92
287202556;17.770004;45.79;34.2
287212564;17.330002;45.46;34.53
287222556;16.850006;45.13;34.86
287232568;16.339996;44.83;35.16
287242548;15.789993;44.5;35.49
287252532;15.220001;44.17;35.82
287262524;14.619995;43.85;36.14
287272520;13.979996;43.45;36.54
287282524;13.320007;43.14;36.85
287292492;12.639999;42.77;37.22
287302500;11.919998;42.38;37.61
287312496;11.179993;42.01;37.98
287322484;10.429993;41.66;38.33
287332476;9.649994;41.25;38.74
287342476;8.850006;40.89;39.1
287352472;8.050003;40.54;39.45
287362476;7.2299957;40.16;39.83
287372452;6.399994;39.79;40.2
287382444;5.5700073;39.43;40.56
287392416;4.720001;39.06;40.93
287402424;3.8899994;38.78;41.21
287412400;3.0399933;38.39;41.6
287422392;2.1900024;38.03;41.96
287432404;1.3200073;37.64;42.35
287442416;0.47000122;37.34;42.65
287452380;-0.3899994;36.98;43.01
287462368;-1.2200012;36.72;43.27
287472368;-2.0599976;36.36;43.63
287482356;-2.899994;36.06;43.93
287492340;-3.7200012;35.75;44.24
287502332;-4.529999;35.48;44.51
287512332;-5.330002;35.21;44.78
287522324;-6.119995;34.92;45.07
287532300;-6.880005;34.7;45.29
287542300;-7.619995;34.47;45.52
287552296;-8.350006;34.24;45.75
287562304;-9.050003;34.02;45.97
287572276;-9.75;33.78;46.21
287582280;-10.419998;33.59;46.4
287592276;-11.059998;33.43;46.56
287602268;-11.669998;33.28;46.71
287612248;-12.279999;33.08;46.91
287622248;-12.839996;32.97;47.02
287632232;-13.360001;32.94;47.05
287642220;-13.850006;32.81;47.18
287652232;-14.300003;32.77;47.22
287662220;-14.720001;32.73;47.26
287672232;-15.100006;32.68;47.31
287682208;-15.449997;32.66;47.33
287692208;-15.7400055;32.73;47.26
287702180;-16.0;32.73;47.26
287712184;-16.220001;32.77;47.22
287722168;-16.399994;32.84;47.15
287732164;-16.529999;32.94;47.05
287742140;-16.64;32.99;47.0
287752144;-16.699997;33.09;46.9
287762136;-16.710007;33.28;46.71
287772136;-16.690002;33.38;46.61
287782112;-16.619995;33.6;46.39
287792116;-16.5;33.77;46.22
287802096;-16.36;33.92;46.07
287812100;-16.190002;34.11;45.88
287822100;-15.960007;34.37;45.62
287832080;-15.690002;34.61;45.38
287842068;-15.389999;34.85;45.14
287852076;-15.039993;35.13;44.86
287862056;-14.669998;35.4;44.59
287872052;-14.2599945;35.65;44.34
287882040;-13.809998;35.95;44.04
287892044;-13.330002;36.27;43.72
287902032;-12.820007;36.57;43.42
287912028;-12.270004;36.91;43.08
287922028;-11.699997;37.24;42.75
287932040;-11.100006;37.55;42.44
287942024;-10.460007;37.94;42.05
287951980;-9.800003;38.28;41.71
287961976;-9.130005;38.6;41.39
287971984;-8.419998;38.98;41.01
287981980;-7.699997;39.32;40.67
287991968;-6.9600067;39.67;40.32
288001960;-6.220001;40.01;39.98
288011952;-5.4299927;40.43;39.56
288021952;-4.649994;40.77;39.22
288031940;-3.8300018;41.17;38.82
288041920;-3.0099945;41.54;38.45
288051920;-2.1799927;41.89;38.1
288061916;-1.3399963;42.26;37.73
288071912;-0.4900055;42.63;37.36
288081924;0.3600006;42.99;37.0
288091900;1.2100067;43.31;36.68
288101872;2.050003;43.63;36.36
288111848;2.899994;43.98;36.01
288121848;3.7400055;44.31;35.68
288131844;4.5899963;44.68;35.31
288141868;5.4299927;44.95;35.04
288151836;6.25;45.22;34.77
288161824;7.0599976;45.52;34.47
288171824;7.8600006;45.83;34.16
288181824;8.660004;46.11;33.88
288191816;9.429993;46.34;33.65
288201792;10.179993;46.6;33.39
288211800;10.910004;46.78;33.21
288221796;11.619995;46.99;33.0
288231788;12.289993;47.17;32.82
288241772;12.940002;47.35;32.64
288251764;13.570007;47.52;32.47
288261776;14.160004;47.61;32.38
288271768;14.729996;47.79;32.2
288281744;15.2599945;47.87;32.12
288291724;15.770004;48.0;31.99
288301712;16.229996;48.05;31.94
288311716;16.669998;48.13;31.86
288321700;17.070007;48.13;31.86
288331708;17.419998;48.15;31.84
288341684;17.759995;48.22;31.77
288351688;18.050003;48.21;31.78
288361672;18.309998;48.17;31.82
288371692;18.520004;48.12;31.87
288381684;18.690002;48.02;31.97
288391660;18.820007;47.96;32.03
288401656;18.910004;47.85;32.14
288411640;18.960007;47.74;32.25
288421636;18.970001;47.62;32.37
288431628;18.929993;47.46;32.53
288441596;18.850006;47.26;32.73
288451596;18.729996;47.1;32.89
288461568;18.570007;46.87;33.12
288471588;18.36;46.66;33.33
288481556;18.119995;46.44;33.55
288491556;17.839996;46.19;33.8
288501556;17.509995;45.92;34.07
288511544;17.160004;45.66;34.33
288521536;16.759995;45.37;34.62
288531524;16.330002;45.09;34.9
288541548;15.860001;44.8;35.19
288551536;15.350006;44.44;35.55
288561516;14.820007;44.16;35.83
288571504;14.270004;43.84;36.15
288581484;13.669998;43.47;36.52
288591484;13.050003;43.15;36.84
288601480;12.399994;42.81;37.18
288611472;11.720001;42.38;37.61
288621452;11.0099945;42.06;37.93
288631464;10.289993;41.71;38.28
