t (s);roll (deg);TL (%);TR (%)
46451320;0.2899933;40.28;39.71
46461304;0.3500061;40.33;39.66
46471304;0.3899994;40.33;39.66
46481300;0.44000244;40.35;39.64
46491296;0.5;40.39;39.6
46501292;0.5399933;40.37;39.62
46511280;0.58999634;40.43;39.56
46521268;0.6300049;40.41;39.58
46531264;0.6799927;40.44;39.55
46541268;0.7299957;40.48;39.51
46551240;0.7799988;40.5;39.49
46561264;0.8200073;40.5;39.49
46571264;0.8600006;40.52;39.47
46581236;0.8999939;40.52;39.47
46591220;0.94000244;40.54;39.45
46601232;0.9799957;40.54;39.45
46611216;1.0099945;40.55;39.44
46621204;1.050003;40.56;39.43
46631200;1.0700073;40.53;39.46
46641176;1.1000061;40.57;39.42
46651164;1.1199951;40.55;39.44
46661196;1.1399994;40.56;39.43
46671176;1.1499939;40.55;39.44
46681168;1.1699982;40.55;39.44
46691168;1.1799927;40.56;39.43
46701148;1.1799927;40.51;39.48
46711128;1.1900024;40.55;39.44
46721108;1.199997;40.55;39.44
46731120;1.199997;40.53;39.46
46741120;1.199997;40.52;39.47
46751104;1.2100067;40.53;39.46
46761084;1.2100067;40.52;39.47
46771064;1.199997;40.48;39.51
46781068;1.1900024;40.49;39.5
46791068;1.1799927;40.46;39.53
46801048;1.1499939;40.4;39.59
46811060;1.1300049;40.44;39.55
46821024;1.1000061;40.37;39.62
46831028;1.0800018;40.39;39.6
46841008;1.0599976;40.39;39.6
46851008;1.0299988;40.35;39.64
46860996;1.0099945;40.34;39.65
46871004;0.9700012;40.28;39.71
46880988;0.9299927;40.29;39.7
46890980;0.8899994;40.25;39.74
46900980;0.8600006;40.24;39.75
46910992;0.80999756;40.19;39.8
46920968;0.7299957;40.05;39.94
46930928;0.5700073;39.69;40.3
46940900;0.27000427;39.11;40.88
46950912;-0.21000671;38.32;41.67
46960932;-0.8699951;37.45;42.54
46970904;-1.6699982;36.59;43.4
46980876;-2.6100006;35.7;44.29
46990880;-3.649994;34.95;45.04
47000856;-4.7599945;34.24;45.75
47010836;-5.8600006;33.77;46.22
47020828;-6.9799957;33.25;46.74
47030844;-8.100006;32.77;47.22
47040840;-9.190002;32.38;47.61
47050820;-10.2400055;32.06;47.93
47060852;-11.279999;31.66;48.33
47070832;-12.25;31.45;48.54
47080816;-13.190002;31.14;48.85
47090816;-14.089996;30.88;49.11
47100812;-14.979996;30.55;49.44
47110796;-15.830002;30.29;49.7
47120792;-16.649994;30.05;49.94
47130792;-17.440002;29.82;50.17
47140760;-18.169998;29.65;50.34
47150752;-18.869995;29.49;50.5
47160748;-19.539993;29.3;50.69
47170740;-20.14;29.27;50.72
47180724;-20.679993;29.23;50.76
47190716;-21.160004;29.21;50.78
47200716;-21.619995;29.11;50.88
47210692;-22.029999;29.09;50.9
47220696;-22.380005;29.13;50.86
47230692;-22.669998;29.19;50.8
47240696;-22.910004;29.29;50.7
47250684;-23.089996;29.39;50.6
47260668;-23.199997;29.57;50.42
47270672;-23.25;29.74;50.25
47280656;-23.259995;29.9;50.09
47290648;-23.199997;30.13;49.86
47300632;-23.11;30.3;49.69
47310624;-22.960007;30.54;49.45
47320624;-22.740005;30.85;49.14
47330616;-22.479996;31.13;48.86
47340600;-22.169998;31.44;48.55
47350596;-21.800003;31.79;48.2
47360592;-21.380005;32.12;47.87
47370580;-20.910004;32.49;47.5
47380576;-20.410004;32.85;47.14
47390576;-19.839996;33.27;46.72
47400568;-19.240005;33.68;46.31
47410544;-18.580002;34.13;45.86
47420540;-17.89;34.57;45.42
47430548;-17.160004;35.0;44.99
47440548;-16.36;35.55;44.44
47450548;-15.550003;35.99;44.0
47460524;-14.690002;36.5;43.49
47470524;-13.800003;36.99;43.0
47480508;-12.880005;37.47;42.52
47490516;-11.910004;38.06;41.93
47500496;-10.929993;38.55;41.44
47510468;-9.919998;39.07;40.92
47520472;-8.880005;39.61;40.38
47530480;-7.8200073;40.13;39.86
47540452;-6.75;40.65;39.34
47550452;-5.6600037;41.18;38.81
47560440;-4.5599976;41.71;38.28
47570428;-3.4400024;42.24;37.75
47580812;-2.3200073;42.57;37.42
47590444;-1.2100067;43.35;36.64
47600428;-0.070007324;43.74;36.25
47610428;1.0700073;44.28;35.71
47620396;2.2100067;44.77;35.22
47630388;3.3399963;45.22;34.77
47640384;4.4799957;45.73;34.26
47650376;5.6100006;46.2;33.79
47660364;6.7299957;46.64;33.35
47670364;7.8200073;47.03;32.96
47680380;8.880005;47.37;32.62
47690360;9.929993;47.82;32.17
47700348;10.970001;48.22;31.77
47710328;11.9900055;48.59;31.4
47720308;12.979996;48.93;31.06
47730308;13.940002;49.24;30.75
47740320;14.869995;49.52;30.47
47750300;15.770004;49.83;30.16
47760292;16.630005;50.08;29.91
47770268;17.449997;50.29;29.7
47780284;18.220001;50.49;29.5
47790260;18.960007;50.67;29.32
47800260;19.660004;50.84;29.15
47810268;20.300003;50.94;29.05
47820244;20.899994;51.05;28.94
47830216;21.449997;51.12;28.87
47840216;21.940002;51.14;28.85
47850196;22.380005;51.17;28.82
47860216;22.770004;51.15;28.84
47870200;23.089996;51.08;28.91
47880200;23.36;51.03;28.96
47890196;23.570007;50.92;29.07
47900192;23.720001;50.77;29.22
47910164;23.800003;50.58;29.41
47920148;23.830002;50.4;29.59
47930144;23.789993;50.19;29.8
47940132;23.679993;49.91;30.08
47950124;23.509995;49.62;30.37
47960116;23.279999;49.32;30.67
47970104;22.990005;48.98;31.01
47980104;22.64;48.65;31.34
47990096;22.240005;48.29;31.7
48000072;21.779999;47.9;32.09
48010084;21.279999;47.55;32.44
48020080;20.729996;47.15;32.84
48030068;20.11;46.65;33.34
48040064;19.449997;46.22;33.77
48050060;18.740005;45.74;34.25
48060056;17.990005;45.29;34.7
48070044;17.199997;44.83;35.16
48080024;16.350006;44.22;35.77
48090040;15.460007;43.75;36.24
48100036;14.529999;43.18;36.81
48110020;13.559998;42.65;37.34
48119996;12.559998;42.08;37.91
48129988;11.529999;41.54;38.45
48139992;10.470001;41.02;38.97
48149984;9.369995;40.4;39.59
48159972;8.25;39.85;40.14
48169956;7.100006;39.21;40.78
48179956;5.9299927;38.66;41.33
48189936;4.7599945;38.17;41.82
48199940;3.5599976;37.53;42.46
48209936;2.3399963;36.96;43.03
48219936;1.1399994;36.48;43.51
48229948;-0.070007324;35.94;44.05
48239928;-1.2799988;35.38;44.61
48249888;-2.4900055;34.88;45.11
48259900;-3.7100067;34.35;45.64
48269880;-4.919998;33.81;46.18
48279872;-6.100006;33.41;46.58
48289872;-7.2899933;32.89;47.1
48299872;-8.440002;32.49;47.5
48309864;-9.580002;32.03;47.96
48319856;-10.729996;31.54;48.45
48329844;-11.839996;31.15;48.84
48339832;-12.919998;30.79;49.2
48349820;-13.979996;30.41;49.58
48359828;-15.0;30.09;49.9
48369804;-16.009995;29.69;50.3
48379804;-16.979996;29.41;50.58
48389788;-17.89;29.2;50.79
48399780;-18.75;29.01;50.98
48409776;-19.559998;28.8;51.19
48419780;-20.330002;28.63;51.36
48429756;-21.059998;28.43;51.56
48439748;-21.729996;28.37;51.62
48449732;-22.339996;28.26;51.73
48459724;-22.899994;28.22;51.77
48469712;-23.39;28.21;51.78
48479708;-23.839996;28.19;51.8
48489712;-24.210007;28.25;51.74
48500112;-24.529999;28.34;51.65
48509688;-24.800003;28.31;51.68
48519684;-25.009995;28.48;51.51
48529680;-25.149994;28.62;51.37
48539704;-25.220001;28.83;51.16
48549696;-25.229996;29.05;50.94
48559680;-25.179993;29.26;50.73
48569648;-25.059998;29.53;50.46
48579632;-24.89;29.79;50.2
48589640;-24.649994;30.09;49.9
48599620;-24.36;30.42;49.57
48609604;-24.0;30.79;49.2
48619596;-23.589996;31.14;48.85
48629604;-23.14;31.49;48.5
48639592;-22.619995;31.91;48.08
48649584;-22.059998;32.33;47.66
48659572;-21.440002;32.75;47.24
48669584;-20.789993;33.18;46.81
48679572;-20.070007;33.69;46.3
48689576;-19.309998;34.14;45.85
48699556;-18.509995;34.67;45.32
48709552;-17.649994;35.19;44.8
48719544;-16.759995;35.7;44.29
48729548;-15.830002;36.26;43.73
48739536;-14.860001;36.78;43.21
48749508;-13.850006;37.38;42.61
48759508;-12.820007;37.87;42.12
48769512;-11.7599945;38.43;41.56
48779508;-10.679993;38.98;41.01
48789872;-9.559998;39.45;40.54
48799488;-8.429993;40.27;39.72
48809480;-7.2700043;40.7;39.29
48819448;-6.1100006;41.26;38.73
48829456;-4.919998;41.81;38.18
48839436;-3.7299957;42.35;37.64
48849432;-2.5299988;42.93;37.06
48859440;-1.3200073;43.45;36.54
48869424;-0.11999512;43.96;36.03
48879432;1.1000061;44.53;35.46
48889412;2.3200073;45.08;34.91
48899392;3.5299988;45.58;34.41
48909388;4.7400055;46.06;33.93
48919388;5.9299927;46.54;33.45
48929384;7.119995;47.05;32.94
48939376;8.300003;47.53;32.46
48949396;9.440002;47.9;32.09
48959356;10.559998;48.31;31.68
48969356;11.669998;48.74;31.25
48979352;12.7400055;49.1;30.89
48989332;13.779999;49.45;30.54
48999328;14.789993;49.78;30.21
49009320;15.770004;50.11;29.88
49019324;16.720001;50.4;29.59
49029320;17.64;50.69;29.3
49039292;18.490005;50.85;29.14
49049292;19.320007;51.13;28.86
49059312;20.100006;51.31;28.68
49069268;20.830002;51.48;28.51
49079660;21.509995;51.5;28.49
49089280;22.149994;51.8;28.19
49099256;22.720001;51.76;28.23
49109228;23.240005;51.82;28.17
49119248;23.710007;51.84;28.15
49129224;24.11;51.77;28.22
49139236;24.429993;51.66;28.33
49149204;24.619995;51.31;28.68
49159188;24.600006;50.58;29.41
49169172;24.399994;49.89;30.1
49179172;24.089996;49.41;30.58
49189168;23.720001;49.06;30.93
49199140;23.289993;48.63;31.36
49209144;22.779999;48.16;31.83
49219144;22.210007;47.75;32.24
49229128;21.61;47.34;32.65
49239124;20.960007;46.9;33.09
49249144;20.259995;46.46;33.53
49259124;19.529999;46.04;33.95
49269104;18.759995;45.55;34.44
49279096;17.960007;45.11;34.88
49289084;17.100006;44.54;35.45
49299084;16.190002;43.96;36.03
49309088;15.220001;43.37;36.62
49319080;14.210007;42.78;37.21
49329068;13.160004;42.18;37.81
49339052;12.100006;41.71;38.28
49349052;11.0;41.1;38.89
49359036;9.880005;40.54;39.45
49369036;8.729996;39.95;40.04
49379024;7.5599976;39.36;40.63
49389008;6.350006;38.72;41.27
49399004;5.1100006;38.08;41.91
49408992;3.880005;37.55;42.44
49419012;2.619995;36.96;43.03
49429008;1.3600006;36.36;43.63
49438976;0.1000061;35.84;44.15
49448980;-1.1600037;35.31;44.68
49458960;-2.3899994;34.83;45.16
49468960;-3.619995;34.33;45.66
49478940;-4.8600006;33.75;46.24
49488928;-6.080002;33.28;46.71
49498944;-7.3099976;32.76;47.23
49508924;-8.5099945;32.3;47.69
49518924;-9.679993;31.91;48.08
49528896;-10.830002;31.45;48.54
49538912;-11.960007;31.06;48.93
49548900;-13.059998;30.67;49.32
49558884;-14.110001;30.36;49.63
49568880;-15.130005;30.05;49.94
49578868;-16.119995;29.7;50.29
49588860;-17.089996;29.35;50.64
49598856;-18.020004;29.09;50.9
49608832;-18.910004;28.84;51.15
49618836;-19.740005;28.66;51.33
49628824;-20.520004;28.5;51.49
49638820;-21.259995;28.34;51.65
49648796;-21.940002;28.22;51.77
49658808;-22.550003;28.19;51.8
49668784;-23.11;28.09;51.9
49678788;-23.630005;28.06;51.93
49688764;-24.070007;28.09;51.9
49698768;-24.460007;28.11;51.88
49708780;-24.779999;28.17;51.82
49718760;-25.039993;28.3;51.69
49728756;-25.229996;28.42;51.57
49738740;-25.350006;28.6;51.39
49748744;-25.429993;28.73;51.26
49758748;-25.429993;28.96;51.03
49768740;-25.380005;29.19;50.8
49778700;-25.25;29.47;50.52
49789088;-25.070007;29.71;50.28
49798692;-24.830002;30.08;49.91
49809072;-24.539993;30.31;49.68
49818664;-24.169998;30.79;49.2
49828656;-23.759995;31.07;48.92
49838656;-23.289993;31.47;48.52
49848656;-22.770004;31.88;48.11
49858636;-22.190002;32.32;47.67
49868648;-21.550003;32.77;47.22
49878644;-20.869995;33.23;46.76
49888656;-20.149994;33.66;46.33
49898616;-19.380005;34.2;45.79
49908624;-18.570007;34.66;45.33
49918612;-17.699997;35.22;44.77
49928600;-16.800003;35.72;44.27
49938600;-15.850006;36.27;43.72
49948604;-14.860001;36.87;43.12
49958588;-13.839996;37.4;42.59
49968584;-12.789993;37.98;42.01
49978568;-11.699997;38.55;41.44
49988560;-10.570007;39.2;40.79
49998540;-9.429993;39.73;40.26
50008548;-8.2599945;40.31;39.68
50018524;-7.0599976;40.94;39.05
50028516;-5.850006;41.51;38.48
50038512;-4.6100006;42.14;37.85
50048492;-3.369995;42.69;37.3
50058504;-2.1100006;43.25;36.74
50068516;-0.8600006;43.81;36.18
50078488;0.41000366;44.42;35.57
50088868;1.6799927;44.8;35.19
50098452;2.949997;45.69;34.3
50108448;4.2100067;46.02;33.97
50118440;5.470001;46.57;33.42
50128448;6.699997;47.0;32.99
50138444;7.919998;47.49;32.5
50148424;9.110001;47.93;32.06
50158436;10.300003;48.39;31.6
50168428;11.449997;48.82;31.17
50178400;12.580002;49.24;30.75
50188404;13.710007;49.67;30.32
50198424;14.7599945;49.89;30.1
50208400;15.809998;50.38;29.61
50218404;16.800003;50.58;29.41
50228372;17.770004;50.94;29.05
50238380;18.679993;51.13;28.86
50248360;19.570007;51.43;28.56
50258360;20.399994;51.62;28.37
50268344;21.179993;51.76;28.23
50278344;21.910004;51.92;28.07
50288332;22.600006;52.09;27.9
50298324;23.220001;52.13;27.86
50308312;23.789993;52.2;27.79
50318288;24.300003;52.24;27.75
50328692;24.669998;51.9;28.09
50338268;24.759995;51.02;28.97
50348264;24.470001;49.66;30.33
50358244;24.080002;49.12;30.87
50368248;23.61;48.65;31.34
50378236;23.089996;48.29;31.7
50388220;22.5;47.77;32.22
50398232;21.820007;47.19;32.8
50408228;21.059998;46.6;33.39
50418220;20.25;46.05;33.94
50428196;19.410004;45.59;34.4
50438204;18.529999;45.12;34.87
50448204;17.64;44.66;35.33
50458192;16.75;44.27;35.72
50468180;15.800003;43.68;36.31
50478168;14.800003;43.08;36.91
50488164;13.770004;42.52;37.47
50498160;12.660004;41.8;38.19
50508532;11.529999;41.34;38.65
50518144;10.369995;40.48;39.51
50528148;9.190002;40.06;39.93
50538140;7.9900055;39.47;40.52
50548100;6.8200073;39.01;40.98
50558100;5.630005;38.48;41.51
50568104;4.4100037;37.87;42.12
50578100;3.199997;37.35;42.64
50588084;1.9600067;36.7;43.29
50598072;0.7100067;36.12;43.87
50608068;-0.5700073;35.5;44.49
50618072;-1.8500061;34.92;45.07
50628048;-3.1100006;34.42;45.57
50638040;-4.350006;33.99;46.0
50648024;-5.5700073;33.53;46.46
50658024;-6.7599945;33.08;46.91
50668036;-7.9400024;32.62;47.37
50678016;-9.130005;32.07;47.92
50688008;-10.309998;31.59;48.4
50697992;-11.4900055;31.09;48.9
50708000;-12.630005;30.73;49.26
50717980;-13.729996;30.37;49.62
50727980;-14.789993;30.06;49.93
50737972;-15.820007;29.69;50.3
50747952;-16.809998;29.43;50.56
50757948;-17.740005;29.19;50.8
50767924;-18.64;28.92;51.07
50777932;-19.5;28.67;51.32
50787924;-20.309998;28.52;51.47
50797912;-21.070007;28.34;51.65
50807904;-21.779999;28.19;51.8
50817892;-22.419998;28.14;51.85
50827888;-23.009995;28.05;51.94
50837900;-23.539993;28.05;51.94
50847876;-23.990005;28.09;51.9
50857864;-24.380005;28.11;51.88
50867860;-24.720001;28.16;51.83
50877840;-25.009995;28.2;51.79
50887844;-25.229996;28.31;51.68
50897836;-25.399994;28.43;51.56
50907832;-25.5;28.62;51.37
50917844;-25.529999;28.85;51.14
50927840;-25.490005;29.09;50.9
50938216;-25.380005;29.34;50.65
50947800;-25.220001;29.64;50.35
50957804;-24.990005;29.93;50.06
50967776;-24.710007;30.22;49.77
50977772;-24.369995;30.57;49.42
50987768;-23.979996;30.91;49.08
50997764;-23.520004;31.33;48.66
51007748;-23.009995;31.72;48.27
51017736;-22.460007;32.11;47.88
51027728;-21.850006;32.58;47.41
51037736;-21.179993;33.06;46.93
51047740;-20.460007;33.51;46.48
51057724;-19.699997;34.01;45.98
51067728;-18.89;34.51;45.48
51077708;-18.020004;35.08;44.91
51087700;-17.119995;35.58;44.41
51097712;-16.179993;36.11;43.88
51107696;-15.210007;36.67;43.32
51117684;-14.210007;37.17;42.82
51127668;-13.149994;37.84;42.15
51137668;-12.070007;38.36;41.63
51147660;-10.970001;38.93;41.06
51157648;-9.830002;39.52;40.47
51167640;-8.669998;40.12;39.87
51177632;-7.4900055;40.69;39.3
51187620;-6.300003;41.24;38.75
51197616;-5.0700073;41.9;38.09
51207632;-3.8300018;42.45;37.54
51217588;-2.6100006;42.97;37.02
51228004;-1.3399963;43.46;36.53
51237604;-0.1000061;44.28;35.71
51247600;1.1300049;44.58;35.41
51257564;2.369995;45.16;34.83
51267576;3.6100006;45.7;34.29
51277544;4.850006;46.25;33.74
51287552;6.080002;46.72;33.27
51297528;7.2899933;47.22;32.77
51307536;8.5;47.7;32.29
51317524;9.679993;48.12;31.87
51327528;10.839996;48.56;31.43
51337500;11.970001;48.98;31.01
51347504;13.070007;49.3;30.69
51357520;14.169998;49.8;30.19
51367512;15.190002;50.01;29.98
51377484;16.190002;50.36;29.63
51387468;17.160004;50.67;29.32
51397468;18.100006;50.96;29.03
51407476;18.990005;51.21;28.78
51417476;19.839996;51.4;28.59
51427452;20.64;51.63;28.36
51437432;21.39;51.79;28.2
51447428;22.080002;51.87;28.12
51457416;22.720001;51.98;28.01
51467400;23.309998;52.05;27.94
51477392;23.839996;52.08;27.91
51487396;24.289993;52.05;27.94
51497404;24.630005;51.79;28.2
51507368;24.669998;50.82;29.17
51517352;24.399994;49.68;30.31
51527344;24.020004;49.13;30.86
51537340;23.589996;48.79;31.2
51547324;23.100006;48.38;31.61
51557316;22.529999;47.86;32.13
51567308;21.869995;47.26;32.73
51577316;21.14;46.72;33.27
51587296;20.36;46.24;33.75
51597308;19.550003;45.74;34.25
51607292;18.699997;45.29;34.7
51617296;17.830002;44.83;35.16
51627280;16.949997;44.39;35.6
51637280;16.020004;43.84;36.15
51647272;15.039993;43.25;36.74
51657256;14.0;42.58;37.41
51667252;12.889999;41.89;38.1
51677228;11.7599945;41.31;38.68
51687244;10.600006;40.74;39.25
51697232;9.429993;40.17;39.82
51707220;8.25;39.62;40.37
51717200;7.050003;39.06;40.93
51727192;5.8600006;38.56;41.43
51737196;4.649994;37.99;42.0
51747572;3.4100037;37.49;42.5
51757164;2.149994;36.56;43.43
51767188;0.8999939;36.22;43.77
51777180;-0.3500061;35.66;44.33
51787160;-1.6199951;35.07;44.92
51797144;-2.8899994;34.5;45.49
51807120;-4.1399994;34.03;45.96
51817524;-5.350006;33.79;46.2
51827124;-6.529999;33.07;46.92
51837132;-7.7100067;32.73;47.26
51847108;-8.880005;32.23;47.76
51857092;-10.050003;31.75;48.24
51867088;-11.199997;31.32;48.67
51877088;-12.300003;30.98;49.01
51887080;-13.399994;30.53;49.46
51897072;-14.470001;30.15;49.84
51907076;-15.4900055;29.91;50.08
51917052;-16.460007;29.59;50.4
51927048;-17.410004;29.3;50.69
51937032;-18.320007;29.03;50.96
51947032;-19.179993;28.83;51.16
51957016;-19.990005;28.61;51.38
51967008;-20.75;28.47;51.52
51976992;-21.440002;28.4;51.59
51987004;-22.080002;28.29;51.7
51996988;-22.660004;28.25;51.74
52006976;-23.169998;28.24;51.75
52016964;-23.64;28.21;51.78
52026984;-24.029999;28.27;51.72
52036960;-24.36;28.33;51.66
52046932;-24.630005;28.43;51.56
52056924;-24.839996;28.55;51.44
52066924;-24.990005;28.65;51.34
52076924;-25.070007;28.87;51.12
52086916;-25.080002;29.11;50.88
52096904;-25.009995;29.37;50.62
52106900;-24.89;29.62;50.37
52116884;-24.710007;29.91;50.08
52126876;-24.460007;30.23;49.76
52136868;-24.14;30.58;49.41
52146860;-23.779999;30.93;49.06
52156860;-23.339996;31.35;48.64
52166852;-22.850006;31.72;48.27
52176840;-22.300003;32.18;47.81
52186836;-21.690002;32.6;47.39
52196840;-21.029999;33.08;46.91
52206832;-20.339996;33.5;46.49
52216820;-19.580002;34.03;45.96
52226800;-18.789993;34.52;45.47
52236816;-17.940002;35.04;44.95
52246792;-17.059998;35.57;44.42
52256796;-16.130005;36.1;43.89
52266792;-15.139999;36.71;43.28
52276796;-14.139999;37.21;42.78
52286756;-13.089996;37.86;42.13
52296760;-12.0099945;38.38;41.61
52306756;-10.919998;38.91;41.08
52316744;-9.800003;39.5;40.49
52326748;-8.660004;40.02;39.97
52336732;-7.5;40.62;39.37
52346732;-6.3200073;41.17;38.82
52356720;-5.119995;41.79;38.2
