t (s);roll (deg);TL (%);TR (%)
117076464;-2.2400055;39.59;40.4
117086448;-2.0599976;39.72;40.27
117096460;-1.8800049;39.81;40.18
117106448;-1.6900024;39.91;40.08
117116436;-1.4799957;40.06;39.93
117126440;-1.2700043;40.15;39.84
117136452;-1.0599976;40.26;39.73
117146432;-0.8500061;40.35;39.64
117156424;-0.6399994;40.42;39.57
117166424;-0.41999817;40.53;39.46
117176396;-0.21000671;40.64;39.35
117186404;0.009994507;40.71;39.28
117196392;0.22000122;40.79;39.2
117206388;0.42999268;40.87;39.12
117216384;0.6399994;40.97;39.02
117226368;0.83999634;41.01;38.98
117236364;1.0200043;41.06;38.93
117246360;1.2200012;41.18;38.81
117256336;1.4100037;41.22;38.77
117266332;1.6100006;41.34;38.65
117276320;1.7899933;41.37;38.62
117286332;1.9600067;41.4;38.59
117296316;2.149994;41.51;38.48
117306316;2.3300018;41.58;38.41
117316280;2.5;41.63;38.36
117326284;2.6600037;41.68;38.31
117336276;2.8200073;41.71;38.28
117346256;2.9799957;41.78;38.21
117356636;3.130005;41.81;38.18
117366244;3.2799988;41.91;38.08
117376232;3.4199982;41.91;38.08
117386612;3.5599976;41.94;38.05
117396224;3.6900024;42.02;37.97
117406220;3.8200073;42.03;37.96
117416216;3.9400024;42.09;37.9
117426208;4.0599976;42.09;37.9
117436180;4.1600037;42.1;37.89
117446184;4.2599945;42.13;37.86
117456180;4.3600006;42.16;37.83
117466164;4.4400024;42.16;37.83
117476172;4.529999;42.22;37.77
117486152;4.6100006;42.21;37.78
117496136;4.6799927;42.19;37.8
117506136;4.7299957;42.2;37.79
117516136;4.779999;42.17;37.82
117526128;4.8200073;42.19;37.8
117536140;4.8600006;42.19;37.8
117546124;4.899994;42.2;37.79
117556120;4.9299927;42.16;37.83
117566100;4.9400024;42.14;37.85
117576080;4.949997;42.14;37.85
117586084;4.9600067;42.11;37.88
117596076;4.9600067;42.09;37.9
117606068;4.9600067;42.09;37.9
117616068;4.949997;42.06;37.93
117626044;4.9299927;42.03;37.96
117636032;4.919998;42.04;37.95
117646008;4.899994;42.01;37.98
117656412;4.869995;41.95;38.04
117666012;4.8399963;41.96;38.03
117675988;4.7899933;41.87;38.12
117685984;4.7400055;41.84;38.15
117695980;4.6799927;41.78;38.21
117705976;4.6100006;41.72;38.27
117715964;4.5399933;41.67;38.32
117725944;4.449997;41.58;38.41
117735944;4.3600006;41.54;38.45
117745956;4.25;41.41;38.58
117755952;4.1399994;41.38;38.61
117765924;4.0200043;41.3;38.69
117775932;3.8899994;41.23;38.76
117785924;3.7599945;41.16;38.83
117795908;3.619995;41.05;38.94
117805900;3.4700012;40.98;39.01
117815888;3.3200073;40.9;39.09
117825888;3.1600037;40.82;39.17
117835876;3.0;40.73;39.26
117845868;2.8399963;40.65;39.34
117855864;2.6699982;40.57;39.42
117865848;2.5099945;40.5;39.49
117875836;2.3200073;40.38;39.61
117885832;2.1399994;40.29;39.7
117895828;1.949997;40.18;39.81
117905816;1.7700043;40.15;39.84
117915800;1.5800018;40.02;39.97
117925808;1.3800049;39.94;40.05
117935816;1.1900024;39.86;40.13
117945812;0.9900055;39.76;40.23
117955824;0.7899933;39.67;40.32
117965796;0.58999634;39.57;40.42
117975768;0.3899994;39.5;40.49
117985756;0.19000244;39.41;40.58
117995764;-0.009994507;39.32;40.67
118005732;-0.21000671;39.26;40.73
118015760;-0.41000366;39.13;40.86
118025748;-0.6100006;39.07;40.92
118035728;-0.80000305;39.04;40.95
118045728;-0.9900055;38.93;41.06
118055704;-1.1799927;38.88;41.11
118066112;-1.3699951;38.8;41.19
118075696;-1.550003;38.73;41.26
118085684;-1.7200012;38.68;41.31
118095668;-1.8800049;38.67;41.32
118105676;-2.0299988;38.64;41.35
118115664;-2.1900024;38.56;41.43
118125644;-2.3200073;38.56;41.43
118135640;-2.4600067;38.49;41.5
118145648;-2.5899963;38.47;41.52
118155616;-2.699997;38.48;41.51
118165604;-2.8099976;38.44;41.55
118175604;-2.9100037;38.42;41.57
118185588;-3.0;38.45;41.54
118195588;-3.0700073;38.44;41.55
118205592;-3.1399994;38.45;41.54
118215604;-3.199997;38.45;41.54
118225580;-3.25;38.46;41.53
118235564;-3.2799988;38.49;41.5
118245948;-3.3099976;38.51;41.48
118255548;-3.3399963;38.49;41.5
118265540;-3.3399963;38.56;41.43
118275536;-3.3399963;38.58;41.41
118285532;-3.3399963;38.6;41.39
118295532;-3.3200073;38.66;41.33
118305516;-3.2899933;38.69;41.3
118315512;-3.2700043;38.68;41.31
118325492;-3.2299957;38.78;41.21
118335480;-3.1900024;38.78;41.21
118345472;-3.130005;38.85;41.14
118355476;-3.0800018;38.88;41.11
118365460;-3.0200043;38.94;41.05
118375460;-2.9400024;39.0;40.99
118385440;-2.8600006;39.07;40.92
118395440;-2.7700043;39.12;40.87
118405816;-2.6699982;39.17;40.82
118415416;-2.5599976;39.3;40.69
118425416;-2.449997;39.32;40.67
118435404;-2.3399963;39.39;40.6
118445396;-2.2100067;39.47;40.52
118455384;-2.100006;39.48;40.51
118465392;-1.9700012;39.59;40.4
118475388;-1.8500061;39.62;40.37
118485360;-1.7299957;39.68;40.31
118495364;-1.6000061;39.75;40.24
118505368;-1.4700012;39.82;40.17
118515368;-1.3399963;39.84;40.15
118525348;-1.2100067;39.93;40.06
118535332;-1.0899963;39.95;40.04
118545332;-0.9600067;40.0;39.99
118555340;-0.83000183;40.07;39.92
118565340;-0.7100067;40.09;39.9
118575300;-0.58999634;40.18;39.81
118585300;-0.4600067;40.21;39.78
118595676;-0.3500061;40.22;39.77
118605276;-0.22999573;40.29;39.7
118615288;-0.11000061;40.35;39.64
118625264;-0.009994507;40.36;39.63
118635300;0.11000061;40.41;39.58
118645260;0.21000671;40.44;39.55
118655264;0.30999756;40.46;39.53
118665236;0.41000366;40.51;39.48
118675244;0.5099945;40.52;39.47
118685240;0.58999634;40.54;39.45
118695232;0.6799927;40.59;39.4
118705204;0.7599945;40.58;39.41
118715228;0.8500061;40.64;39.35
118725208;0.9299927;40.66;39.33
118735196;1.0;40.66;39.33
118745208;1.0599976;40.65;39.34
118755192;1.1199951;40.69;39.3
118765188;1.1900024;40.72;39.27
118775168;1.2400055;40.68;39.31
118785160;1.2899933;40.71;39.28
118795164;1.3300018;40.72;39.27
118805148;1.3699951;40.68;39.31
118815148;1.3999939;40.69;39.3
118825136;1.4199982;40.68;39.31
118835120;1.449997;40.69;39.3
118845112;1.4700012;40.68;39.31
118855120;1.4799957;40.66;39.33
118865104;1.4900055;40.66;39.33
118875096;1.4900055;40.63;39.36
118885076;1.4900055;40.65;39.34
118895076;1.4900055;40.61;39.38
118905056;1.4700012;40.57;39.42
118915080;1.4600067;40.56;39.43
118925068;1.4299927;40.52;39.47
118935052;1.4100037;40.51;39.48
118945008;1.3800049;40.48;39.51
118955028;1.3500061;40.45;39.54
118965008;1.3099976;40.44;39.55
118975020;1.2599945;40.35;39.64
118984988;1.1600037;40.17;39.82
118994984;0.91999817;39.56;40.43
119004964;0.4900055;38.77;41.22
119014964;-0.16000366;37.78;42.21
119024976;-0.9600067;36.91;43.08
119034956;-1.9199982;35.99;44.0
119044936;-2.9700012;35.23;44.76
119054956;-4.0700073;34.61;45.38
119064920;-5.1799927;34.09;45.9
119074912;-6.2899933;33.65;46.34
119084916;-7.369995;33.25;46.74
119094896;-8.440002;32.85;47.14
119104876;-9.5099945;32.39;47.6
119114884;-10.570007;32.0;47.99
119124888;-11.630005;31.54;48.45
119134876;-12.669998;31.15;48.84
119144860;-13.649994;30.98;49.01
119154864;-14.580002;30.7;49.29
119164860;-15.460007;30.52;49.47
119174840;-16.300003;30.31;49.68
119184840;-17.100006;30.1;49.89
119194816;-17.850006;29.93;50.06
119204804;-18.570007;29.71;50.28
119214812;-19.259995;29.56;50.43
119224816;-19.919998;29.37;50.62
119234792;-20.520004;29.31;50.68
119244780;-21.039993;29.34;50.65
119254784;-21.509995;29.33;50.66
119264768;-21.949997;29.23;50.76
119274764;-22.330002;29.29;50.7
119284760;-22.649994;29.32;50.67
119294728;-22.919998;29.41;50.58
119304736;-23.14;29.45;50.54
119314716;-23.309998;29.58;50.41
119324708;-23.410004;29.74;50.25
119334720;-23.470001;29.87;50.12
119344692;-23.449997;30.13;49.86
119354696;-23.369995;30.35;49.64
119364692;-23.240005;30.62;49.37
119374676;-23.050003;30.88;49.11
119384660;-22.800003;31.15;48.84
119394660;-22.520004;31.42;48.57
119404640;-22.169998;31.76;48.23
119414644;-21.779999;32.07;47.92
119424632;-21.350006;32.42;47.57
119434640;-20.86;32.77;47.22
119444628;-20.320007;33.21;46.78
119454632;-19.729996;33.61;46.38
119464608;-19.11;33.99;46.0
119474612;-18.440002;34.43;45.56
119484596;-17.729996;34.85;45.14
119494592;-16.979996;35.32;44.67
119504572;-16.179993;35.79;44.2
119514584;-15.360001;36.25;43.74
119524576;-14.5;36.73;43.26
119534568;-13.600006;37.22;42.77
119544556;-12.660004;37.77;42.22
119554568;-11.699997;38.25;41.74
119564540;-10.710007;38.78;41.21
119574536;-9.690002;39.28;40.71
119584528;-8.660004;39.78;40.21
119594524;-7.600006;40.31;39.68
119604500;-6.529999;40.82;39.17
119614488;-5.449997;41.31;38.68
119624476;-4.3399963;41.85;38.14
119634472;-3.2299957;42.35;37.64
119644480;-2.100006;42.87;37.12
119654472;-0.9600067;43.4;36.59
119664460;0.19000244;43.91;36.08
119674472;1.3300018;44.34;35.65
119684428;2.4700012;44.85;35.14
119694428;3.5899963;45.28;34.71
119704416;4.7299957;45.78;34.21
119714420;5.8399963;46.17;33.82
119724404;6.9299927;46.59;33.4
119734400;8.020004;47.03;32.96
119744396;9.089996;47.41;32.58
119754404;10.160004;47.84;32.15
119764384;11.190002;48.18;31.81
119774372;12.190002;48.51;31.48
119784376;13.169998;48.84;31.15
119794356;14.119995;49.15;30.84
119804368;15.039993;49.43;30.56
119814364;15.919998;49.65;30.34
119824360;16.759995;49.89;30.1
119834356;17.559998;50.11;29.88
119844336;18.320007;50.29;29.7
119854308;19.039993;50.46;29.53
119864316;19.720001;50.63;29.36
119874308;20.369995;50.77;29.22
119884312;20.970001;50.88;29.11
119894284;21.520004;50.93;29.06
119904280;22.009995;50.97;29.02
119914276;22.449997;50.97;29.02
119924264;22.839996;50.96;29.03
119934240;23.179993;50.94;29.05
119944228;23.460007;50.88;29.11
119954228;23.699997;50.8;29.19
119964232;23.869995;50.67;29.32
119974220;23.979996;50.51;29.48
119984208;24.009995;50.29;29.7
119994200;23.979996;50.05;29.94
120004192;23.89;49.8;30.19
120014164;23.720001;49.47;30.52
120024148;23.5;49.22;30.77
120034156;23.210007;48.86;31.13
120044140;22.869995;48.54;31.45
120054128;22.479996;48.2;31.79
120064120;22.020004;47.81;32.18
120074120;21.520004;47.43;32.56
120084116;20.970001;47.03;32.96
120094108;20.369995;46.62;33.37
120104512;19.729996;46.29;33.7
120114100;19.020004;45.61;34.38
120124096;18.289993;45.3;34.69
120134092;17.509995;44.78;35.21
120144076;16.679993;44.3;35.69
120154068;15.809998;43.79;36.2
120164464;14.889999;43.34;36.65
120174080;13.940002;42.61;37.38
120184044;12.949997;42.19;37.8
120194048;11.940002;41.66;38.33
120204048;10.899994;41.16;38.83
120214036;9.850006;40.68;39.31
120224024;8.7599945;40.06;39.93
120234012;7.6600037;39.55;40.44
120244000;6.5200043;38.97;41.02
120253984;5.369995;38.44;41.55
120263980;4.199997;37.88;42.11
120273968;3.0200043;37.33;42.66
120283980;1.8300018;36.81;43.18
120293972;0.6399994;36.31;43.68
120303984;-0.55999756;35.74;44.25
120313944;-1.7599945;35.24;44.75
120323940;-2.9600067;34.76;45.23
120333936;-4.149994;34.28;45.71
120343936;-5.3099976;33.87;46.12
120353908;-6.4600067;33.41;46.58
120363924;-7.6100006;32.97;47.02
120373916;-8.75;32.49;47.5
120383900;-9.860001;32.1;47.89
120393896;-10.940002;31.75;48.24
120403904;-12.0099945;31.37;48.62
120413884;-13.059998;30.96;49.03
120423880;-14.080002;30.64;49.35
120433860;-15.059998;30.36;49.63
120443848;-16.0;30.08;49.91
120453844;-16.910004;29.82;50.17
120463844;-17.770004;29.58;50.41
120473820;-18.580002;29.42;50.57
120483828;-19.369995;29.18;50.81
120493828;-20.089996;29.07;50.92
120503832;-20.779999;28.92;51.07
120513796;-21.410004;28.81;51.18
120523796;-21.990005;28.75;51.24
120533768;-22.509995;28.74;51.25
120543792;-22.979996;28.71;51.28
120553768;-23.39;28.73;51.26
120563764;-23.740005;28.78;51.21
120573756;-24.039993;28.81;51.18
120583744;-24.279999;28.94;51.05
120593724;-24.460007;29.03;50.96
120603728;-24.580002;29.18;50.81
120613720;-24.64;29.38;50.61
120623700;-24.630005;29.59;50.4
120633708;-24.559998;29.83;50.16
120643684;-24.440002;30.05;49.94
120653672;-24.259995;30.35;49.64
120663672;-24.020004;30.63;49.36
120673644;-23.720001;30.95;49.04
120683640;-23.369995;31.26;48.73
120693644;-22.970001;31.62;48.37
120703636;-22.520004;31.98;48.01
120713644;-22.0;32.39;47.6
120723624;-21.440002;32.8;47.19
120733624;-20.839996;33.17;46.82
120743628;-20.190002;33.61;46.38
120753636;-19.5;34.06;45.93
120763616;-18.759995;34.51;45.48
120773588;-17.979996;35.02;44.97
120783608;-17.160004;35.43;44.56
120793608;-16.300003;35.99;44.0
120803576;-15.399994;36.46;43.53
120813576;-14.470001;37.0;42.99
120823568;-13.5;37.49;42.5
120833564;-12.5099945;38.03;41.96
120843552;-11.460007;38.62;41.37
120853540;-10.399994;39.16;40.83
120863924;-9.300003;39.59;40.4
120873548;-8.199997;40.34;39.65
120883520;-7.0599976;40.81;39.18
120893520;-5.8899994;41.39;38.6
120903496;-4.7299957;41.87;38.12
120913488;-3.550003;42.44;37.55
120923496;-2.350006;42.99;37.0
120933484;-1.1399994;43.55;36.44
120943492;0.05999756;44.03;35.96
120953468;1.2700043;44.59;35.4
120963444;2.4799957;45.07;34.92
120973436;3.6799927;45.57;34.42
120983432;4.869995;46.04;33.95
120993424;6.050003;46.47;33.52
121003428;7.2299957;47.01;32.98
121013408;8.399994;47.45;32.54
121023404;9.559998;47.92;32.07
121033400;10.679993;48.25;31.74
121043412;11.779999;48.66;31.33
121053368;12.860001;49.06;30.93
121063772;13.910004;49.24;30.75
121073364;14.940002;49.92;30.07
121083368;15.940002;50.05;29.94
121093360;16.89;50.34;29.65
121103352;17.820007;50.63;29.36
121113348;18.710007;50.88;29.11
121123328;19.559998;51.11;28.88
121133320;20.350006;51.28;28.71
121143324;21.119995;51.48;28.51
121153304;21.820007;51.59;28.4
121163316;22.470001;51.69;28.3
121173304;23.080002;51.79;28.2
121183288;23.630005;51.85;28.14
121193272;24.119995;51.83;28.16
121203264;24.509995;51.66;28.33
121213248;24.600006;50.74;29.25
121223220;24.369995;49.53;30.46
121233232;23.979996;48.87;31.12
121243216;23.559998;48.56;31.43
121253204;23.089996;48.18;31.81
121263200;22.550003;47.74;32.25
121273188;21.929993;47.23;32.76
121283200;21.240005;46.68;33.31
121293180;20.5;46.21;33.78
121303184;19.740005;45.8;34.19
121313176;18.940002;45.35;34.64
121323168;18.130005;44.99;35.0
121333156;17.300003;44.54;35.45
121343148;16.440002;44.1;35.89
121353148;15.529999;43.54;36.45
121363152;14.550003;42.9;37.09
121373136;13.539993;42.33;37.66
121383108;12.479996;41.75;38.24
121393116;11.399994;41.21;38.78
121403116;10.300003;40.7;39.29
121413116;9.199997;40.23;39.76
121423084;8.080002;39.66;40.33
121433068;6.949997;39.2;40.79
121443072;5.8099976;38.65;41.34
121453088;4.6600037;38.14;41.85
121463048;3.4400024;37.39;42.6
121473040;2.2299957;36.9;43.09
121483080;1.0099945;36.37;43.62
121493036;-0.19999695;35.85;44.14
121503028;-1.3999939;35.42;44.57
121513000;-2.5899963;34.9;45.09
121523392;-3.7799988;34.61;45.38
121533000;-4.9299927;33.92;46.07
121542984;-6.0700073;33.61;46.38
121552984;-7.220001;33.13;46.86
121562976;-8.339996;32.73;47.26
121572980;-9.449997;32.29;47.7
121582952;-10.529999;31.93;48.06
121592968;-11.589996;31.56;48.43
121602968;-12.600006;31.27;48.72
121612956;-13.600006;30.94;49.05
121622948;-14.539993;30.68;49.31
121632932;-15.460007;30.4;49.59
121642928;-16.350006;30.1;49.89
121652900;-17.199997;29.88;50.11
121662896;-18.0;29.71;50.28
121672884;-18.740005;29.59;50.4
121682884;-19.449997;29.4;50.59
121693256;-20.089996;29.42;50.57
121702860;-20.699997;29.11;50.88
121712856;-21.240005;29.22;50.77
121722852;-21.729996;29.17;50.82
121732840;-22.149994;29.2;50.79
121742844;-22.529999;29.2;50.79
121752836;-22.850006;29.27;50.72
121762832;-23.119995;29.31;50.68
121772828;-23.330002;29.41;50.58
121782820;-23.479996;29.55;50.44
121792800;-23.570007;29.71;50.28
121802812;-23.600006;29.92;50.07
121812800;-23.550003;30.17;49.82
121822788;-23.449997;30.4;49.59
121832772;-23.289993;30.68;49.31
121842744;-23.080002;30.93;49.06
121852752;-22.800003;31.26;48.73
121862756;-22.479996;31.55;48.44
121872736;-22.089996;31.94;48.05
121882716;-21.64;32.34;47.65
121892712;-21.14;32.71;47.28
121902716;-20.589996;33.12;46.87
121912700;-19.990005;33.53;46.46
121922680;-19.339996;34.0;45.99
121932724;-18.64;34.41;45.58
121942684;-17.89;34.92;45.07
121952684;-17.11;35.36;44.63
121962680;-16.279999;35.87;44.12
121972664;-15.410004;36.39;43.6
121982668;-14.5099945;36.86;43.13
121992652;-13.559998;37.42;42.57
122002648;-12.580002;37.92;42.07
122012644;-11.580002;38.45;41.54
122022632;-10.539993;39.02;40.97
122032628;-9.460007;39.57;40.42
122042620;-8.369995;40.08;39.91
122052624;-7.2700043;40.62;39.37
122062600;-6.119995;41.22;38.77
122072608;-4.9799957;41.69;38.3
122082588;-3.8399963;42.19;37.8
122092580;-2.6699982;42.79;37.2
122102604;-1.5;43.25;36.74
122112964;-0.33000183;43.62;36.37
122122940;0.83999634;44.26;35.73
122132536;2.0200043;44.95;35.04
122142520;3.2100067;45.32;34.67
122152520;4.380005;45.74;34.25
122162500;5.5399933;46.22;33.77
122172496;6.699997;46.7;33.29
122182512;7.8399963;47.14;32.85
122192512;8.970001;47.56;32.43
122202496;10.080002;47.94;32.05
122212492;11.169998;48.37;31.62
122222476;12.2400055;48.75;31.24
122232472;13.270004;49.04;30.95
122242464;14.279999;49.42;30.57
122252464;15.25;49.69;30.3
122262464;16.190002;49.98;30.01
122272436;17.11;50.31;29.68
122282424;17.990005;50.53;29.46
122292420;18.820007;50.75;29.24
122302424;19.619995;50.98;29.01
122312416;20.380005;51.13;28.86
122322404;21.080002;51.27;28.72
122332380;21.75;51.43;28.56
122342384;22.350006;51.49;28.5
122352380;22.910004;51.54;28.45
122362360;23.419998;51.61;28.38
122372344;23.869995;51.61;28.38
122382340;24.25;51.54;28.45
122392324;24.529999;51.32;28.67
122402340;24.589996;50.6;29.39
122412300;24.410004;49.73;30.26
122422292;24.100006;49.18;30.81
122432292;23.740005;48.84;31.15
122442288;23.309998;48.42;31.57
122452268;22.820007;48.01;31.98
122462260;22.259995;47.55;32.44
122472272;21.630005;47.06;32.93
122482256;20.960007;46.63;33.36
122492256;20.259995;46.24;33.75
122502260;19.529999;45.83;34.16
122512244;18.779999;45.46;34.53
122522236;17.990005;44.98;35.01
122532240;17.160004;44.48;35.51
122542224;16.279999;43.97;36.02
122552216;15.350006;43.39;36.6
122562212;14.380005;42.84;37.15
122572196;13.380005;42.31;37.68
122582184;12.350006;41.81;38.18
122592180;11.300003;41.29;38.7
122602180;10.2400055;40.79;39.2
122612176;9.169998;40.29;39.7
122622156;8.080002;39.8;40.19
122632136;6.9799957;39.28;40.71
122642140;5.8399963;38.67;41.32
122652128;4.6900024;38.14;41.85
122662108;3.5299988;37.61;42.38
122672116;2.3600006;37.09;42.9
122682116;1.1799927;36.56;43.43
122692128;0.020004272;36.15;43.84
122702112;-1.1300049;35.7;44.29
122712084;-2.2599945;35.26;44.73
122722068;-3.399994;34.76;45.23
122732080;-4.5200043;34.34;45.65
122742072;-5.6600037;33.81;46.18
122752060;-6.7700043;33.4;46.59
122762064;-7.880005;32.99;47.0
122772052;-8.949997;32.63;47.36
122782032;-9.9900055;32.3;47.69
122792024;-10.979996;32.02;47.97
