t (s);roll (deg);cons (deg);TL (%);TR (%)
1.288996;0.6399994;0.0;66.49;13.5
1.298976;0.6399994;0.0;41.11;38.88
1.30898;0.6399994;0.0;41.12;38.87
1.318956;0.6399994;0.0;41.13;38.86
1.328952;0.6399994;0.0;41.14;38.85
1.338964;0.6399994;0.0;41.14;38.85
1.348924;0.6399994;0.0;41.13;38.86
1.358948;0.6399994;0.0;41.13;38.86
1.368928;0.6300049;0.0;41.01;38.98
1.3789;0.6100006;0.0;40.81;39.18
1.388912;0.5700073;0.0;40.61;39.38
1.398896;0.5200043;0.0;40.4;39.59
1.4089;0.4600067;0.0;40.27;39.72
1.418892;0.3999939;0.0;40.14;39.85
1.428872;0.32000732;0.0;39.9;40.09
1.438864;0.22999573;0.0;39.56;40.43
1.448856;0.13000488;0.0;39.51;40.48
1.458852;0.020004272;0.0;39.26;40.73
1.468848;-0.08999634;0.0;39.2;40.79
1.47882;-0.22000122;0.0;38.93;41.06
1.488836;-0.3600006;0.0;38.67;41.32
1.498808;-0.5;0.0;38.59;41.4
1.508796;-0.6300049;0.0;38.64;41.35
1.518804;-0.7799988;0.0;38.35;41.64
1.528784;-0.9299927;0.0;38.16;41.83
1.538768;-1.0800018;0.0;38.17;41.82
1.548768;-1.2400055;0.0;38.0;41.99
1.558752;-1.3899994;0.0;37.91;42.08
1.568752;-1.5299988;0.0;38.05;41.94
1.578724;-1.6799927;0.0;37.75;42.24
1.588728;-1.8300018;0.0;37.88;42.11
1.598728;-1.9700012;0.0;37.68;42.31
1.608728;-2.1100006;0.0;37.82;42.17
1.618724;-2.2400055;0.0;37.73;42.26
1.628696;-2.3600006;0.0;37.86;42.13
1.638692;-2.4799957;0.0;37.8;42.19
1.648688;-2.5800018;0.0;37.91;42.08
1.65866;-2.6799927;0.0;38.01;41.98
1.668652;-2.7700043;0.0;37.91;42.08
1.678664;-2.8600006;0.0;38.03;41.96
1.688664;-2.9299927;0.0;38.17;41.82
1.698636;-2.9900055;0.0;38.2;41.79
1.708644;-3.050003;0.0;38.26;41.73
1.718652;-3.0899963;0.0;38.54;41.45
1.728648;-3.119995;0.0;38.53;41.46
1.738636;-3.1399994;0.0;38.61;41.38
1.74862;-3.149994;0.0;38.79;41.2
1.75862;-3.1600037;0.0;38.88;41.11
1.768628;-3.149994;0.0;38.97;41.02
