t (s);roll (deg);cons (deg);TL (%);TR (%)
0.8893;0.6399994;0.0;54.04;25.95
0.899288;0.6399994;0.0;40.18;39.81
0.909288;0.6399994;0.0;40.19;39.8
0.919292;0.6399994;0.0;40.2;39.79
0.929292;0.6399994;0.0;40.21;39.78
0.93928;0.6399994;0.0;40.21;39.78
0.949248;0.6399994;0.0;40.21;39.78
0.959244;0.6399994;0.0;40.23;39.76
0.969232;0.6300049;0.0;40.11;39.88
0.979216;0.6300049;0.0;40.23;39.76
0.989212;0.6199951;0.0;40.12;39.87
0.999196;0.6199951;0.0;40.13;39.86
1.009196;0.6100006;0.0;40.13;39.86
1.019176;0.6000061;0.0;40.01;39.98
1.0292;0.58000183;0.0;40.01;39.98
1.03918;0.5700073;0.0;40.01;39.98
1.049148;0.55000305;0.0;40.0;39.99
1.059152;0.5299988;0.0;39.88;40.11
1.06916;0.5200043;0.0;40.0;39.99
1.07914;0.5;0.0;39.88;40.11
1.089156;0.47999573;0.0;39.87;40.12
1.099132;0.4600067;0.0;39.85;40.14
1.109128;0.42999268;0.0;39.73;40.26
1.119124;0.3999939;0.0;39.73;40.26
1.12912;0.36999512;0.0;39.73;40.26
1.139108;0.33999634;0.0;39.7;40.29
1.149092;0.30999756;0.0;39.58;40.41
1.159096;0.27000427;0.0;39.56;40.43
1.169076;0.25;0.0;39.66;40.33
1.179068;0.21000671;0.0;39.53;40.46
1.189056;0.17999268;0.0;39.64;40.35
1.199048;0.1499939;0.0;39.51;40.48
1.209044;0.11000061;0.0;39.5;40.49
1.219032;0.070007324;0.0;39.34;40.65
1.22904;0.02999878;0.0;39.33;40.66
1.239004;0.0;0.0;39.42;40.57
1.249032;-0.05000305;0.0;39.29;40.7
1.25902;-0.08000183;0.0;39.38;40.61
1.269028;-0.11999512;0.0;39.33;40.66
1.278984;-0.16000366;0.0;39.3;40.69
1.288988;-0.19000244;0.0;39.38;40.61
1.298952;-0.22999573;0.0;39.21;40.78
1.30898;-0.2599945;0.0;39.31;40.68
1.318956;-0.2899933;0.0;39.29;40.7
1.328972;-0.33000183;0.0;39.14;40.85
1.338944;-0.36999512;0.0;39.09;40.9
1.34894;-0.3999939;0.0;39.3;40.69
1.358928;-0.44000244;0.0;39.04;40.95
1.368932;-0.47999573;0.0;39.14;40.85
1.378916;-0.5099945;0.0;39.13;40.86
1.38892;-0.55000305;0.0;39.11;40.88
1.398916;-0.58000183;0.0;39.08;40.91
1.408916;-0.6100006;0.0;39.18;40.81
1.418908;-0.6300049;0.0;39.16;40.83
1.4289;-0.66000366;0.0;39.13;40.86
1.438892;-0.6799927;0.0;39.23;40.76
1.449276;-0.69999695;0.0;39.24;40.75
1.458876;-0.7200012;0.0;39.2;40.79
1.468872;-0.7400055;0.0;39.2;40.79
1.478868;-0.75;0.0;39.3;40.69
1.488856;-0.7599945;0.0;39.28;40.71
1.49882;-0.7700043;0.0;39.27;40.72
1.508836;-0.7700043;0.0;39.38;40.61
1.518832;-0.7799988;0.0;39.38;40.61
1.528836;-0.7700043;0.0;39.49;40.5
1.538828;-0.7599945;0.0;39.61;40.38
1.549212;-0.75;0.0;39.59;40.4
1.558808;-0.7400055;0.0;39.74;40.25
1.568776;-0.7100067;0.0;39.87;40.12
1.578792;-0.69000244;0.0;39.85;40.14
1.588784;-0.66000366;0.0;39.85;40.14
1.598804;-0.6399994;0.0;39.83;40.16
1.608776;-0.6100006;0.0;39.98;40.01
1.618768;-0.58000183;0.0;40.0;39.99
1.62916;-0.5399933;0.0;40.11;39.88
1.638764;-0.5;0.0;40.14;39.85
1.648764;-0.44999695;0.0;40.28;39.71
1.658748;-0.41000366;0.0;40.33;39.66
