t (s);roll (deg);cons (deg);TL (%);TR (%)
1.149088;0.8500061;0.0;49.07;30.92
1.159084;0.8500061;0.0;40.78;39.21
1.169084;0.8500061;0.0;40.79;39.2
1.179072;0.8500061;0.0;40.79;39.2
1.189088;0.8500061;0.0;40.8;39.19
1.19904;0.8500061;0.0;40.8;39.19
1.209032;0.8500061;0.0;40.8;39.19
1.219016;0.8500061;0.0;40.81;39.18
1.229028;0.83999634;0.0;40.72;39.27
1.239008;0.8200073;0.0;40.54;39.45
1.249;0.7899933;0.0;40.43;39.56
1.258984;0.7400055;0.0;40.16;39.83
1.268984;0.6799927;0.0;40.08;39.91
1.278976;0.6199951;0.0;39.95;40.04
1.28898;0.55000305;0.0;39.85;40.14
1.298964;0.47000122;0.0;39.64;40.35
1.308976;0.38000488;0.0;39.52;40.47
1.318944;0.27000427;0.0;39.3;40.69
1.328932;0.16000366;0.0;39.18;40.81
1.33894;0.02999878;0.0;38.95;41.04
1.348932;-0.08999634;0.0;38.9;41.09
1.358904;-0.22999573;0.0;38.66;41.33
1.368888;-0.3600006;0.0;38.78;41.21
1.378888;-0.5;0.0;38.55;41.44
1.388896;-0.6399994;0.0;38.4;41.59
1.398868;-0.7899933;0.0;38.42;41.57
1.40886;-0.9299927;0.0;38.26;41.73
1.418868;-1.0800018;0.0;38.21;41.78
1.428856;-1.2200012;0.0;38.24;41.75
1.438836;-1.3699951;0.0;38.07;41.92
1.448824;-1.5099945;0.0;38.11;41.88
1.458824;-1.6600037;0.0;37.95;42.04
1.468816;-1.7899933;0.0;38.07;41.92
1.478824;-1.9199982;0.0;38.09;41.9
1.488812;-2.0399933;0.0;38.13;41.86
1.498808;-2.1600037;0.0;38.07;41.92
1.50878;-2.2599945;0.0;38.17;41.82
1.518784;-2.3600006;0.0;38.17;41.82
1.528764;-2.4600067;0.0;38.13;41.86
1.53876;-2.550003;0.0;38.3;41.69
1.54874;-2.630005;0.0;38.33;41.66
1.558752;-2.699997;0.0;38.36;41.63
1.568732;-2.7599945;0.0;38.4;41.59
1.578748;-2.8099976;0.0;38.56;41.43
1.588744;-2.869995;0.0;38.45;41.54
1.598752;-2.899994;0.0;38.69;41.3
1.608724;-2.9299927;0.0;38.67;41.32
1.6187;-2.949997;0.0;38.76;41.23
1.628708;-2.9700012;0.0;38.82;41.17
1.638692;-2.9700012;0.0;38.96;41.03
1.648692;-2.9700012;0.0;39.04;40.95
1.659092;-2.9600067;0.0;39.05;40.94
1.668704;-2.9600067;0.0;39.03;40.96
1.67868;-2.9400024;0.0;39.17;40.82
1.688688;-2.9199982;0.0;39.19;40.8
1.69864;-2.8899994;0.0;39.26;40.73
1.708656;-2.8600006;0.0;39.34;40.65
1.718656;-2.8200073;0.0;39.42;40.57
1.728632;-2.7700043;0.0;39.51;40.48
1.73864;-2.7200012;0.0;39.58;40.41
1.748632;-2.6600037;0.0;39.6;40.39
1.75862;-2.600006;0.0;39.78;40.21
1.768608;-2.5299988;0.0;39.79;40.2
1.7786;-2.4600067;0.0;39.81;40.18
1.7886;-2.399994;0.0;39.81;40.18
1.7986;-2.3200073;0.0;39.89;40.1
1.808584;-2.2400055;0.0;39.99;40.0
1.818584;-2.1600037;0.0;40.1;39.89
1.828592;-2.0800018;0.0;40.03;39.96
1.838576;-2.0;0.0;39.97;40.02
1.848588;-1.9199982;0.0;40.05;39.94
1.858956;-1.8500061;0.0;39.94;40.05
1.868556;-1.7799988;0.0;40.12;39.87
