t (s);roll (deg);cons (deg);TL (%);TR (%)
1.019188;-0.11000061;0.0;42.14;37.85
1.029184;-0.11000061;0.0;41.7;38.29
1.039176;-0.11000061;0.0;41.7;38.29
1.049188;-0.11000061;0.0;41.7;38.29
1.059184;-0.11000061;0.0;41.7;38.29
1.06916;-0.11000061;0.0;41.7;38.29
1.079156;-0.1000061;0.0;41.79;38.2
1.089148;-0.11000061;0.0;41.59;38.4
1.099132;-0.1000061;0.0;41.78;38.21
1.109124;-0.1000061;0.0;41.75;38.24
1.119108;-0.1000061;0.0;41.67;38.32
1.129096;-0.1000061;0.0;41.75;38.24
1.139096;-0.1000061;0.0;41.69;38.3
1.149088;-0.1000061;0.0;41.69;38.3
1.159088;-0.1000061;0.0;41.68;38.31
1.169092;-0.1000061;0.0;41.67;38.32
1.17908;-0.1000061;0.0;41.73;38.26
1.189056;-0.1000061;0.0;41.67;38.32
1.19906;-0.1000061;0.0;41.69;38.3
1.209036;-0.1000061;0.0;41.69;38.3
1.219044;-0.1000061;0.0;41.62;38.37
1.229024;-0.11999512;0.0;41.52;38.47
1.239032;-0.11999512;0.0;41.68;38.31
1.249024;-0.13000488;0.0;41.52;38.47
1.258996;-0.13999939;0.0;41.45;38.54
1.269016;-0.16000366;0.0;41.42;38.57
1.278996;-0.19000244;0.0;41.29;38.7
1.288976;-0.22000122;0.0;41.26;38.73
1.298964;-0.2599945;0.0;41.13;38.86
1.308968;-0.30000305;0.0;41.05;38.94
1.31896;-0.33999634;0.0;40.98;39.01
1.328944;-0.41000366;0.0;40.73;39.26
1.33896;-0.47000122;0.0;40.7;39.29
1.34894;-0.55000305;0.0;40.46;39.53
1.358932;-0.6300049;0.0;40.33;39.66
1.368916;-0.7200012;0.0;40.19;39.8
1.37892;-0.8200073;0.0;40.03;39.96
1.388912;-0.9299927;0.0;39.91;40.08
1.399288;-1.0399933;0.0;39.73;40.26
1.408896;-1.1600037;0.0;39.59;40.4
1.418872;-1.2799988;0.0;39.42;40.57
1.428888;-1.4199982;0.0;39.25;40.74
1.438864;-1.550003;0.0;39.19;40.8
1.449244;-1.6900024;0.0;38.99;41.0
1.45886;-1.8399963;0.0;38.76;41.23
1.468844;-1.9900055;0.0;38.62;41.37
1.478824;-2.149994;0.0;38.5;41.49
1.48882;-2.3099976;0.0;38.32;41.67
1.498804;-2.4700012;0.0;38.12;41.87
1.508812;-2.630005;0.0;38.19;41.8
1.518804;-2.7899933;0.0;37.96;42.03
1.528788;-2.9400024;0.0;37.96;42.03
1.538784;-3.0899963;0.0;38.0;41.99
1.54878;-3.2299957;0.0;37.88;42.11
1.558764;-3.369995;0.0;37.84;42.15
1.568764;-3.5;0.0;37.73;42.26
1.57874;-3.630005;0.0;37.81;42.18
1.58914;-3.7400055;0.0;37.84;42.15
1.598748;-3.850006;0.0;37.69;42.3
1.609132;-3.9600067;0.0;37.74;42.25
1.618728;-4.0599976;0.0;37.6;42.39
1.628736;-4.149994;0.0;37.8;42.19
1.638716;-4.220001;0.0;37.81;42.18
1.648708;-4.2899933;0.0;37.85;42.14
1.658696;-4.350006;0.0;37.88;42.11
1.668708;-4.399994;0.0;37.89;42.1
1.6787;-4.4400024;0.0;37.92;42.07
1.688688;-4.4600067;0.0;38.03;41.96
1.69866;-4.4799957;0.0;38.16;41.83
1.708664;-4.4799957;0.0;38.17;41.82
1.71866;-4.470001;0.0;38.34;41.65
1.728644;-4.449997;0.0;38.43;41.56
1.738652;-4.4299927;0.0;38.47;41.52
1.74864;-4.380005;0.0;38.61;41.38
1.758628;-4.330002;0.0;38.79;41.2
1.76862;-4.2700043;0.0;38.84;41.15
1.778612;-4.1900024;0.0;38.95;41.04
1.788612;-4.1100006;0.0;39.07;40.92
1.798596;-4.0200043;0.0;39.14;40.85
1.808592;-3.9199982;0.0;39.35;40.64
1.818564;-3.8099976;0.0;39.43;40.56
1.828576;-3.699997;0.0;39.45;40.54
1.838544;-3.5700073;0.0;39.71;40.28
1.84856;-3.4400024;0.0;39.7;40.29
1.858536;-3.3099976;0.0;39.81;40.18
1.868536;-3.1699982;0.0;39.95;40.04
1.878532;-3.0299988;0.0;39.94;40.05
1.888544;-2.8899994;0.0;40.04;39.95
1.898528;-2.7400055;0.0;40.06;39.93
1.90854;-2.5899963;0.0;40.27;39.72
1.91852;-2.449997;0.0;40.15;39.84
1.928504;-2.300003;0.0;40.3;39.69
1.938504;-2.1699982;0.0;40.15;39.84
1.948504;-2.0200043;0.0;40.35;39.64
1.958512;-1.8800049;0.0;40.33;39.66
1.968856;-1.7400055;0.0;40.28;39.71
1.978476;-1.6100006;0.0;40.48;39.51
1.988464;-1.4700012;0.0;40.43;39.56
1.998476;-1.3500061;0.0;40.35;39.64
2.00846;-1.2200012;0.0;40.42;39.57
2.01846;-1.1000061;0.0;40.4;39.59
2.028444;-0.9799957;0.0;40.37;39.62
2.038444;-0.8699951;0.0;40.33;39.66
2.048444;-0.7700043;0.0;40.33;39.66
2.058436;-0.6799927;0.0;40.18;39.81
2.068416;-0.58999634;0.0;40.24;39.75
2.078404;-0.5099945;0.0;40.17;39.82
2.088396;-0.41999817;0.0;40.25;39.74
2.098404;-0.3500061;0.0;40.18;39.81
2.108388;-0.27999878;0.0;40.09;39.9
2.118392;-0.21000671;0.0;40.19;39.8
2.128392;-0.13999939;0.0;40.19;39.8
2.13838;-0.070007324;0.0;40.12;39.87
2.1484;-0.009994507;0.0;40.13;39.86
2.158392;0.039993286;0.0;40.1;39.89
2.16836;0.08999634;0.0;40.1;39.89
2.178384;0.13999939;0.0;40.0;39.99
2.188344;0.19000244;0.0;40.09;39.9
2.198336;0.22000122;0.0;39.98;40.01
2.208332;0.2599945;0.0;39.94;40.05
2.218324;0.2899933;0.0;39.93;40.06
2.228316;0.32000732;0.0;39.96;40.03
2.238308;0.3500061;0.0;39.93;40.06
2.248308;0.36999512;0.0;39.98;40.01
2.258312;0.3999939;0.0;39.95;40.04
2.268272;0.41999817;0.0;39.93;40.06
2.278288;0.44999695;0.0;40.03;39.96
