t (s);roll (deg);cons (deg);TL (%);TR (%)
1.289012;0.02999878;0.0;53.38;26.61
1.298988;0.02999878;0.0;41.0;38.99
1.308964;0.02999878;0.0;41.05;38.94
1.318992;0.02999878;0.0;41.0;38.99
1.328964;0.02999878;0.0;41.0;38.99
1.338972;0.02999878;0.0;41.0;38.99
1.348936;0.020004272;0.0;40.95;39.04
1.358928;0.009994507;0.0;40.95;39.04
1.36892;-0.009994507;0.0;40.89;39.1
1.378916;-0.009994507;0.0;40.99;39.0
1.38892;-0.020004272;0.0;40.88;39.11
1.39892;-0.039993286;0.0;40.87;39.12
1.408904;-0.05999756;0.0;40.88;39.11
1.418896;-0.08000183;0.0;40.81;39.18
1.42888;-0.1000061;0.0;40.82;39.17
1.43888;-0.13000488;0.0;40.8;39.19
1.44886;-0.13999939;0.0;40.86;39.13
1.45884;-0.16999817;0.0;40.78;39.21
1.469224;-0.19000244;0.0;40.8;39.19
1.478816;-0.21000671;0.0;40.76;39.23
1.488812;-0.2400055;0.0;40.72;39.27
1.498812;-0.27000427;0.0;40.76;39.23
1.508796;-0.30000305;0.0;40.71;39.28
1.51882;-0.33000183;0.0;40.65;39.34
1.528792;-0.3600006;0.0;40.73;39.26
1.53878;-0.3999939;0.0;40.61;39.38
1.548768;-0.42999268;0.0;40.62;39.37
1.558776;-0.47000122;0.0;40.56;39.43
1.568788;-0.5200043;0.0;40.52;39.47
1.578776;-0.5700073;0.0;40.48;39.51
1.588748;-0.6300049;0.0;40.37;39.62
1.598736;-0.69000244;0.0;40.39;39.6
1.608736;-0.7599945;0.0;40.29;39.7
1.61872;-0.83000183;0.0;40.23;39.76
1.628716;-0.91999817;0.0;40.11;39.88
1.638728;-1.0;0.0;40.08;39.91
1.648696;-1.0800018;0.0;40.08;39.91
1.6587;-1.1799927;0.0;39.98;40.01
1.66868;-1.2700043;0.0;39.93;40.06
1.678672;-1.3699951;0.0;39.86;40.13
1.688684;-1.4799957;0.0;39.76;40.23
1.698684;-1.5899963;0.0;39.73;40.26
1.708664;-1.7100067;0.0;39.61;40.38
1.718656;-1.8399963;0.0;39.55;40.44
1.72866;-1.9600067;0.0;39.48;40.51
1.738632;-2.1100006;0.0;39.27;40.72
1.748612;-2.2700043;0.0;39.19;40.8
1.758612;-2.399994;0.0;39.28;40.71
1.768612;-2.5299988;0.0;39.3;40.69
1.778608;-2.6600037;0.0;39.22;40.77
1.7886;-2.7899933;0.0;39.21;40.78
1.798576;-2.9199982;0.0;39.17;40.82
1.808568;-3.0399933;0.0;39.12;40.87
1.818564;-3.1699982;0.0;39.06;40.93
1.828564;-3.300003;0.0;39.01;40.98
1.838556;-3.4400024;0.0;38.92;41.07
1.848544;-3.5700073;0.0;38.94;41.05
1.85854;-3.699997;0.0;38.86;41.13
1.868544;-3.8200073;0.0;38.85;41.14
1.87852;-3.9600067;0.0;38.76;41.23
1.888528;-4.080002;0.0;38.77;41.22
1.898496;-4.199997;0.0;38.75;41.24
1.908492;-4.3200073;0.0;38.7;41.29
1.918492;-4.4299927;0.0;38.72;41.27
1.928488;-4.550003;0.0;38.64;41.35
1.938476;-4.6399994;0.0;38.75;41.24
1.948468;-4.7400055;0.0;38.68;41.31
1.958468;-4.8200073;0.0;38.76;41.23
1.968456;-4.9100037;0.0;38.7;41.29
1.978832;-4.9799957;0.0;38.73;41.26
1.988464;-5.050003;0.0;38.75;41.24
1.99846;-5.1100006;0.0;38.78;41.21
2.008444;-5.1600037;0.0;38.77;41.22
2.018448;-5.2100067;0.0;38.81;41.18
2.028444;-5.2299957;0.0;38.9;41.09
2.038448;-5.2599945;0.0;38.88;41.11
2.048436;-5.2899933;0.0;38.86;41.13
2.058436;-5.300003;0.0;38.93;41.06
2.068416;-5.3099976;0.0;38.91;41.08
2.078412;-5.3200073;0.0;38.93;41.06
2.088404;-5.3200073;0.0;38.99;41.0
2.098388;-5.3099976;0.0;38.99;41.0
2.10838;-5.3099976;0.0;38.94;41.05
2.11838;-5.2899933;0.0;39.01;40.98
2.128372;-5.279999;0.0;39.01;40.98
2.138356;-5.2599945;0.0;38.99;41.0
2.148348;-5.2400055;0.0;39.03;40.96
2.158344;-5.2100067;0.0;39.03;40.96
2.168336;-5.1799927;0.0;39.03;40.96
2.178336;-5.149994;0.0;39.09;40.9
2.188316;-5.1100006;0.0;39.05;40.94
2.198332;-5.080002;0.0;39.07;40.92
2.2083;-5.0399933;0.0;39.07;40.92
2.218296;-4.9900055;0.0;39.09;40.9
2.228292;-4.9400024;0.0;39.13;40.86
2.238284;-4.899994;0.0;39.1;40.89
2.248248;-4.850006;0.0;39.1;40.89
2.258252;-4.800003;0.0;39.1;40.89
2.268236;-4.7400055;0.0;39.15;40.84
2.278256;-4.6900024;0.0;39.14;40.85
2.288252;-4.6399994;0.0;39.11;40.88
2.298228;-4.5899963;0.0;39.09;40.9
2.308224;-4.529999;0.0;39.14;40.85
2.318232;-4.470001;0.0;39.1;40.89
2.328208;-4.419998;0.0;39.11;40.88
2.3382;-4.369995;0.0;39.1;40.89
2.348188;-4.3099976;0.0;39.12;40.87
2.358192;-4.25;0.0;39.12;40.87
2.368176;-4.199997;0.0;39.13;40.86
2.378172;-4.130005;0.0;39.16;40.83
2.388164;-4.0700073;0.0;39.15;40.84
2.39816;-4.0099945;0.0;39.15;40.84
2.408152;-3.9400024;0.0;39.19;40.8
2.418116;-3.880005;0.0;39.14;40.85
2.428132;-3.8200073;0.0;39.17;40.82
2.43812;-3.75;0.0;39.19;40.8
2.448112;-3.6799927;0.0;39.27;40.72
2.458088;-3.600006;0.0;39.24;40.75
2.468104;-3.5299988;0.0;39.28;40.71
2.47812;-3.4600067;0.0;39.23;40.76
2.4881;-3.380005;0.0;39.31;40.68
2.498092;-3.2899933;0.0;39.34;40.65
2.508084;-3.2200012;0.0;39.31;40.68
2.518072;-3.130005;0.0;39.41;40.58
2.528056;-3.0399933;0.0;39.38;40.61
2.538052;-2.9600067;0.0;39.38;40.61
