t (s);roll (deg);cons (deg);TL (%);TR (%)
1.064192;1.2200012;0.0;51.14;28.85
1.069192;1.2200012;0.0;40.43;39.56
1.074204;1.2200012;0.0;40.44;39.55
1.079208;1.2200012;0.0;40.44;39.55
1.084208;1.2200012;0.0;40.44;39.55
1.08918;1.2200012;0.0;40.44;39.55
1.094172;1.2200012;0.0;40.42;39.57
1.099164;1.2200012;0.0;40.45;39.54
1.104148;1.2200012;0.0;40.45;39.54
1.109152;1.2200012;0.0;40.48;39.51
1.114152;1.2200012;0.0;40.42;39.57
1.119156;1.2200012;0.0;40.48;39.51
1.12414;1.2200012;0.0;40.43;39.56
1.12914;1.2200012;0.0;40.46;39.53
1.13414;1.2100067;0.0;40.3;39.69
1.139128;1.199997;0.0;40.36;39.63
1.144116;1.1900024;0.0;40.33;39.66
1.149108;1.1900024;0.0;40.37;39.62
1.154104;1.1699982;0.0;40.24;39.75
1.159104;1.1600037;0.0;40.26;39.73
1.164116;1.1399994;0.0;40.2;39.79
1.169112;1.1199951;0.0;40.17;39.82
1.17412;1.0899963;0.0;40.1;39.89
1.179488;1.0700073;0.0;40.06;39.93
1.184092;1.0399933;0.0;39.95;40.04
1.189088;1.0099945;0.0;40.01;39.98
1.194096;0.9799957;0.0;39.98;40.01
1.199084;0.9299927;0.0;39.77;40.22
1.204068;0.8899994;0.0;39.86;40.13
1.209064;0.8500061;0.0;39.78;40.21
1.214092;0.80999756;0.0;39.72;40.27
1.219068;0.7599945;0.0;39.7;40.29
1.224044;0.7100067;0.0;39.72;40.27
1.229048;0.66000366;0.0;39.58;40.41
1.23404;0.6100006;0.0;39.53;40.46
1.239036;0.55000305;0.0;39.51;40.48
1.244036;0.4900055;0.0;39.51;40.48
1.249024;0.42999268;0.0;39.39;40.6
1.254036;0.36999512;0.0;39.42;40.57
1.259024;0.30999756;0.0;39.4;40.59
1.264004;0.25;0.0;39.31;40.68
1.269;0.19000244;0.0;39.37;40.62
1.274012;0.13000488;0.0;39.39;40.6
1.279012;0.05999756;0.0;39.24;40.75
1.284044;0.0;0.0;39.26;40.73
1.28902;-0.05999756;0.0;39.23;40.76
1.293984;-0.13000488;0.0;39.19;40.8
1.29898;-0.19999695;0.0;39.13;40.86
1.303976;-0.2599945;0.0;39.23;40.76
1.308972;-0.33000183;0.0;39.1;40.89
1.31398;-0.3999939;0.0;39.13;40.86
1.318976;-0.4600067;0.0;39.13;40.86
1.323976;-0.5299988;0.0;39.02;40.97
1.32898;-0.6000061;0.0;39.07;40.92
1.33398;-0.66999817;0.0;39.01;40.98
1.338956;-0.7400055;0.0;38.99;41.0
1.343964;-0.80000305;0.0;39.01;40.98
1.34896;-0.8699951;0.0;38.96;41.03
1.353964;-0.94000244;0.0;38.94;41.05
1.35896;-1.0099945;0.0;38.85;41.14
1.36394;-1.0700073;0.0;39.03;40.96
1.368936;-1.1499939;0.0;38.71;41.28
1.373928;-1.2100067;0.0;38.96;41.03
1.378948;-1.2799988;0.0;38.87;41.12
1.383936;-1.3500061;0.0;38.82;41.17
1.388928;-1.4100037;0.0;38.89;41.1
1.393924;-1.4799957;0.0;38.75;41.24
1.398928;-1.5399933;0.0;38.91;41.08
1.403916;-1.6100006;0.0;38.77;41.22
1.408912;-1.6600037;0.0;38.91;41.08
1.413924;-1.7299957;0.0;38.66;41.33
1.418888;-1.7899933;0.0;38.85;41.14
1.423908;-1.8600006;0.0;38.7;41.29
1.429296;-1.9100037;0.0;38.89;41.1
1.433904;-1.9900055;0.0;38.45;41.54
1.438892;-2.0399933;0.0;38.78;41.21
1.443884;-2.1100006;0.0;38.66;41.33
1.448872;-2.1600037;0.0;38.74;41.25
1.45388;-2.2299957;0.0;38.65;41.34
1.458872;-2.2799988;0.0;38.8;41.19
1.463876;-2.3399963;0.0;38.62;41.37
1.468856;-2.3899994;0.0;38.68;41.31
1.473864;-2.4400024;0.0;38.76;41.23
1.478848;-2.4900055;0.0;38.68;41.31
1.484244;-2.550003;0.0;38.72;41.27
1.488852;-2.600006;0.0;38.6;41.39
