t (s);roll (deg);cons (deg);TL (%);TR (%)
2.393184;1.1399994;0.0;70.0;10.0
2.398196;1.1399994;0.0;40.98;39.01
2.403176;1.1499939;0.0;41.16;38.83
2.408168;1.1399994;0.0;40.83;39.16
2.413572;1.1399994;0.0;41.0;38.99
2.418556;1.1399994;0.0;41.01;38.98
2.42316;1.1399994;0.0;40.96;39.03
2.428168;1.1399994;0.0;41.07;38.92
2.43316;1.1399994;0.0;40.98;39.01
2.438156;1.1399994;0.0;41.09;38.9
2.443176;1.1399994;0.0;41.0;38.99
2.448176;1.1399994;0.0;41.16;38.83
2.453136;1.1399994;0.0;40.98;39.01
2.458156;1.1399994;0.0;40.96;39.03
2.463144;1.1399994;0.0;41.2;38.79
2.468152;1.1399994;0.0;41.03;38.96
2.473124;1.1499939;0.0;41.35;38.64
2.478528;1.1600037;0.0;41.24;38.75
2.483116;1.1699982;0.0;41.56;38.43
2.488124;1.1900024;0.0;41.42;38.57
2.493104;1.199997;0.0;41.54;38.45
2.498096;1.2200012;0.0;41.67;38.32
2.5031;1.25;0.0;41.9;38.09
2.50808;1.2799988;0.0;41.98;38.01
2.513088;1.3200073;0.0;42.1;37.89
2.518072;1.3600006;0.0;42.24;37.75
2.52306;1.3899994;0.0;42.19;37.8
2.528048;1.4400024;0.0;42.34;37.65
2.533044;1.4799957;0.0;42.41;37.58
2.538056;1.5299988;0.0;42.68;37.31
2.54304;1.5800018;0.0;42.6;37.39
2.548032;1.6399994;0.0;42.85;37.14
2.553024;1.6900024;0.0;42.79;37.2
2.55802;1.75;0.0;42.93;37.06
2.563028;1.8099976;0.0;43.06;36.93
2.568012;1.8699951;0.0;43.18;36.81
2.57302;1.9299927;0.0;43.11;36.88
2.578024;2.0;0.0;43.31;36.68
2.583028;2.0700073;0.0;43.48;36.51
2.588008;2.130005;0.0;43.37;36.62
2.593388;2.199997;0.0;43.34;36.65
2.597988;2.2599945;0.0;43.64;36.35
2.602992;2.3300018;0.0;43.71;36.28
2.607992;2.399994;0.0;43.6;36.39
2.612976;2.4600067;0.0;43.65;36.34
2.617984;2.5299988;0.0;43.75;36.24
2.622972;2.600006;0.0;43.75;36.24
2.627976;2.6600037;0.0;43.8;36.19
2.632964;2.7299957;0.0;43.86;36.13
2.637968;2.800003;0.0;43.91;36.08
2.642944;2.8600006;0.0;43.79;36.2
2.647956;2.9199982;0.0;44.05;35.94
2.65296;2.9799957;0.0;43.89;36.1
2.657936;3.0399933;0.0;43.89;36.1
2.66294;3.0899963;0.0;43.82;36.17
2.667952;3.149994;0.0;43.98;36.01
2.672928;3.199997;0.0;43.69;36.3
2.677932;3.2400055;0.0;43.73;36.26
2.682932;3.2899933;0.0;43.94;36.05
2.687916;3.3300018;0.0;43.65;36.34
2.692932;3.369995;0.0;43.69;36.3
2.697932;3.399994;0.0;43.56;36.43
2.702936;3.4299927;0.0;43.67;36.32
2.707908;3.449997;0.0;43.41;36.58
2.71292;3.4700012;0.0;43.29;36.7
2.7179;3.4900055;0.0;43.3;36.69
2.7229;3.4900055;0.0;43.06;36.93
2.727888;3.5;0.0;43.19;36.8
2.7329;3.4900055;0.0;42.8;37.19
2.737884;3.4799957;0.0;42.76;37.23
2.742884;3.4700012;0.0;42.82;37.17
2.747892;3.449997;0.0;42.51;37.48
2.753288;3.4299927;0.0;42.59;37.4
2.757888;3.399994;0.0;42.25;37.74
