t (s);roll (deg);cons (deg);TL (%);TR (%)
1.12912;0.75;0.0;38.47;41.52
1.139084;0.7400055;0.0;40.82;39.17
1.1491;0.7400055;0.0;40.88;39.11
1.1591;0.7400055;0.0;40.89;39.1
1.169108;0.7400055;0.0;40.89;39.1
1.17908;0.7400055;0.0;40.89;39.1
1.189064;0.7400055;0.0;40.84;39.15
1.199076;0.75;0.0;40.96;39.03
1.209468;0.75;0.0;40.9;39.09
1.219064;0.75;0.0;40.97;39.02
1.229056;0.75;0.0;40.9;39.09
1.239032;0.7599945;0.0;40.97;39.02
1.249032;0.7599945;0.0;40.91;39.08
1.259012;0.7700043;0.0;40.98;39.01
1.26904;0.7700043;0.0;40.92;39.07
1.279;0.7700043;0.0;40.92;39.07
1.288996;0.7700043;0.0;40.99;39.0
1.298992;0.7799988;0.0;40.93;39.06
1.308992;0.7799988;0.0;40.93;39.06
1.318972;0.7799988;0.0;40.94;39.05
1.32898;0.7799988;0.0;40.94;39.05
1.338988;0.7700043;0.0;40.88;39.11
1.348968;0.7599945;0.0;40.87;39.12
1.358968;0.75;0.0;40.81;39.18
1.36896;0.7400055;0.0;40.81;39.18
1.378924;0.7100067;0.0;40.69;39.3
1.388908;0.6799927;0.0;40.68;39.31
1.398924;0.6499939;0.0;40.67;39.32
1.408912;0.6000061;0.0;40.48;39.51
1.418908;0.55999756;0.0;40.53;39.46
1.428904;0.5;0.0;40.4;39.59
1.438884;0.44999695;0.0;40.39;39.6
1.448876;0.38000488;0.0;40.25;39.74
1.45886;0.30999756;0.0;40.23;39.76
1.468848;0.22999573;0.0;40.1;39.89
1.478832;0.1499939;0.0;40.13;39.86
1.48884;0.05999756;0.0;40.06;39.93
1.49884;-0.02999878;0.0;39.95;40.04
1.508812;-0.11999512;0.0;39.96;40.03
1.5188;-0.22999573;0.0;39.76;40.23
1.528788;-0.32000732;0.0;39.82;40.17
1.538792;-0.44000244;0.0;39.68;40.31
1.548776;-0.55999756;0.0;39.58;40.41
1.558764;-0.6799927;0.0;39.55;40.44
1.56916;-0.7899933;0.0;39.62;40.37
1.57876;-0.91000366;0.0;39.39;40.6
1.589136;-1.0399933;0.0;39.47;40.52
1.598744;-1.1699982;0.0;39.28;40.71
1.608728;-1.300003;0.0;39.28;40.71
1.618728;-1.4199982;0.0;39.3;40.69
1.628712;-1.550003;0.0;39.24;40.75
1.638696;-1.6699982;0.0;39.22;40.77
1.6487;-1.8099976;0.0;39.06;40.93
1.6587;-1.9299927;0.0;39.18;40.81
1.668676;-2.0700073;0.0;39.03;40.96
1.67868;-2.1900024;0.0;39.1;40.89
1.688684;-2.3200073;0.0;39.0;40.99
1.698664;-2.4400024;0.0;39.04;40.95
1.708652;-2.550003;0.0;39.01;40.98
1.718636;-2.6600037;0.0;39.05;40.94
1.728652;-2.7799988;0.0;38.95;41.04
1.73864;-2.8899994;0.0;39.03;40.96
1.748628;-2.9900055;0.0;38.99;41.0
1.758628;-3.0899963;0.0;38.98;41.01
1.768624;-3.1900024;0.0;38.99;41.0
1.778612;-3.2700043;0.0;39.09;40.9
1.788608;-3.3600006;0.0;39.0;40.99
1.798592;-3.4400024;0.0;38.98;41.01
1.808592;-3.5099945;0.0;39.14;40.85
1.818592;-3.5700073;0.0;39.16;40.83
1.828592;-3.630005;0.0;39.13;40.86
1.838572;-3.6900024;0.0;39.12;40.87
1.848564;-3.7299957;0.0;39.21;40.78
1.858548;-3.7700043;0.0;39.25;40.74
1.868576;-3.8099976;0.0;39.24;40.75
1.878544;-3.8399963;0.0;39.29;40.7
1.88856;-3.869995;0.0;39.32;40.67
1.898536;-3.8899994;0.0;39.3;40.69
1.908548;-3.899994;0.0;39.36;40.63
1.918532;-3.9199982;0.0;39.39;40.6
1.928508;-3.9199982;0.0;39.44;40.55
1.938504;-3.9100037;0.0;39.5;40.49
1.948512;-3.899994;0.0;39.55;40.44
1.958492;-3.880005;0.0;39.6;40.39
1.968472;-3.869995;0.0;39.58;40.41
1.978476;-3.8399963;0.0;39.71;40.28
1.988468;-3.800003;0.0;39.76;40.23
1.998456;-3.7599945;0.0;39.76;40.23
2.008452;-3.7100067;0.0;39.82;40.17
2.018464;-3.6600037;0.0;39.88;40.11
2.028444;-3.5899963;0.0;40.02;39.97
2.038412;-3.5299988;0.0;40.02;39.97
2.048408;-3.4600067;0.0;40.08;39.91
2.058412;-3.369995;0.0;40.17;39.82
2.068428;-3.300003;0.0;40.12;39.87
2.078412;-3.2200012;0.0;40.19;39.8
2.088392;-3.1399994;0.0;40.2;39.79
2.0984;-3.0599976;0.0;40.2;39.79
2.108772;-2.9700012;0.0;40.2;39.79
2.11838;-2.899994;0.0;40.22;39.77
2.128364;-2.8200073;0.0;40.21;39.78
2.13836;-2.75;0.0;40.19;39.8
2.14836;-2.6699982;0.0;40.23;39.76
2.158348;-2.600006;0.0;40.15;39.84
2.16834;-2.5299988;0.0;40.24;39.75
2.178336;-2.4600067;0.0;40.2;39.79
2.188328;-2.380005;0.0;40.25;39.74
2.19832;-2.3200073;0.0;40.17;39.82
2.208312;-2.25;0.0;40.17;39.82
2.218292;-2.199997;0.0;40.13;39.86
2.228296;-2.149994;0.0;40.08;39.91
2.238688;-2.0899963;0.0;40.14;39.85
2.248264;-2.0299988;0.0;40.19;39.8
2.25828;-1.9799957;0.0;40.08;39.91
2.268284;-1.9299927;0.0;40.13;39.86
2.278276;-1.8800049;0.0;40.09;39.9
2.28826;-1.8300018;0.0;40.1;39.89
2.298256;-1.7799988;0.0;40.09;39.9
2.308248;-1.7400055;0.0;40.07;39.92
2.318236;-1.699997;0.0;40.05;39.94
2.328244;-1.6499939;0.0;40.11;39.88
2.338232;-1.6100006;0.0;40.1;39.89
2.34824;-1.5700073;0.0;40.03;39.96
2.358228;-1.5399933;0.0;40.03;39.96
2.36822;-1.4900055;0.0;40.1;39.89
2.378192;-1.449997;0.0;40.08;39.91
2.388192;-1.4100037;0.0;40.07;39.92
2.39816;-1.3699951;0.0;40.17;39.82
2.408164;-1.3200073;0.0;40.15;39.84
2.41816;-1.2700043;0.0;40.19;39.8
2.428148;-1.2200012;0.0;40.21;39.78
2.438144;-1.1699982;0.0;40.26;39.73
2.44814;-1.1000061;0.0;40.36;39.63
2.458136;-1.0399933;0.0;40.29;39.7
2.46814;-0.9799957;0.0;40.35;39.64
2.47812;-0.91999817;0.0;40.34;39.65
2.48814;-0.8699951;0.0;40.33;39.66
2.49812;-0.8200073;0.0;40.3;39.69
2.5081;-0.7700043;0.0;40.25;39.74
2.518096;-0.7200012;0.0;40.32;39.67
2.528096;-0.66999817;0.0;40.28;39.71
2.53848;-0.6399994;0.0;40.18;39.81
2.548068;-0.6000061;0.0;40.26;39.73
2.558064;-0.55999756;0.0;40.22;39.77
2.568044;-0.5299988;0.0;40.21;39.78
2.578052;-0.4900055;0.0;40.22;39.77
2.588044;-0.4600067;0.0;40.21;39.78
