t (s);roll (deg);cons (deg);TL (%);TR (%)
0.939296;4.4299927;0.0;70.0;10.0
0.949264;4.4299927;0.0;42.95;37.04
0.959276;4.4299927;0.0;42.95;37.04
0.96926;4.4299927;0.0;42.95;37.04
0.97926;4.4299927;0.0;42.95;37.04
0.98924;4.4400024;0.0;42.99;37.0
0.99924;4.4400024;0.0;42.95;37.04
1.009228;4.4400024;0.0;42.96;37.03
1.019224;4.4400024;0.0;42.99;37.0
1.029204;4.449997;0.0;43.01;36.98
1.039184;4.449997;0.0;42.95;37.04
1.049196;4.449997;0.0;42.96;37.03
1.059204;4.4400024;0.0;42.96;37.03
1.069176;4.4400024;0.0;42.96;37.03
1.07918;4.4400024;0.0;42.96;37.03
1.089156;4.4400024;0.0;42.94;37.05
1.099544;4.4400024;0.0;42.93;37.06
1.10914;4.4299927;0.0;42.89;37.1
1.119144;4.419998;0.0;42.91;37.08
1.129524;4.4100037;0.0;42.88;37.11
1.13912;4.399994;0.0;42.86;37.13
1.14912;4.3899994;0.0;42.87;37.12
1.15912;4.380005;0.0;42.83;37.16
1.169092;4.3600006;0.0;42.77;37.22
1.1791;4.330002;0.0;42.69;37.3
1.189088;4.300003;0.0;42.68;37.31
1.199456;4.2700043;0.0;42.64;37.35
1.209064;4.220001;0.0;42.45;37.54
1.219068;4.169998;0.0;42.44;37.55
1.229056;4.100006;0.0;42.25;37.74
1.239036;4.0200043;0.0;42.17;37.82
1.249036;3.9199982;0.0;41.94;38.05
1.259032;3.8200073;0.0;41.85;38.14
1.26902;3.6900024;0.0;41.62;38.37
1.279008;3.550003;0.0;41.44;38.55
1.288984;3.4100037;0.0;41.32;38.67
1.299004;3.2400055;0.0;41.06;38.93
1.308988;3.0700073;0.0;40.89;39.1
1.318972;2.880005;0.0;40.67;39.32
1.32898;2.6799927;0.0;40.41;39.58
1.33898;2.4600067;0.0;40.21;39.78
1.348976;2.2400055;0.0;39.98;40.01
1.358964;2.0;0.0;39.77;40.22
1.368952;1.7599945;0.0;39.55;40.44
1.378956;1.5;0.0;39.31;40.68
1.389328;1.25;0.0;39.16;40.83
1.398936;0.9900055;0.0;38.87;41.12
1.408932;0.7100067;0.0;38.65;41.34
1.418956;0.42999268;0.0;38.41;41.58
1.429308;0.16000366;0.0;38.33;41.66
1.438908;-0.13000488;0.0;37.91;42.08
1.448924;-0.41999817;0.0;37.84;42.15
1.45892;-0.69999695;0.0;37.62;42.37
1.468916;-0.9900055;0.0;37.41;42.58
1.4789;-1.2700043;0.0;37.3;42.69
1.488888;-1.550003;0.0;37.12;42.87
1.498904;-1.8300018;0.0;36.92;43.07
1.508872;-2.100006;0.0;36.8;43.19
1.518852;-2.3600006;0.0;36.65;43.34
1.528856;-2.619995;0.0;36.54;43.45
1.53886;-2.869995;0.0;36.38;43.61
1.548848;-3.1100006;0.0;36.32;43.67
1.558832;-3.3399963;0.0;36.23;43.76
1.56882;-3.5700073;0.0;36.14;43.85
1.579212;-3.7799988;0.0;36.13;43.86
1.588816;-3.9700012;0.0;35.98;44.01
1.598792;-4.149994;0.0;36.07;43.92
