t (s);roll (deg);cons (deg);TL (%);TR (%)
4.996288;0.58000183;0.0;39.08;40.91
5.006284;0.22999573;0.0;38.93;41.06
5.016284;-0.11999512;0.0;38.78;41.21
5.026292;-0.47000122;0.0;38.63;41.36
5.03626;-0.80000305;0.0;38.53;41.46
5.046252;-1.1399994;0.0;38.4;41.59
5.056256;-1.4700012;0.0;38.27;41.72
5.066232;-1.7899933;0.0;38.15;41.84
5.076224;-2.1100006;0.0;38.05;41.94
5.086212;-2.4100037;0.0;37.94;42.05
5.09622;-2.7100067;0.0;37.84;42.15
5.106216;-3.0200043;0.0;37.7;42.29
5.116596;-3.3099976;0.0;37.66;42.33
5.12618;-3.5800018;0.0;37.52;42.47
5.136192;-3.850006;0.0;37.44;42.55
5.146176;-4.119995;0.0;37.37;42.62
5.156156;-4.3600006;0.0;37.32;42.67
5.166172;-4.600006;0.0;37.25;42.74
5.176172;-4.8200073;0.0;37.2;42.79
5.186156;-5.0200043;0.0;37.18;42.81
5.196148;-5.2100067;0.0;37.14;42.85
5.20614;-5.3899994;0.0;37.09;42.9
5.216144;-5.550003;0.0;37.09;42.9
5.226148;-5.699997;0.0;37.07;42.92
5.236156;-5.8399963;0.0;37.06;42.93
5.246116;-5.9400024;0.0;37.11;42.88
5.25612;-6.029999;0.0;37.14;42.85
5.266112;-6.0899963;0.0;37.18;42.81
5.276116;-6.1399994;0.0;37.23;42.76
5.286108;-6.1600037;0.0;37.28;42.71
5.29608;-6.169998;0.0;37.33;42.66
5.306084;-6.149994;0.0;37.46;42.53
5.316076;-6.1100006;0.0;37.51;42.48
5.32606;-6.0399933;0.0;37.65;42.34
5.33604;-5.949997;0.0;37.75;42.24
5.34604;-5.8399963;0.0;37.87;42.12
5.356028;-5.7100067;0.0;38.01;41.98
5.366008;-5.5599976;0.0;38.11;41.88
5.376;-5.399994;0.0;38.25;41.74
5.386004;-5.2100067;0.0;38.4;41.59
5.396;-5.0099945;0.0;38.52;41.47
5.405976;-4.779999;0.0;38.71;41.28
5.415984;-4.5399933;0.0;38.88;41.11
5.425984;-4.279999;0.0;39.05;40.94
5.435976;-4.0;0.0;39.23;40.76
5.445972;-3.6900024;0.0;39.44;40.55
5.455952;-3.369995;0.0;39.64;40.35
5.465936;-3.0299988;0.0;39.83;40.16
5.475932;-2.6799927;0.0;40.05;39.94
5.485932;-2.3099976;0.0;40.24;39.75
5.495928;-1.9299927;0.0;40.45;39.54
5.505928;-1.5299988;0.0;40.64;39.35
5.516304;-1.1300049;0.0;40.82;39.17
5.52592;-0.7100067;0.0;41.13;38.86
5.535896;-0.2899933;0.0;41.3;38.69
5.545892;0.13999939;0.0;41.49;38.5
5.555896;0.58999634;0.0;41.73;38.26
5.565884;1.0299988;0.0;41.93;38.06
5.575868;1.4799957;0.0;42.13;37.86
5.585864;1.9299927;0.0;42.31;37.68
5.59624;2.380005;0.0;42.45;37.54
5.605848;2.8200073;0.0;42.75;37.24
5.615836;3.2700043;0.0;42.88;37.11
5.625844;3.699997;0.0;43.0;36.99
5.635828;4.119995;0.0;43.18;36.81
5.64584;4.5399933;0.0;43.31;36.68
5.655816;4.9400024;0.0;43.44;36.55
5.665804;5.330002;0.0;43.58;36.41
5.6758;5.7100067;0.0;43.69;36.3
5.685804;6.0700073;0.0;43.82;36.17
5.6958;6.419998;0.0;43.91;36.08
5.705784;6.7599945;0.0;44.0;35.99
5.715788;7.080002;0.0;44.09;35.9
5.725788;7.3899994;0.0;44.17;35.82
5.735772;7.669998;0.0;44.21;35.78
5.74574;7.949997;0.0;44.31;35.68
5.755732;8.210007;0.0;44.36;35.63
5.76572;8.449997;0.0;44.42;35.57
5.775716;8.679993;0.0;44.47;35.52
5.785704;8.899994;0.0;44.52;35.47
5.795704;9.100006;0.0;44.56;35.43
5.805688;9.279999;0.0;44.54;35.45
5.815708;9.440002;0.0;44.57;35.42
5.825676;9.589996;0.0;44.57;35.42
5.835676;9.720001;0.0;44.58;35.41
5.845664;9.809998;0.0;44.51;35.48
5.85566;9.899994;0.0;44.52;35.47
5.86566;9.960007;0.0;44.45;35.54
5.875668;10.0099945;0.0;44.42;35.57
5.885676;10.039993;0.0;44.37;35.62
5.89566;10.039993;0.0;44.27;35.72
5.905644;10.029999;0.0;44.24;35.75
5.915604;9.979996;0.0;44.09;35.9
5.925608;9.910004;0.0;44.0;35.99
5.935628;9.820007;0.0;43.9;36.09
5.945588;9.710007;0.0;43.76;36.23
5.955576;9.580002;0.0;43.65;36.34
5.965564;9.440002;0.0;43.54;36.45
5.975572;9.2599945;0.0;43.37;36.62
5.985572;9.080002;0.0;43.26;36.73
5.995544;8.860001;0.0;43.04;36.95
6.005548;8.619995;0.0;42.9;37.09
6.015524;8.369995;0.0;42.72;37.27
6.02552;8.100006;0.0;42.53;37.46
6.035512;7.800003;0.0;42.34;37.65
6.045504;7.4900055;0.0;42.16;37.83
6.055504;7.169998;0.0;41.97;38.02
6.0655;6.830002;0.0;41.8;38.19
6.07548;6.470001;0.0;41.56;38.43
6.085464;6.1100006;0.0;41.37;38.62
6.095472;5.7299957;0.0;41.21;38.78
6.105468;5.3399963;0.0;40.97;39.02
6.115452;4.9400024;0.0;40.74;39.25
6.125436;4.5200043;0.0;40.54;39.45
6.135444;4.1100006;0.0;40.37;39.62
6.145444;3.6799927;0.0;40.12;39.87
6.15542;3.25;0.0;39.96;40.03
6.165412;2.8200073;0.0;39.75;40.24
6.175396;2.380005;0.0;39.55;40.44
6.185412;1.9400024;0.0;39.36;40.63
6.195392;1.5;0.0;39.19;40.8
6.205396;1.0700073;0.0;39.01;40.98
6.215404;0.6300049;0.0;38.8;41.19
6.225384;0.19999695;0.0;38.63;41.36
6.23538;-0.22999573;0.0;38.47;41.52
6.245376;-0.66000366;0.0;38.27;41.72
6.255372;-1.0899963;0.0;38.1;41.89
6.265368;-1.5099945;0.0;37.95;42.04
6.275364;-1.9299927;0.0;37.8;42.19
6.285332;-2.3300018;0.0;37.65;42.34
6.295324;-2.7400055;0.0;37.46;42.53
6.305316;-3.130005;0.0;37.35;42.64
6.315308;-3.5099945;0.0;37.23;42.76
6.325288;-3.8899994;0.0;37.08;42.91
6.335296;-4.2400055;0.0;37.01;42.98
6.345284;-4.5899963;0.0;36.88;43.11
6.35528;-4.919998;0.0;36.81;43.18
6.365268;-5.2299957;0.0;36.71;43.28
6.37528;-5.5200043;0.0;36.67;43.32
6.385272;-5.7899933;0.0;36.63;43.36
6.395272;-6.0399933;0.0;36.58;43.41
6.405248;-6.2700043;0.0;36.55;43.44
6.415256;-6.4799957;0.0;36.53;43.46
6.42524;-6.6600037;0.0;36.55;43.44
6.435232;-6.8200073;0.0;36.57;43.42
6.445224;-6.949997;0.0;36.59;43.4
